"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Max_regroup1";"Max_regroup4";"Max_regroup2";"Max_regroup3";"Base";"Option";"Remb_rc_2018";"Remb_ro_2018";"Qte_acte_2018";"Remb_rc_2019";"Remb_ro_2019";"Qte_acte_2019";"Remb_rc_2020";"Remb_ro_2020";"Qte_acte_2020";"Remb_rc_2021";"Remb_ro_2021";"Qte_acte_2021";"Remb_rc_2022";"Remb_ro_2022";"Qte_acte_2022";"Dentaire_2018";"Maladie_2018";"Vie_2018";"Hospitalisation_2018";"Optique_2018";"Dentaire_2019";"Maladie_2019";"Vie_2019";"Hospitalisation_2019";"Optique_2019";"Dentaire_2020";"Maladie_2020";"Vie_2020";"Hospitalisation_2020";"Optique_2020";"Dentaire_2021";"Maladie_2021";"Vie_2021";"Hospitalisation_2021";"Optique_2021";"Dentaire_2022";"Maladie_2022";"Vie_2022";"Hospitalisation_2022";"Optique_2022"
"316";0;938448;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";938448;0;530.253446956311;1073.83;1438;1074.61243151772;1214.82;1327;1926.67198234362;3071.77;2587;774.918035510582;1544.7;884;762.42351661645;2996.82;1212;0;7190;0;0;0;0;6615;0;5;15;30;12865;0;25;15;0;4355;0;65;0;0;6030;0;15;15
"317";0;62055;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";62055;0;0;0;0;0;0;0;223.912720806933;334.49;428;1170.17312714895;1057.79;628;792.192604317952;414.22;323;0;0;0;0;0;0;0;0;0;0;9;1275;0;0;0;33;1851;0;0;0;3;957;0;0;9
"318";19004601;0;1101716;"1_ERCAC";"41";"2_Affaires_directes";"3_Sante";20106317;0;15233.8408026867;13099.48;6460;16029.4387637736;15506.43;11678;8304.176233542;10238.62;9219;12741.6031939915;11541.85;8183;5857.1480296997;9053.62;3807;740;30290;5;1095;170;1210;56885;0;100;195;160;44845;0;1015;75;170;38855;10;1710;170;60;18895;0;60;20
"319";0;703545;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";703545;0;3468.67939310704;2801.53;2001;1269.70337164189;1135.38;1010;1367.24691571536;798.55;636;1522.36333025838;841.07;590;1038.9263870416;234.83;302;25;9910;0;30;40;0;5040;0;0;10;45;3120;0;0;15;15;2855;0;65;15;0;1495;0;0;15
"32";8494439576;778208494;412825798;"1_ERCAC";"7";"2_Affaires_directes";"3_Sante";8636768882;1048704986;191289.91238807;258344.93;105387;219352.414097529;255675.96;151360;246263.947453968;259927.04;151449;305489.135191083;351044.77;192234;212875.926831235;238696.51;107676;10860;484135;5;30025;1910;11915;708400;15;34085;2385;10275;692940;25;51505;2500;13435;881555;35;63120;3025;9015;512580;10;14925;1850
"320";0;13608;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";13608;0;890.531095084932;1186.72;252;76.1235106875314;192.49;129;90.106922876698;159.44;28;48.3008887882004;72.04;73;493.406008193991;25.09;4;15;1195;0;50;0;0;645;0;0;0;0;140;0;0;0;10;355;0;0;0;0;5;0;0;15
"321";0;985640;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";985640;0;15826.6308893704;7923.53;2824;1533.03295326385;5135.65;1031;4962.09953581195;3520.86;745;3501.71485015822;1955.03;749;507.564176455665;1818.05;661;10;12530;0;1500;80;10;5125;0;5;15;20;3330;5;355;15;35;3695;0;0;15;0;3285;0;5;15
"322";15278095;81571742;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";96849837;0;62176.7550140369;68306.74;26338;62917.8426543224;63227.64;32886;46149.9838100829;40291.58;22103;65613.3164420991;62477.15;29964;30225.5224233564;50613.87;21562;575;126370;5;4395;345;625;159240;5;4225;335;365;106235;5;3670;240;525;143420;5;5560;310;355;106180;0;1215;60
"323";0;42752;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";42752;0;454.975739975438;553.16;328;970.344356394492;624.38;189;400.25445600594;364.22;136;351.044463209694;0.09;3;0;145.65;12;0;1630;0;0;10;15;900;0;0;30;10;670;0;0;0;0;0;0;0;15;10;50;0;0;0
"324";0;386580290;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";386580290;0;212515.796039891;186657.68;83271;210999.62417843;208387.02;84190;203559.483137817;157267.19;82362;270494.594277445;195158.41;89550;154666.120020345;126943.04;47982;2290;404305;10;8705;1045;1950;412160;0;5965;875;1590;396200;5;13160;855;2280;431030;25;13490;925;985;233620;5;4850;450
"325";0;1373252574;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1373252574;0;237377.908351053;353663.67;145490;212941.286901893;319439.93;129060;146763.822184001;166658.36;82671;154491.466805696;193723.28;71461;59682.7733910318;143651.31;52992;1210;708240;115;17470;415;1125;623960;60;19685;470;615;391670;75;20715;280;625;342390;75;14060;155;310;262500;10;2030;110
"326";400050;1349502;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1749552;0;16269.237664766;5287.19;650;25230.613214777;4950.62;900;14927.1664748344;3918.31;419;25170.9445155973;6366.55;887;16311.2070649515;8143.15;2478;160;120;20;2805;145;140;40;15;4145;160;160;80;10;1765;80;260;1295;10;2755;115;55;10225;15;2030;65
"327";0;407424;0;"1_ERCAC";"5";"2_Affaires_directes";"3_Sante";407424;0;3019.10599746994;750.93;180;1920.68875306776;936.56;825;2164.84751633051;2429.9;1051;1688.94131220856;1698.82;828;873.238884028036;524.09;299;10;765;0;95;30;15;4040;0;70;0;0;5180;0;60;15;70;4040;0;30;0;0;1385;0;110;0
"328";83741;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";83741;0;4252.37724645247;1817.02;1396;351.756679032783;544.7;313;0;0;0;0;0;0;0;0;0;14;2760;0;0;18;2;624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"329";0;140228;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";140228;0;0;0;0;110.327772030179;181.52;521;556.076717507168;592.68;49;2365.41621837381;1542.18;2595;270.371767995315;207.62;22;0;0;0;0;0;0;2084;0;0;0;36;148;0;0;12;40;10332;0;0;8;28;60;0;0;0
"33";0;337608;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";337608;0;595.402246926207;1646.92;587;742.025640219342;2202.39;1122;1808.52904979996;1864.85;608;821.195434100535;1593.1;563;341.162609303683;753.52;246;10;2925;0;0;0;0;5610;0;0;0;0;2975;0;50;15;0;2785;0;30;0;0;1220;0;0;10
"330";3054900;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";3054900;0;8065.02176891593;9194.37;3633;5551.7630468355;6133.47;3196;2488.17829889316;2832.88;1587;4105.8905487777;3604.22;2241;2174.3868587265;3354.98;1323;30;17320;5;765;45;65;15415;0;485;15;35;7835;0;30;35;60;11115;0;30;0;15;6550;0;50;0
"331";62789712;54715392;949920;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";118455024;0;33938.20019932;33205.03;17052;32812.6748968803;34321.51;27459;32969.7750929165;28596.22;16598;37472.519087604;34572.63;22683;18806.5288195435;19732.62;11200;1300;76685;5;6920;350;3145;128455;5;5400;290;1015;79015;5;2665;290;1325;105885;0;5860;345;345;45950;0;9565;140
"332";0;10796688;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";10796688;0;7456.5314994747;10164.71;4509;7078.60627508435;8976.55;4079;7862.4209984747;8628.62;4338;12308.8055673482;20535.12;3877;7597.17459760871;10187.3;4619;55;22335;0;115;40;115;19890;0;350;40;90;21355;0;190;55;65;18925;0;305;90;70;22910;0;100;15
"333";0;538152;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";538152;0;896.226361425793;2193.01;331;1056.28050183816;1285.34;3278;502.112855162585;936.9;540;1049.2562357287;889.74;836;167.472663359604;350.17;291;15;1610;0;30;0;15;16375;0;0;0;20;2675;0;5;0;15;4145;0;0;20;5;1450;0;0;0
"334";0;14956344;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";14956344;0;37996.4638919589;28691.19;10089;21605.3479222081;17757.35;10755;11583.1631386275;10936.32;8200;31415.8965273154;21102.86;10733;9655.77226285604;7824.5;3201;350;48165;10;1860;60;285;53260;0;140;90;160;39905;0;865;70;365;48575;0;4660;65;95;15705;0;175;30
"335";152266944;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";152266944;0;54952.2183212351;60780.97;27116;58686.253606673;53487.84;29723;61699.4637381103;50992.31;29587;62930.1827715106;60665.79;33185;38350.9321230828;48784.6;18437;1655;128735;5;4690;495;2335;144005;0;1610;665;3755;132575;10;11190;405;5045;149555;5;10775;545;2305;88515;0;1055;310
"336";6889668;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";6889668;0;13699.8354879891;12679.6;6242;7462.99722041646;9274.13;6058;3515.09812471487;4009.53;3943;2247.74847505019;3214.31;2380;1332.44368228209;1698.86;730;580;29620;0;910;100;190;28915;0;1055;130;85;19610;0;0;20;95;11785;0;0;20;20;3600;0;5;25
"337";0;4514666;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";4514666;0;12742.6548087099;10795.63;3356;8248.60402730679;9728.12;5999;12633.4776646894;8745.92;5081;8451.53952829338;6371.97;3205;4309.19240357362;2461.88;637;150;16530;0;15;85;140;29795;0;45;15;140;24630;0;595;40;80;15860;0;40;45;25;3135;0;10;15
"338";0;53760;0;"1_ERCAC";"5";"2_Affaires_directes";"3_Sante";53760;0;0;0;0;73.9154046786623;136.49;28;224.794339083996;292.07;512;413.559809747244;635.49;505;968.591069407742;129.4;75;0;0;0;0;0;4;108;0;0;0;0;2044;0;4;0;12;2000;0;8;0;0;276;0;0;24
"339";0;8272;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";8272;0;0;0;0;0;0;0;538.595729823412;331.43;349;66.1918432986513;61.6;26;0;25;1;0;0;0;0;0;0;0;0;0;0;0;1005;0;24;18;0;78;0;0;0;0;3;0;0;0
"34";62883;0;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";62883;0;3038.55431749055;2039.67;1870;146.081414191149;245.47;459;0;0;0;0;0;0;0;0;0;362;2346;0;1032;0;0;918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"340";28497615288;12085969872;1995427108;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";42579012268;0;1104577.761341;1073487.01;587469;1172253.33092554;1059520.98;592651;1062175.88820601;915267.49;564254;1315702.15104132;1089060.55;614322;809397.955110156;715886.44;341476;89850;2769370;185;67765;10175;93155;2799945;155;58540;11460;91465;2624025;125;95895;9760;107910;2857030;140;94235;12295;50780;1636750;30;14235;5580
"341";653604;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";653604;0;1495.21464117546;1728.68;2163;909.642982380753;1442.75;1726;1347.23197647896;1750.87;486;332.927096265039;542.69;824;295.548684599769;682.98;72;0;7720;0;3095;0;10;8600;0;5;15;80;2340;0;0;10;0;4120;0;0;0;30;330;0;0;0
"342";0;1480;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1480;0;0;0;0;0;0;0;1135.03885003249;418.23;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;289;0;0;0;0;0;0;0;0;0;0;0;0;0
"343";0;158560;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";158560;0;278.623716007758;418.85;421;628.43561372251;1014.87;518;628.965741832544;553.9;212;342.1628031904;520.63;513;90.895440239944;112.95;318;15;2085;0;5;0;10;2575;0;5;0;20;1040;0;0;0;0;2565;0;0;0;0;1590;0;0;0
"344";0;23210;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";23210;0;837.724333239319;592.72;66;1172.84793499407;1010.14;24;4210.34284969943;880.6;148;5010.37691733855;1558.4;163;949.089731558619;1052.15;21;260;20;0;35;15;80;15;0;0;25;60;5;0;615;60;50;15;0;750;0;30;60;0;0;15
"345";0;4114782;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";4114782;0;10050.3905861078;9597.98;3787;8641.84938937075;10971.06;2868;4827.46090442249;6080.71;3152;14162.0648357788;8539.54;2848;7568.63665497345;3879.18;1583;90;18725;0;60;60;60;14135;0;130;15;125;15565;0;25;45;185;13990;0;25;40;90;7735;0;15;75
"346";0;335216070;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";335216070;0;148159.255129961;203249.08;77195;141263.390994452;204200.97;77879;152448.772987431;167245.6;65071;132073.559569521;132610.23;66829;81735.8563731317;136095.62;67752;1690;377575;40;6000;670;1555;380810;10;6425;595;1250;306305;45;17130;625;1555;326520;15;5415;640;940;334580;15;2940;285
"347";0;757915;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";757915;0;105.275391497482;188.54;186;2209.1963353144;1588.04;687;2511.86388707495;1201.56;1179;4081.70331411436;3314.11;2204;2640.83078996999;2559.32;971;0;930;0;0;0;45;3290;0;100;0;5;5475;0;415;0;45;10865;0;55;55;0;4765;0;55;35
"348";70624095;82619695;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";153243790;0;73343.9801618447;96366.5;39338;69838.1935495065;130960.86;38624;69959.9086225196;92318.72;27138;60727.3865284351;95085.08;24898;36454.7348035222;77612.65;19947;260;186260;25;10015;130;400;188010;30;4580;100;85;129700;30;5780;95;130;120410;25;3870;55;55;97680;20;1980;0
"349";509804293;68427254;43351428;"1_ERCAC";"42";"2_Affaires_directes";"3_Sante";621582975;0;65194.201945209;75594.15;37291;91392.8492324075;97577.72;50183;88488.6344649923;91007.03;46593;89520.4319068175;89222.18;51430;51777.1477085292;45055.22;27010;6800;178165;0;610;880;6220;226525;0;17195;975;6960;215560;0;9410;1035;8875;237280;0;9880;1115;2755;131070;0;740;485
"35";31820529195;1898869805;877442755;"1_ERCAC";"8";"2_Affaires_directes";"3_Sante";33906455520;690386235;444238.865085697;467589.08;232935;509316.245626737;543671.12;278759;425743.308715979;465754.27;247731;540755.060534004;543968.7;303143;332719.133276095;354898.69;168067;35570;1067480;65;56545;5015;45580;1278975;100;64360;4780;49960;1115965;90;68490;4150;56565;1378780;75;74930;5365;24050;802835;40;10735;2675
"350";250656;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";250656;0;385.188269876818;534.52;314;3190.29527947711;5348.91;630;435.077735077723;699.6;469;65.4592240258341;1187.17;503;3737.42401191393;1276.67;1068;0;1550;0;5;15;0;2765;0;370;15;0;2345;0;0;0;0;2515;0;0;0;0;4720;0;620;0
"351";0;483912;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";483912;0;888.251832815541;1582.16;729;5616.18933421748;3265.23;1168;1277.44961492502;2098.7;580;1505.77616639666;1800.55;583;1235.14628769774;1129.86;372;5;3625;0;0;15;10;5225;0;590;15;10;2885;0;5;0;0;2900;0;0;15;5;1850;0;5;0
"352";0;1072560;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1072560;0;2358.19944415538;2607.55;937;3703.07478931219;5111.96;2924;2893.71270838909;1497.28;1259;1496.18385690663;1472.89;811;1292.23448441894;741.03;609;30;4540;5;95;15;85;14330;0;175;30;5;6050;0;205;35;5;4050;0;0;0;10;3025;0;0;10
"353";0;14109021;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";14109021;0;17594.6044474187;20567.16;8740;14190.9211516294;13535.95;6397;8942.06009940699;8566.85;5705;18945.6143057603;12865.04;6724;10169.99693412;10996.45;4573;865;42445;0;345;45;230;31510;0;65;180;155;28135;0;175;60;500;30710;0;2305;105;190;22495;0;140;40
"354";175020;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";175020;0;6264.35488430745;15081.94;2468;750.396043703376;1525.33;430;52.7179495773718;99.4;18;1036.28924275566;0;1;0;0;0;100;9636;0;136;0;32;1688;0;0;0;0;72;0;0;0;0;0;4;0;0;0;0;0;0;0
"355";11288;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";11288;0;429.638105174857;493.6;86;0;0;0;0;0;0;2885.77620904574;0;112;3813.58264571107;114.78;134;0;249;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;6;330;0;0;3;0;393;6
"356";585530;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";585530;0;3344.33900067006;2843.19;2423;1318.16301178794;1386.4;717;999.136020220805;1082.97;1658;778.600295900367;725.01;447;619.610688933483;659.33;78;115;11980;0;20;0;55;3530;0;0;0;0;8265;0;10;15;0;2220;0;0;15;40;350;0;0;0
"357";3134560;1923480;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";5058040;0;3543.55850849217;5701.08;2775;6822.71998346665;8937.57;5091;4722.56144044397;3888.93;2643;4037.7781507936;5569.86;2849;1313.44711391012;2046.02;890;130;13715;0;15;15;20;25165;0;205;65;35;12745;0;420;15;55;14125;0;40;25;25;4395;0;30;0
"358";46464;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";46464;0;1894.745692951;20.32;33;5403.92418523072;600;195;5663.05217472202;108.41;192;1771.74447992896;513.63;189;0;1327.52;447;0;0;5;130;30;0;10;0;965;0;5;5;5;930;15;0;855;5;40;45;0;2235;0;0;0
"359";418950;275310;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";694260;0;1023.99709224601;1838.65;1479;2270.87371523276;5845.5;1097;492.563398873049;932.23;496;2546.03094823965;1110.48;773;581.494437682925;681.98;145;30;7345;0;20;0;25;5345;0;100;15;5;2450;0;10;15;10;3455;0;400;0;20;705;0;0;0
"36";1981167;2665311;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";4646478;0;6337.33385223961;11592.96;2717;5957.53669034718;10445.63;2677;6980.04496596204;5147.22;1942;8962.50076249074;20675.03;4930;2274.13423199265;3275.07;1987;55;13400;0;100;30;45;13230;0;80;30;95;9430;0;170;15;25;20615;0;3995;15;20;9905;0;0;10
"360";40741569;83129262;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";123870831;0;38323.7251134519;51212.66;33848;52660.2762718507;81481.97;36817;34332.6297187955;38777;23034;47794.0603433737;69735.56;23177;19715.2246814791;41486.47;20301;610;166380;5;2030;215;720;179190;20;3870;285;490;111010;15;3535;120;635;111265;15;3805;165;250;100260;0;900;95
"361";208828;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";208828;0;917.59819699789;1184.86;841;419.434839481036;534.66;582;445.06778913958;573.24;417;2488.47469239828;4062.66;676;0;0;0;0;3352;0;0;12;0;2328;0;0;0;4;1664;0;0;0;0;1780;4;908;12;0;0;0;0;0
"363";0;161196;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";161196;0;186.546670954094;973.25;242;240.133480813692;715.7;682;273.88424177821;474.27;469;118.922707774042;1028.59;305;17.5315057431505;3158.56;423;0;1205;0;5;0;0;3405;0;5;0;0;2345;0;0;0;0;1525;0;0;0;0;2115;0;0;0
"364";2322150;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";2322150;0;28990.6113427396;12271.24;765;28234.2005107508;9104.4;1475;24108.7650831917;6396.17;1066;29033.8687906536;9880.31;1457;26244.1962623712;8866.58;887;905;1280;15;1175;450;1325;3250;0;2375;425;305;3130;5;1530;360;1140;4860;10;875;400;135;3050;0;1030;220
"365";0;11096;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";11096;0;1208.9979171151;668.09;24;3722.67825854424;4887.56;86;2593.15093420128;0.3;80;1162.92483068102;983.74;17;1544.3237481807;1366.77;85;20;30;0;60;10;0;10;0;420;0;0;0;0;370;30;0;25;0;45;15;10;400;0;15;0
"366";0;58888;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";58888;0;1314.16784775633;1704.51;439;99.1005379629898;179.3;58;196.450512780634;412.97;52;389.231678907331;210.8;296;129.15942889845;172.13;21;90;2100;0;5;0;0;290;0;0;0;65;195;0;0;0;0;1470;0;0;10;30;75;0;0;0
"367";679407336;248158318;74362992;"1_ERCAC";"43";"2_Affaires_directes";"3_Sante";1001928646;0;24508.1413086804;25229.94;16943;34016.0130920978;25156.46;15339;36938.3372520333;24668.13;15706;400006.350125329;284185.81;154612;215590.675570981;184875.85;79078;210;81765;0;2625;115;550;73610;0;2240;295;480;77210;5;535;300;17765;717285;65;33850;4095;13075;373810;35;6655;1815
"368";299446736;44564028;16766664;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";327097024;33680404;34563.5952799948;31822.11;16956;48469.1587938134;47944.74;21227;32542.1280742336;28952.08;18836;171506.883937071;103347.33;56811;117608.394986283;81303.83;33246;590;82125;0;1800;265;470;103030;0;2385;250;710;91110;5;2170;185;6410;267410;15;9405;815;3875;161420;0;465;470
"37";0;827978;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";827978;0;3068.34192427577;1950.85;1215;4602.908768215;3412.03;613;2007.78253520866;1809.85;1395;2052.68479927076;1901.95;991;1575.53327560969;1407.83;572;20;5630;0;410;15;85;2825;0;140;15;50;6920;0;5;0;25;4915;0;5;10;65;2795;0;0;0
"370";0;4832919;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";4832919;0;8068.51331284239;8259.42;2981;7307.33595115256;8404.2;3708;6916.05001392991;4998.65;2688;5341.41739567846;4851.43;3185;8799.8555899099;2968.06;1207;90;14700;0;35;80;65;18410;0;35;30;55;13345;0;0;40;140;15750;0;5;30;40;5925;0;10;60
"371";9750400;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";9750400;0;4331.1163436191;8470.96;6691;19609.7742305434;31523.16;7250;9350.70044468568;14946.9;6867;11866.5986949398;13713.62;6926;3822.21297262536;5560.83;2736;60;31195;5;2180;15;75;34460;0;1610;105;95;30425;0;3815;0;60;33800;15;740;15;5;13595;0;55;25
"372";206850;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";206850;0;2397.39299439973;5448.74;2321;1562.64838219494;330.56;130;150.761892314896;307.38;296;266.630371606919;494.17;181;62.0250884367924;128.44;27;0;11550;0;40;15;0;565;5;50;30;0;1480;0;0;0;0;905;0;0;0;0;135;0;0;0
"373";1928608;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1928608;0;3568.83928879554;4799.95;1724;4842.13891987563;7095.9;4130;10621.8859519981;16314.61;2769;2415.58229832414;3256;1866;1283.38255139272;2833.17;469;15;8405;5;165;30;20;20535;0;65;30;85;12885;0;875;0;0;8640;0;690;0;0;2300;0;45;0
"374";4;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";4;0;8.600628761535;43;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"375";336430;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";336430;0;767.937668664891;1242.15;618;406.699454392056;870.91;356;372.94350244547;699.76;634;858.294257390471;2032.34;2179;313.301796454842;686.98;171;0;3055;0;35;0;25;1740;0;15;0;0;3170;0;0;0;30;10240;0;625;0;0;840;0;15;0
"376";37400;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";37400;0;353.737868525483;1271.53;144;4173.12389935166;7395.18;639;1389.38726738419;826.75;55;26.4513736117621;148.72;4;62.4313663086491;84.78;8;10;705;5;0;0;5;2385;0;790;15;0;0;0;275;0;20;0;0;0;0;0;15;0;10;15
"377";0;10703360;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";10703360;0;8409.3845433196;13272.57;10318;11758.7892505911;15098.96;8925;14106.4076821696;15788.33;7468;9375.49504925422;9211.95;6704;4842.05661114036;5233.99;2745;190;51290;0;95;15;170;44235;0;120;100;235;36960;0;100;45;170;31735;0;1565;50;65;13590;0;25;45
"378";0;1734612;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1734612;0;10255.2340559562;8606.26;4535;4121.22701796316;4949.12;2401;1999.57598761428;1820.95;991;1729.40910077457;1034.08;837;1173.68752599141;1363.67;512;110;22075;0;395;95;20;11720;0;250;15;15;4910;0;0;30;15;4140;0;0;30;0;2540;0;20;0
"379";92544;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";92544;0;358.843766189544;360.28;239;187.296231802511;387.03;442;486.787074978485;639.82;157;615.292739614638;648.47;595;28.3286479740094;46.23;13;35;1145;0;0;15;0;2210;0;0;0;45;740;0;0;0;0;2970;0;0;5;0;65;0;0;0
"38";0;418435;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";418435;0;17320.4404552812;4892.29;265;16391.2180851074;3701.16;372;19644.8476839285;3788.45;572;13047.1527200833;3956.65;223;5792.4144221172;1228.83;147;180;15;0;765;365;180;510;0;895;275;185;15;0;2370;290;185;20;0;625;285;70;85;0;445;135
"380";0;35034060;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";35034060;0;43573.9737319255;35844.93;24621;41383.1428782341;27212.91;18184;20649.9036002889;30387.69;13015;19736.3104666293;14265.5;7509;24951.1615336592;32344.15;9811;400;118640;0;3830;235;205;86650;5;3850;210;140;63900;0;920;115;235;36725;0;390;195;85;48395;0;445;130
"381";0;112805700;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";112805700;0;64600.2704686703;92586.56;43789;53736.729578592;73693.6;38123;38043.356908818;59746.33;30151;40310.6172857383;57342.33;29891;36409.5764024928;66598.59;19197;905;214330;25;3255;430;730;187490;10;2015;370;755;148185;10;1655;150;575;144595;5;4165;115;435;93595;10;1875;70
"382";0;323145;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";323145;0;2943.46661523222;986.81;610;173.049163959991;202.44;6;561.970896886796;61.01;27;679.029433219885;741.75;603;221.606111921846;8282.48;6269;0;2335;0;715;0;0;10;0;20;0;0;5;0;130;0;0;2875;0;140;0;5;31295;0;45;0
"383";942510883;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";942510883;0;276009.709090405;280693.71;120232;244552.270457034;270469.32;116601;204996.627674222;254957.63;95964;259543.867247717;293636.72;102119;135842.047383607;182700.09;64031;10410;575285;0;14195;1270;6000;559635;0;16720;650;5775;466425;0;6975;645;4740;476655;0;28440;760;1980;314590;0;3230;355
"384";5420074;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";5420074;0;11110.1222189978;10586.69;4193;9048.93671055667;10596.5;7325;3374.53321873105;7100.6;3488;3083.83080498134;2716.18;1467;861.838480714723;8307.02;5924;1025;19160;0;655;125;295;34615;0;1660;55;40;17260;0;140;0;15;7300;0;10;10;70;29535;0;15;0
"385";0;7579620;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";7579620;0;9137.74781042087;7247.42;3890;14648.4413867193;14387.48;5122;6308.19328096078;7585.87;8560;13994.8774142682;11703.27;5053;6859.34935941559;5131.5;2145;160;19205;0;20;65;250;24965;0;290;105;90;40245;0;2440;25;185;17170;0;7810;100;35;10215;0;435;40
"386";2193920;1062680;857000;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";4113600;0;750.849775915066;743.4;35;2030.73714201189;1183.16;328;809.389886831025;1363.83;1081;19746.5767414281;15545.69;8615;22103.0551603383;13481.74;7081;10;165;0;0;0;10;1580;0;20;30;10;4125;0;1270;0;1525;41275;0;130;145;1095;34120;0;55;135
"387";363540924;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";363540924;0;122333.564154601;157153.1;81359;115573.922868529;191722.4;89493;101475.960354742;118125.58;66657;137229.353651289;198161.69;77231;94893.9901204059;135190.66;55088;2750;394795;0;8320;930;2500;435575;10;8705;675;2305;319105;5;11285;585;2335;371045;15;12115;645;1090;270520;5;3505;320
