"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Max_regroup1";"Max_regroup4";"Max_regroup2";"Max_regroup3";"Base";"Option";"Mnt_dep_2018";"Remb_rc_2018";"Remb_ro_2018";"Qte_acte_2018";"Mnt_dep_2019";"Remb_rc_2019";"Remb_ro_2019";"Qte_acte_2019";"Mnt_dep_2020";"Remb_rc_2020";"Remb_ro_2020";"Qte_acte_2020";"Mnt_dep_2021";"Remb_rc_2021";"Remb_ro_2021";"Qte_acte_2021";"Mnt_dep_2022";"Remb_rc_2022";"Remb_ro_2022";"Qte_acte_2022";"Dentaire_2018";"Maladie_2018";"Vie_2018";"Hospitalisation_2018";"Optique_2018";"Dentaire_2019";"Maladie_2019";"Vie_2019";"Hospitalisation_2019";"Optique_2019";"Dentaire_2020";"Maladie_2020";"Vie_2020";"Hospitalisation_2020";"Optique_2020";"Dentaire_2021";"Maladie_2021";"Vie_2021";"Hospitalisation_2021";"Optique_2021";"Dentaire_2022";"Maladie_2022";"Vie_2022";"Hospitalisation_2022";"Optique_2022"
"1";1777104;0;444276;"1_ERCAC";"1";"2_Affaires_directes";"3_Sante";2221380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91632.58;46113.215585524;49557.99;21156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517;19884;3;662;90
"10";74229750;0;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";74229750;0;42200.75;16978.3594825314;19063.19;11417;25975.79;10915.7053967823;12011.51;6312;8231.35;3445.03109946285;4686.47;5880;7700.35;3511.65637048712;3763.19;3341;4033.15;2070.99529606429;2238.58;1328;482;26799;0;924;73;482;26799;0;924;73;482;26799;0;924;73;482;26799;0;924;73;482;26799;0;924;73
"100";12587670;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";12587670;0;10826.26;3435.19857120041;5696.88;5785;5016.32;2186.92428875962;2617.66;3017;6695.65;2897.40579422151;3503.59;1334;8623.43;3692.85654607705;4045.3;1566;7034.62;4349.0322579169;3535.58;460;1020;8825;0;2285;32;1020;8825;0;2285;32;1020;8825;0;2285;32;1020;8825;0;2285;32;1020;8825;0;2285;32
"1000";0;13206480;0;"1_ER11";"5";"2_Affaires_directes";"3_Sante";13206480;0;0;0;0;0;20727.1;9194.93625521619;6393.77;3605;13380.28;5730.24193203301;5314.72;3756;13923.83;6769.60355583468;6027.35;4600;13034.51;8094.08936924147;5379.04;1515;0;0;0;0;0;74;13224;0;139;39;74;13224;0;139;39;74;13224;0;139;39;74;13224;0;139;39
"1001";0;14937110;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";14937110;0;7841.65;3564.41295415576;3315.93;2651;7411.72;3263.39194074229;3506.48;3258;8150.88;3738.71833975132;3850.69;2709;5007.99;2508.18230346976;2268.76;1648;2279.61;899.659257149385;1548.86;637;40;10680;0;165;18;40;10680;0;165;18;40;10680;0;165;18;40;10680;0;165;18;40;10680;0;165;18
"1002";1213890;0;282300;"1_ER11";"5";"2_Affaires_directes";"3_Sante";1496190;0;488.56;150.246843497957;313.28;73;3059.64;1780.97435061553;1021.08;739;2377.13;905.715235598809;1470.52;792;3224.63;1244.4830897788;1992.69;673;1976.28;1385.01357661022;808.3;546;7;2592;0;215;9;7;2592;0;215;9;7;2592;0;215;9;7;2592;0;215;9;7;2592;0;215;9
"1003";153691980;0;7821012;"1_ERCAC";"125";"2_Affaires_directes";"3_Sante";161512992;0;0;0;0;0;60235.93;26613.0568779241;21742.22;13522;56552.72;26513.0856589176;22934.91;12713;55647.51;27865.5220317246;23937.93;13524;28039.62;15884.689168206;13074.83;5712;0;0;0;0;0;1709;41738;6;1824;194;1709;41738;6;1824;194;1709;41738;6;1824;194;1709;41738;6;1824;194
"1004";12739445495;2362099810;531609470;"1_ERCAC";"126";"2_Affaires_directes";"3_Sante";15633154775;0;462616.19;198468.597332757;223480.76;120670;465442.84;213460.540372436;198125.11;130827;430875.36;189356.782297971;192752.64;102610;544221.41;249020.220579034;251110.53;132964;282449.44;151725.025260171;142503.63;60980;13929;517648;26;14789;1659;13929;517648;26;14789;1659;13929;517648;26;14789;1659;13929;517648;26;14789;1659;13929;517648;26;14789;1659
"1005";0;3099600;0;"1_ER11";"127";"2_Affaires_directes";"3_Sante";3099600;0;7505.71;2560.11882164358;2731.07;1319;17133.24;6777.83976142233;3942.22;1128;3417.05;1954.79526332521;1411.06;854;4003.26;1621.18129488143;2141.56;911;5613.54;1239.61534428816;4606.66;1528;66;5639;0;26;9;66;5639;0;26;9;66;5639;0;26;9;66;5639;0;26;9;66;5639;0;26;9
"1006";0;13894980;0;"1_ER11";"128";"2_Affaires_directes";"3_Sante";13894980;0;12276.64;5535.73292846918;5748.94;4100;11302.6;5078.22170693771;5755.45;2826;16567.71;6592.4099826185;7291.89;3434;5500.11;2120.56487998275;3010.8;1378;2240.73;973.82343593923;1449.74;780;450;11414;0;616;38;450;11414;0;616;38;450;11414;0;616;38;450;11414;0;616;38;450;11414;0;616;38
"1007";0;22295625;0;"1_ERCAC";"5";"2_Affaires_directes";"3_Sante";22295625;0;18879.82;9011.67822661643;7873.05;2990;13853.04;5438.94561113957;4831.63;2262;17129.98;6525.09726945467;4724.06;2979;10108.03;5517.74382723235;4560.41;2586;10463.03;3945.48752810722;4999.3;2108;112;12494;0;288;31;112;12494;0;288;31;112;12494;0;288;31;112;12494;0;288;31;112;12494;0;288;31
"1008";0;1698470;0;"1_ERCAC";"5";"2_Affaires_directes";"3_Sante";1698470;0;2712.02;872.622273181494;893.24;914;1257.46;448.720404275399;691.36;491;1320.25;575.187727027355;746.22;433;5043.51;3926.7667317555;1158.76;712;6425.09;1962.42061267325;4831.11;952;6;3303;0;190;3;6;3303;0;190;3;6;3303;0;190;3;6;3303;0;190;3;6;3303;0;190;3
"101";0;2002360;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";2002360;0;3380.31;863.359641687185;2408.01;1007;4851.82;1476.78616592362;3151.8;887;5126.01;1892.45126975313;1793.34;479;3044.53;1341.24816862726;1296.86;702;1654.3;585.766511062752;1202.51;469;69;3460;0;4;11;69;3460;0;4;11;69;3460;0;4;11;69;3460;0;4;11;69;3460;0;4;11
"102";29692;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";29692;0;733.62;345.167844896826;372;79;1425.06;549.267381023412;661.61;492;0;0;0;0;0;0;0;0;0;0;0;0;2;418;0;148;3;2;418;0;148;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"103";54;0;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";54;0;260.67;79.91;179.76;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"104";4788;0;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";4788;0;659.03;262.260761825023;113.41;396;216.35;34.9214515132708;81.45;3;0;0;0;0;0;0;0;0;0;0;0;0;0;394;0;2;3;0;394;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"105";0;638645;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";638645;0;1240.67;392.6685867163;781.38;237;977.46;282.136279567035;634.94;232;641.55;230.004539500096;411.97;186;3139.12;1792.21817491229;1375.81;412;1924.56;243.520494100785;1726.76;732;2;1793;0;4;0;2;1793;0;4;0;2;1793;0;4;0;2;1793;0;4;0;2;1793;0;4;0
"106";0;21238000;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";21238000;0;3783.17;2202.98333211132;1296.01;618;6249.59;1997.54609769959;2696.16;1621;8790.56;5505.68023227922;2780.21;2386;13423.94;6886.01698778846;5980.33;3772;11363.4;7366.59343815403;4805.17;1963;94;9839;0;391;36;94;9839;0;391;36;94;9839;0;391;36;94;9839;0;391;36;94;9839;0;391;36
"107";178050;3768725;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";3946775;0;4821.69;2320.15575838882;1717.58;658;967.29;273.548837918902;688.7;343;1245.44;485.2425911039;713.05;742;6663.16;2896.42231061815;3325.67;2321;6004.46;1072.91830232028;5123.81;1871;11;5733;0;179;12;11;5733;0;179;12;11;5733;0;179;12;11;5733;0;179;12;11;5733;0;179;12
"108";1469085;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";1469085;0;1378.55;457.374918198734;771.98;478;1655.88;544.642826633785;887.57;508;3593.48;2175.46787753399;876.55;660;4962.17;1792.32124858087;3026.68;867;1110.78;535.572726712454;621.31;134;19;2508;0;118;2;19;2508;0;118;2;19;2508;0;118;2;19;2508;0;118;2;19;2508;0;118;2
"109";746461854315;146335321575;60216777945;"1_ERCAC";"19";"2_Affaires_directes";"3_Sante";846676034010;106337919825;3637244.84;1497481.79470532;1603871.51;924092;4782824.69;1939255.19365448;2149046.58;1419953;4095777.81;1794478.34217755;1917500.58;1166953;5153979.98;2299011.79066819;2387357.86;1305405;3089220.75;1504377.63370675;1581813.39;700480;140912;5222557;0;136677;16737;140912;5222557;0;136677;16737;140912;5222557;0;136677;16737;140912;5222557;0;136677;16737;140912;5222557;0;136677;16737
"11";0;2103130;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";2103130;0;3382.74;1050.91547255414;1505.1;728;4593.08;1275.10409233438;2071.66;893;2482.94;789.674779951999;1238.84;713;3657.17;1030.56760202592;2228.41;282;5221.6;1754.9972919144;2453.72;523;61;3061;0;10;7;61;3061;0;10;7;61;3061;0;10;7;61;3061;0;10;7;61;3061;0;10;7
"110";20854260;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";20854260;0;14342.81;5784.36152143522;6100.84;3468;15599.68;6289.37366210604;6382.56;3816;19755.89;9376.01593925333;6813.99;2450;13491.47;6572.34343137235;5929.36;4262;17566.27;12533.6846582304;6271.36;2555;827;14468;0;1193;63;827;14468;0;1193;63;827;14468;0;1193;63;827;14468;0;1193;63;827;14468;0;1193;63
"111";1637950;732260;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";2370210;0;1313.21;505.91582624737;719.64;525;2803.05;745.341266960967;826.22;646;1950.02;661.142795184143;1205.1;633;3275.31;1227.14678454049;1581.96;1084;6432.02;1842.39628016624;3348.85;966;13;3573;0;259;9;13;3573;0;259;9;13;3573;0;259;9;13;3573;0;259;9;13;3573;0;259;9
"112";0;0;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";0;0;0;14.152069064121;0;0;0;201.223607430337;0;0;0;68.0953660451991;0;0;0;246.608281373055;0;0;0;55.2784134738384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"113";411540;50540;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";462080;0;1684.73;741.465732431379;940.73;613;2512.26;996.87179889032;926.82;432;520.34;204.786686870696;295.84;169;121.73;42.6720883572038;64.5;118;447.24;240.504188688515;240.31;112;8;1424;0;3;9;8;1424;0;3;9;8;1424;0;3;9;8;1424;0;3;9;8;1424;0;3;9
"114";6664070;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";6664070;0;10010.05;2854.1431261689;4793.73;1340;3655.65;1315.35198027986;2205.89;1979;13534.73;4297.98365304035;5545.98;2034;4393.81;1618.79817169045;2799.13;1498;4038.09;1812.54101231011;2565.85;1178;22;7903;1;87;16;22;7903;1;87;16;22;7903;1;87;16;22;7903;1;87;16;22;7903;1;87;16
"115";847980;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";847980;0;2669.19;730.603724017575;1670.1;505;3113.92;821.30825561523;1771.19;706;976.36;621.832153470974;355.53;256;854.5;477.014924135006;311.52;397;331.53;210.562740677741;160.5;155;275;1733;0;2;9;275;1733;0;2;9;275;1733;0;2;9;275;1733;0;2;9;275;1733;0;2;9
"116";784960;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";784960;0;5592.21;1939.53334885656;1914.18;587;2683.68;860.923627549131;1054.21;644;2308.02;625.076785617934;969.85;66;3703.04;1730.21437509461;1382.92;375;3360.41;2750.80897873654;881.21;112;25;1731;0;15;13;25;1731;0;15;13;25;1731;0;15;13;25;1731;0;15;13;25;1731;0;15;13
"117";93428820;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";93428820;0;34928.51;13062.5206080414;16612.49;12224;27867.81;11341.014137135;11602.26;8591;35237.56;13925.649362323;15630.63;8352;22089.42;8615.65343177336;10554.13;5913;9583.56;5691.71906715004;4054.11;1703;1696;32274;0;2714;99;1696;32274;0;2714;99;1696;32274;0;2714;99;1696;32274;0;2714;99;1696;32274;0;2714;99
"118";135382590;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";135382590;0;37232.12;13702.3632884881;18165.16;13049;47089.31;16896.6902248189;23520.45;19506;22413.38;10863.9731212821;9892.56;5420;16010.48;6964.45201863853;7752.6;5603;11847.98;4483.16551288293;6965.13;4176;495;42660;0;4461;138;495;42660;0;4461;138;495;42660;0;4461;138;495;42660;0;4461;138;495;42660;0;4461;138
"119";0;4173525;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";4173525;0;3734.63;931.655310543774;2715.43;1080;4803.17;1677.2490409604;2676.76;1646;2706.78;1307.47496407452;1346.17;1031;13970.38;8964.5517513106;3486.04;1117;20882.63;21270.2101459333;3523.86;1309;16;5889;0;264;14;16;5889;0;264;14;16;5889;0;264;14;16;5889;0;264;14;16;5889;0;264;14
"12";0;0;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";0;0;0;271.717521975521;0;0;0;1365.12736604475;0;0;0;480.32847879049;0;0;0;595.895417006978;0;0;0;1269.77839841086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"120";7023705;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";7023705;0;8981.39;3345.58395737967;4482.49;2583;6176.01;2245.66517564258;2462.44;1059;9954.88;3601.59065225263;5679.37;958;8272.83;3074.64728610102;4190.95;1850;1690.95;798.631493014348;832.5;609;453;6547;0;27;32;453;6547;0;27;32;453;6547;0;27;32;453;6547;0;27;32;453;6547;0;27;32
"121";0;5009760;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";5009760;0;25432.89;7126.63418623614;16551.63;2935;4994.48;1258.34124883241;3545.58;2119;4691.59;2422.20567767532;1666.76;734;2501.85;966.425779210914;1503.48;951;1191.31;495.646692214534;781.72;317;7;6888;0;151;10;7;6888;0;151;10;7;6888;0;151;10;7;6888;0;151;10;7;6888;0;151;10
"122";0;7842240;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";7842240;0;22987.86;8939.95822658945;13626.94;3376;8736.56;2711.89608855359;5879.99;3829;7437.17;4803.17898189517;2581.47;2035;3328.38;1394.62179303942;1928.34;967;2151.83;972.998568744854;1358.76;685;15;9243;0;1626;8;15;9243;0;1626;8;15;9243;0;1626;8;15;9243;0;1626;8;15;9243;0;1626;8
"123";0;213450;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";213450;0;6429.16;3557.36534510672;2083.61;637;1949.14;951.33320451684;879.57;492;759.43;387.118105999928;360.88;294;0;0;0;0;0;0;0;0;23;1400;0;0;0;23;1400;0;0;0;23;1400;0;0;0;0;0;0;0;0;0;0;0;0;0
"125";0;8526870;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";8526870;0;7316.21;3303.80588687071;3672.75;2075;19890.27;8293.39970609873;6127.11;2172;13689.57;4823.72066343943;5834.89;2254;6557.99;3220.68507380534;2845.8;1431;8110.08;1135.12806251701;6955.62;2595;10;8155;0;2350;12;10;8155;0;2350;12;10;8155;0;2350;12;10;8155;0;2350;12;10;8155;0;2350;12
"126";0;183447810;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";183447810;0;102980.16;37052.5304858913;51150.02;18373;75045.75;26665.6308403881;29398.31;16960;56007.59;23621.3961868127;29250.48;10909;61928.24;29310.5713862263;26166.77;12406;35913.46;13087.1212998539;22312.93;8549;318;63632;0;3100;147;318;63632;0;3100;147;318;63632;0;3100;147;318;63632;0;3100;147;318;63632;0;3100;147
"127";0;201665275;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";201665275;0;84985.53;33296.4009397801;38552.72;18628;100384.56;40997.9357951576;45197.05;21710;71579.3;28304.0154578269;34270.11;12991;69288.02;30311.9355109064;34593.95;16116;38549.75;13600.3118092623;25401.17;10740;333;77021;0;2687;144;333;77021;0;2687;144;333;77021;0;2687;144;333;77021;0;2687;144;333;77021;0;2687;144
"128";15586450;53727410;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";69313860;0;33745.59;16248.1672603222;14081.62;7375;46373.03;14891.7840377748;21685.94;6986;42746.87;18378.8862706203;22605.81;10697;32043.74;13480.5613709912;12962.87;5246;39423.04;7426.47633417558;27250.74;6370;64;34239;0;2347;24;64;34239;0;2347;24;64;34239;0;2347;24;64;34239;0;2347;24;64;34239;0;2347;24
"129";0;18998820;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";18998820;0;17486.66;5071.65540074767;8882.02;3479;25074.65;7454.42784114318;13979.62;6556;10068;4160.69017855181;4734.58;2188;8514.04;3280.09490103853;4381.97;2653;4051.27;1235.77417168151;2903.11;1432;62;14831;0;1399;16;62;14831;0;1399;16;62;14831;0;1399;16;62;14831;0;1399;16;62;14831;0;1399;16
"13";0;0;0;"1_ERCAC";"4";"2_Affaires_directes";"3_Sante";0;0;0;1321.41819792941;0;0;0;822.186863792516;0;0;0;223.978750370107;0;0;0;11.8199852367988;0;0;0;9.95996358582077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"130";165789;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";165789;0;995.9;366.752391454705;621.53;275;622.47;186.050238259793;408.18;340;1604.68;522.210373312141;1127.99;802;0;0;0;0;0;0;0;0;6;1399;0;12;0;6;1399;0;12;0;6;1399;0;12;0;0;0;0;0;0;0;0;0;0;0
"131";10076;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";10076;0;1866.25;702.235831863435;693.81;458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"132";1727800;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";1727800;0;2769.49;990.275543272197;1354.91;686;4117.66;1275.66579559096;1708.22;871;2266.07;906.208208432949;1284.93;947;3189.78;1630.71326895092;1575.57;490;746.31;334.551360298014;449.57;266;24;3207;0;20;9;24;3207;0;20;9;24;3207;0;20;9;24;3207;0;20;9;24;3207;0;20;9
"133";0;41476050;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";41476050;0;27433.16;9427.24484778953;14257.22;5439;38130.59;13266.3877276415;23747.61;6914;32604.19;14337.6743014606;14948.92;6388;23955.66;11765.7792117098;10628.77;3599;34264.28;10817.0252236785;24530.92;8383;77;27838;0;2791;17;77;27838;0;2791;17;77;27838;0;2791;17;77;27838;0;2791;17;77;27838;0;2791;17
"134";5120645;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";5120645;0;9173.14;3372.28531386904;4663.8;1831;6849.62;1875.78513409028;3321.06;1400;4736.21;1888.77909088982;2836.24;1711;7593.85;3172.36075044736;3462.6;1024;5604.5;1667.64754946521;2422.55;317;62;6047;0;157;17;62;6047;0;157;17;62;6047;0;157;17;62;6047;0;157;17;62;6047;0;157;17
"135";385829595;22496115;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";408325710;0;73866.23;24656.1275832925;31987.15;20303;84770.75;26920.8432461194;38520.85;21939;45749.36;19642.8979943236;23004.04;14188;65337.02;25936.3877741839;34223.96;18970;51751.77;20255.8943487657;31878.88;9491;1050;80302;1;3318;220;1050;80302;1;3318;220;1050;80302;1;3318;220;1050;80302;1;3318;220;1050;80302;1;3318;220
"136";1568;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";1568;0;296.79;107.563831058655;186.23;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"137";1664970;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";1664970;0;6185.91;1800.82604598358;2870.85;1435;4648.19;1297.63216537383;2066.43;564;2791.05;1002.79848438987;1070.52;494;5299.62;3136.30588721624;2109.72;348;2221.14;1200.69884874455;716.44;80;841;1990;0;75;15;841;1990;0;75;15;841;1990;0;75;15;841;1990;0;75;15;841;1990;0;75;15
"138";0;466830;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";466830;0;436.97;173.492138022098;188.49;180;715.89;253.256453076619;410.26;450;1836.75;1212.48419889419;490.68;266;624.7;231.23556901523;366.36;237;440.66;172.618849736456;270.45;505;11;1621;0;0;6;11;1621;0;0;6;11;1621;0;0;6;11;1621;0;0;6;11;1621;0;0;6
"139";0;67918900;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";67918900;0;32189.56;14273.9166961969;16572.84;10367;34121.73;13722.0990952541;17850.35;9099;27986.19;13838.2997137359;13152.8;7124;23885.23;10263.9749689518;11734.26;7741;17614.54;5912.72191798943;12149.74;6584;141;37652;0;3071;51;141;37652;0;3071;51;141;37652;0;3071;51;141;37652;0;3071;51;141;37652;0;3071;51
"140";3842250;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";3842250;0;2949.84;1489.00784652698;1269.87;886;3409.56;1390.96497523054;1472.67;903;2693.59;1155.96345728514;1369.55;2000;1913.58;977.42998953523;813.48;799;905.5;326.635097522139;615.19;535;41;5049;0;10;23;41;5049;0;10;23;41;5049;0;10;23;41;5049;0;10;23;41;5049;0;10;23
"141";23272750;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";23272750;0;8746.03;2849.862277969;4616.86;3329;14726.77;5778.5315817773;6966.45;5648;31117.23;8298.68317869184;22389.23;4630;13069.32;5119.1031643664;6946.28;2630;9507.63;6559.99643656116;4153.8;2088;51;17646;1;587;40;51;17646;1;587;40;51;17646;1;587;40;51;17646;1;587;40;51;17646;1;587;40
"142";3665400;0;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";3665400;0;7509.02;3249.58492368487;3497.06;1472;6544.66;2461.17601335538;2695.49;1293;4182.03;2020.21998554026;1891.8;447;1976.2;641.041822631821;1151.64;991;1519.33;671.552699277831;646.85;267;353;3839;0;263;15;353;3839;0;263;15;353;3839;0;263;15;353;3839;0;263;15;353;3839;0;263;15
"143";605900;0;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";605900;0;1397.92;520.656360960035;574.53;197;1166.71;788.175703799885;336.99;667;922.69;321.789489846934;597.22;465;2350.74;1506.04362038976;854.42;73;324.95;143.391465864097;189.98;258;25;1609;0;26;0;25;1609;0;26;0;25;1609;0;26;0;25;1609;0;26;0;25;1609;0;26;0
"144";19212545;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";19212545;0;18991.38;8490.40474729603;6073.15;3547;14928.12;5668.28355474903;7520.91;3220;9391.76;4191.50500740977;4172.41;2956;13159.84;6078.29791703812;5912.44;2406;7981.33;3175.51709223476;3549.23;2050;686;11365;0;2080;48;686;11365;0;2080;48;686;11365;0;2080;48;686;11365;0;2080;48;686;11365;0;2080;48
"145";395520;0;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";395520;0;96.56;33.4148853309033;63.15;148;1762;483.385324491016;1274.61;719;642.15;323.150005702307;319.79;432;964.28;427.872154725348;566.42;325;432.88;392.365932608291;103.68;24;2;1348;0;298;0;2;1348;0;298;0;2;1348;0;298;0;2;1348;0;298;0;2;1348;0;298;0
"146";6847440;24720;0;"1_ER66";"3";"2_Affaires_directes";"3_Sante";6872160;0;8172.82;3667.86996674239;2938.66;1171;8105.74;2881.417732042;3986.75;1803;5822.05;2427.32297702408;2302.97;892;5533.14;1967.89205735775;2646.1;813;8821.27;4568.38537436754;2418.89;265;159;4169;0;574;42;159;4169;0;574;42;159;4169;0;574;42;159;4169;0;574;42;159;4169;0;574;42
"147";758972050;86684625;17722190;"1_ER66";"21";"2_Affaires_directes";"3_Sante";819843920;43534945;56950.7;24729.2540166657;26917.13;17003;63887.96;26670.2682933614;27842.97;16804;49468.01;24188.4737913692;19369.13;12237;92952.43;40958.9910760703;46987.31;21312;31148.17;18294.0400628229;14930.94;9697;1705;71356;2;3735;255;1705;71356;2;3735;255;1705;71356;2;3735;255;1705;71356;2;3735;255;1705;71356;2;3735;255
"148";2074215;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";2074215;0;3555.14;1505.45132980631;1475.47;981;2328.09;1052.56865620113;1190.24;789;2113.36;861.825828506399;1030.63;466;2199.03;730.497928296647;1207.08;453;655.12;202.609543549879;478.55;212;17;2874;0;4;6;17;2874;0;4;6;17;2874;0;4;6;17;2874;0;4;6;17;2874;0;4;6
"149";0;886764270;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";886764270;0;258629.47;84601.7075833377;153239.88;62312;242740;77937.0210696135;142215.94;60076;188422.64;72521.7076895935;94786.7;40724;220847.78;78900.1762086064;131687.31;40552;195764.96;62677.8415509088;133719.29;43002;516;238834;0;7113;203;516;238834;0;7113;203;516;238834;0;7113;203;516;238834;0;7113;203;516;238834;0;7113;203
"15";110738414250;54736752375;1161951750;"1_ERCAC";"5";"2_Affaires_directes";"3_Sante";166637118375;0;1573066.47;521679.207829618;802997.51;379529;1163250.17;446356.839140226;525468.42;310628;1147605.9;467533.693772315;569170.85;294412;1189607.75;480463.748921546;583067.53;299570;791534.54;297962.664599835;485517.68;186686;13107;1392023;0;63002;2693;13107;1392023;0;63002;2693;13107;1392023;0;63002;2693;13107;1392023;0;63002;2693;13107;1392023;0;63002;2693
"150";48325425;10386360;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";58711785;0;33931.04;11409.2217620166;16207.81;8214;30393.49;8785.10972179946;12258.32;7904;16259.01;6620.81318947244;8129.91;3690;53814.81;19492.1927806767;32885.56;5076;14698.61;3202.14676001737;9566.96;3967;168;27808;0;774;101;168;27808;0;774;101;168;27808;0;774;101;168;27808;0;774;101;168;27808;0;774;101
"151";2068750;0;0;"1_ER66";"17";"2_Affaires_directes";"3_Sante";2068750;0;4326.44;2986.55536757098;926.41;385;1314.53;452.138068164483;755.31;962;3334.98;1021.8468787005;1859.57;1002;1621.85;524.454231666249;1094.6;623;3642;639.432124499826;2022.94;338;60;3100;0;145;5;60;3100;0;145;5;60;3100;0;145;5;60;3100;0;145;5;60;3100;0;145;5
"152";246608600;0;5867400;"1_ERMNSPF";"22";"2_Affaires_directes";"3_Sante";252476000;0;24713.1;9272.75301722839;12687.22;7645;21945.87;10718.4648293488;7777.98;4667;29803.01;15597.1162453218;11198.25;5725;54207.38;20793.1560717875;30432.22;11162;38354.23;15029.7544602633;23295.81;6361;832;34472;1;147;108;832;34472;1;147;108;832;34472;1;147;108;832;34472;1;147;108;832;34472;1;147;108
"153";0;298002840;0;"1_ER31";"24";"2_Affaires_directes";"3_Sante";298002840;0;107646.3;37292.3724990056;45386.49;21342;78377.28;28799.4368448271;39385.8;24744;52782.57;22574.2932653207;22476.37;15365;62596.48;25349.6134670058;27219.89;16631;29955.86;11356.316008491;19051.07;7551;720;83821;0;903;189;720;83821;0;903;189;720;83821;0;903;189;720;83821;0;903;189;720;83821;0;903;189
