"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Max_regroup1";"Max_regroup4";"Max_regroup2";"Max_regroup3";"Base";"Option";"Mnt_dep_2018";"Remb_rc_2018";"Remb_ro_2018";"Qte_acte_2018";"Mnt_dep_2019";"Remb_rc_2019";"Remb_ro_2019";"Qte_acte_2019";"Mnt_dep_2020";"Remb_rc_2020";"Remb_ro_2020";"Qte_acte_2020";"Mnt_dep_2021";"Remb_rc_2021";"Remb_ro_2021";"Qte_acte_2021";"Mnt_dep_2022";"Remb_rc_2022";"Remb_ro_2022";"Qte_acte_2022";"Dentaire_2018";"Maladie_2018";"Vie_2018";"Hospitalisation_2018";"Optique_2018";"Dentaire_2019";"Maladie_2019";"Vie_2019";"Hospitalisation_2019";"Optique_2019";"Dentaire_2020";"Maladie_2020";"Vie_2020";"Hospitalisation_2020";"Optique_2020";"Dentaire_2021";"Maladie_2021";"Vie_2021";"Hospitalisation_2021";"Optique_2021";"Dentaire_2022";"Maladie_2022";"Vie_2022";"Hospitalisation_2022";"Optique_2022"
"224";121175880;92165080;0;"1_ER31";"24";"2_Affaires_directes";"3_Sante";213340960;0;57932.69;19961.7409090402;33018;6266;71024.97;26114.0604660004;42272.42;10914;59336.53;24116.5224650394;31208.75;14835;36136.46;13275.1907262492;22064.22;8641;19636.28;8678.18152301414;12170.9;3976;318;43521;0;716;77;318;43521;0;716;77;318;43521;0;716;77;318;43521;0;716;77;318;43521;0;716;77
"225";588160;45950;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";634110;0;0;0;0;0;0;0;0;0;0;0;0;0;8140.44;2872.5467492924;5159.01;2471;8407.79;3575.2206494378;5164.98;2124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4550;0;24;4;17;4550;0;24;4
"226";0;9098340;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";9098340;0;7438.77;3058.61600298305;3174.85;1692;5419.03;2304.10384093825;2863.95;2039;2683.61;1270.21121820782;1300.01;1640;5480.14;3700.19430355827;1788.62;2037;3816.83;3028.88771484647;1257.79;573;31;7785;0;154;11;31;7785;0;154;11;31;7785;0;154;11;31;7785;0;154;11;31;7785;0;154;11
"227";0;128240;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";128240;0;0;0;0;0;896.66;221.476048078721;675.32;81;1716.15;672.045602772242;1038.37;112;2022.84;967.838218342925;850.44;119;1242.04;409.257242917001;908.82;146;0;0;0;0;0;1;454;0;0;3;1;454;0;0;3;1;454;0;0;3;1;454;0;0;3
"228";0;34075;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";34075;0;155.96;51.1474778755581;103.42;171;1948.51;1123.47000429111;339.84;20;156.59;85.1192766916422;71.64;37;96;97.8237110831079;0;2;210.41;116.281651505658;115.96;5;6;225;0;1;3;6;225;0;1;3;6;225;0;1;3;6;225;0;1;3;6;225;0;1;3
"229";1327409910;1796316765;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";3123726675;0;328562.31;109437.23173591;166970.28;65256;394535.16;122476.331779763;203993.34;66722;199000.77;84483.2866980651;84443.67;51314;309002.82;117185.160879762;157764.37;55092;183315.87;70212.1538814357;115464.76;39899;944;266885;19;10166;269;944;266885;19;10166;269;944;266885;19;10166;269;944;266885;19;10166;269;944;266885;19;10166;269
"23";2707721610;1335733000;295769450;"1_ER11";"2";"2_Affaires_directes";"3_Sante";4192293430;146930630;169728.07;75456.3250572003;68464.45;40782;284121.99;121159.933655138;130848.66;65854;391015.96;189111.003861439;182881.28;110312;495703.16;238679.600171774;228555;109620;242924.27;134106.477560838;120550.28;55070;9579;349666;6;21046;1341;9579;349666;6;21046;1341;9579;349666;6;21046;1341;9579;349666;6;21046;1341;9579;349666;6;21046;1341
"230";759629400;1004595160;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1764224560;0;1794635.8;89667.6936889481;180932.55;66758;235069.04;70941.3839596981;126652.95;53989;138778.71;55061.0904152584;66113.97;40268;248165.01;81052.7743486855;132863;44196;107253.65;20138.3569292925;71773.27;30333;629;230412;18;4313;172;629;230412;18;4313;172;629;230412;18;4313;172;629;230412;18;4313;172;629;230412;18;4313;172
"231";0;116028;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";116028;0;2633.23;1027.55109006455;505.21;671;1319;756.188163933282;507.49;492;67.04;9.97428297550077;22.79;9;0;0;0;0;0;0;0;0;1;1165;0;0;6;1;1165;0;0;6;1;1165;0;0;6;0;0;0;0;0;0;0;0;0;0
"232";0;94029480;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";94029480;0;52221.56;20839.3249951616;26691.89;8376;54310.69;17879.8366598292;34416.3;9843;27216.99;13760.0805427012;11825.48;6680;40637.75;20500.1459405504;18044.21;9589;13318.42;6636.89375739804;7779.32;5355;141;38481;0;1126;95;141;38481;0;1126;95;141;38481;0;1126;95;141;38481;0;1126;95;141;38481;0;1126;95
"233";0;10860110;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";10860110;0;10734.15;4692.85658283014;4048.47;2190;6989.06;3834.08917462706;3099.4;3438;4311.62;2044.75317179102;2040.16;1820;6670.34;2839.63178460627;3704.71;2309;3003.92;1851.26052464312;1180.52;1497;35;10865;0;333;21;35;10865;0;333;21;35;10865;0;333;21;35;10865;0;333;21;35;10865;0;333;21
"234";0;719278560;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";719278560;0;204351.86;69629.2408411238;110152.09;50799;195059.31;85008.9894813746;81778.26;40132;149233.52;73144.1098766173;68563.14;36580;176849.23;80749.1682374187;85683.5;35006;89930.21;40025.8803627908;55155.04;35087;845;192102;0;4320;337;845;192102;0;4320;337;845;192102;0;4320;337;845;192102;0;4320;337;845;192102;0;4320;337
"235";0;1694180;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1694180;0;3330.49;1177.01014177194;1439.53;916;9366.2;3744.46780028476;4301.39;926;1742.97;877.069607553454;744.3;442;1432.08;722.574147497203;634.38;380;1469.24;638.902732121346;761.45;257;70;2842;0;3;6;70;2842;0;3;6;70;2842;0;3;6;70;2842;0;3;6;70;2842;0;3;6
"236";0;24762225;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";24762225;0;17275.53;8384.61190122683;6484.26;4007;17980.45;7890.4739649705;9827.61;5154;21177.58;10248.0739535669;8414.52;2974;14830.57;6943.77563302195;7652.41;4321;4141.14;2284.0203268745;2069;921;52;16283;0;1021;21;52;16283;0;1021;21;52;16283;0;1021;21;52;16283;0;1021;21;52;16283;0;1021;21
"237";0;798714005;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";798714005;0;209447.92;79585.0322221084;91502.57;42376;170026.04;58954.8707644153;87112.73;39449;150021.53;66912.0492157179;73094.76;31721;169888.53;58767.5660349564;102335.72;31215;75297.89;27951.745223433;48931.19;23922;299;162736;0;5460;188;299;162736;0;5460;188;299;162736;0;5460;188;299;162736;0;5460;188;299;162736;0;5460;188
"238";0;83664;0;"1_ERCAC";"5";"2_Affaires_directes";"3_Sante";83664;0;0;0;0;0;0;0;0;0;231.48;92.8591402106352;135.44;32;7880.35;4480.67548220325;1810.92;403;741.05;223.415895169208;559.58;229;0;0;0;0;0;0;0;0;0;0;18;630;0;11;5;18;630;0;11;5;18;630;0;11;5
"239";0;168630;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";168630;0;4545.69;1650.21405208919;766.5;77;895;498.671171626992;362.67;244;772.48;296.933206727551;400.83;62;681.08;280.090016852455;348.95;79;617.29;252.433984380308;306.55;49;12;496;0;0;3;12;496;0;0;3;12;496;0;0;3;12;496;0;0;3;12;496;0;0;3
"24";5000;5200;0;"1_ER11";"3";"2_Affaires_directes";"3_Sante";0;10200;3080.42;6844.85608191682;0;1;0;6962.63314420363;0;0;600;4075.36933559126;0;2;360;4303.28619538557;0;2;0;1975.35994731935;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5;0;0
"240";0;601680;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";601680;0;1027.56;328.1896217466;578.69;355;2003.18;683.567663298087;448.42;208;546.25;202.562719907326;344.05;351;5373.99;3102.50682021345;1323.68;611;581.64;221.3598829086;401.84;219;9;1713;0;16;6;9;1713;0;16;6;9;1713;0;16;6;9;1713;0;16;6;9;1713;0;16;6
"241";0;52297310;0;"1_ERCAC";"31";"2_Affaires_directes";"3_Sante";52297310;0;11420.02;4353.05276652378;4401.32;4390;16819.98;5925.17388477941;7071.7;6742;21619.29;10982.7364209684;8570.61;6103;21033.38;10372.0969003739;9087.26;5405;12975.45;7363.9587877123;6215.02;3314;89;25715;0;95;55;89;25715;0;95;55;89;25715;0;95;55;89;25715;0;95;55;89;25715;0;95;55
"242";0;90421295;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";90421295;0;40766.13;17302.9798466012;17090.58;8244;34926.9;15562.6033225751;15021.23;7966;34721.52;14221.5820799697;16556.97;7749;25310.27;10426.8790679486;12568.39;8412;13686.66;7361.07790825731;7370.95;3870;227;35611;0;330;73;227;35611;0;330;73;227;35611;0;330;73;227;35611;0;330;73;227;35611;0;330;73
"243";19768;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";19768;0;60;368.813921419452;0;1;1645.4;655.77861138782;24.62;11;130;100.206342421638;0;2;343.28;113.719148005796;231.28;339;0;0;0;0;0;347;0;0;6;0;347;0;0;6;0;347;0;0;6;0;347;0;0;6;0;0;0;0;0
"244";0;36604750;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";36604750;0;18063.6;8756.44180046246;8507.16;4985;24240.49;12186.4491430866;11379.25;5385;22960.93;8899.49343475753;7998.62;4205;15953.28;7530.28781940331;6757.47;4121;27609.24;15061.6563799789;15069.37;2221;61;19759;1;1002;94;61;19759;1;1002;94;61;19759;1;1002;94;61;19759;1;1002;94;61;19759;1;1002;94
"245";0;7753680;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";7753680;0;7021.3;2822.42284578237;3656.68;1936;9250.84;4070.93165984252;3276.04;1768;4027.1;1959.49751391289;1399.34;824;7848.07;5348.81705103744;2336.93;720;3101.54;1626.40418974642;1444.84;1160;51;6306;0;27;24;51;6306;0;27;24;51;6306;0;27;24;51;6306;0;27;24;51;6306;0;27;24
"246";0;59821480;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";59821480;0;13879.3;5238.11813349908;5840.79;2871;23634.65;9170.12233443005;10787.48;5545;15781.36;6741.62419695259;8008.46;4443;30403.95;14077.0576909792;13021.74;7231;20794.12;11353.8537183585;10280.78;4427;480;23921;0;66;50;480;23921;0;66;50;480;23921;0;66;50;480;23921;0;66;50;480;23921;0;66;50
"247";1773178780;176157990;31171990;"1_ERCAC";"32";"2_Affaires_directes";"3_Sante";1980508760;0;85761.81;30098.7326272546;37719.01;27445;92298.55;31941.7458079253;45127.22;32336;73988.79;29831.7938477519;35773.14;28623;98192.77;43473.8322257282;42228.18;31581;74783.61;31565.2421729799;39306.24;25001;1633;142173;0;832;348;1633;142173;0;832;348;1633;142173;0;832;348;1633;142173;0;832;348;1633;142173;0;832;348
"248";0;48990;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";48990;0;1171.2;764.27;145.34;33;366.69;134.778340622615;156.03;186;203.64;84.2776619335273;119.47;19;137.36;67.9820112448632;70.17;159;1101.76;972.838519886244;240.32;29;0;420;0;0;6;0;420;0;0;6;0;420;0;0;6;0;420;0;0;6;0;420;0;0;6
"249";0;173075;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";173075;0;1915.43;327.357893616376;1558.75;160;3065.92;921.64476950885;1667.71;212;468.24;194.829339444307;273.77;290;1484.18;779.536917841916;184.98;116;325.34;90.4891623680873;251.84;27;0;796;0;2;7;0;796;0;2;7;0;796;0;2;7;0;796;0;2;7;0;796;0;2;7
"25";8262070;10410;201260;"1_ERCAC";"6";"2_Affaires_directes";"3_Sante";0;8473740;4196.67;34164.8972911002;0;82;6270.44;39399.4453168561;111.34;122;8349.99;33781.0354020669;24;285;9996.11;39857.6740505202;17.5;125;4896.84;30459.4892317432;58.98;80;208;407;6;73;0;208;407;6;73;0;208;407;6;73;0;208;407;6;73;0;208;407;6;73;0
"250";0;39915755;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";39915755;0;23065.98;7608.39149119402;10104.25;3625;19327.23;7897.86446291438;7290.93;3654;15919.34;7812.099336305;6266.33;3025;15348.17;4992.21788197813;8932.09;4818;13925.23;3783.542706095;9439.64;8289;102;22972;0;300;37;102;22972;0;300;37;102;22972;0;300;37;102;22972;0;300;37;102;22972;0;300;37
"251";0;395685795;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";395685795;0;73591.3;29870.8340866042;35385.49;16006;111770.03;47129.1698525005;48732.6;24532;77305.38;38462.205499987;33308.07;21255;58806.62;30836.0481786526;24137.65;13823;39773.21;20144.1679340051;22070.14;8483;445;78067;0;5417;170;445;78067;0;5417;170;445;78067;0;5417;170;445;78067;0;5417;170;445;78067;0;5417;170
"252";0;15214080;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";15214080;0;7508.17;3232.10716077622;3149.54;1478;31369.9;12082.9942432627;16488.82;4973;9650.46;4176.76043137913;5230.52;3108;12190.35;7256.6979446883;4265.13;1732;2935.57;1741.18384427127;1078.6;595;60;10308;0;1483;35;60;10308;0;1483;35;60;10308;0;1483;35;60;10308;0;1483;35;60;10308;0;1483;35
"253";0;66589980;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";66589980;0;52415.26;34616.1535126221;14318.26;7022;42484.85;23306.5352498889;17080.28;10498;37044.49;17688.2126919858;18277.68;8719;36239.65;18038.3897272749;17129.54;8341;23673.02;16643.8747732982;10027.42;7834;325;40950;0;1036;103;325;40950;0;1036;103;325;40950;0;1036;103;325;40950;0;1036;103;325;40950;0;1036;103
"254";25146;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";25146;0;3338.38;1745.74590537604;1072.25;1143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1139;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"256";3710623280;68293680;118200600;"1_ERCAC";"33";"2_Affaires_directes";"3_Sante";3897117560;0;128960.93;57089.3520726454;56242.45;19048;128138.49;61072.3813008973;52135.63;35104;151798.51;73873.49477442;64817.5;33334;194405.63;96124.1742426173;79728;54373;138625.31;72254.6358577661;62031.17;33253;3033;164003;8;7360;708;3033;164003;8;7360;708;3033;164003;8;7360;708;3033;164003;8;7360;708;3033;164003;8;7360;708
"257";7774080615;302505420;351894060;"1_ERCAC";"34";"2_Affaires_directes";"3_Sante";8428480095;0;259503.5;90495.0353349113;145371.13;65627;221965.84;83302.2194832548;114571.93;75837;212649.74;85546.6558088321;108601.85;58416;280379.48;115607.628151211;146185.33;65780;134808.07;65348.6137888896;73291.15;43019;5225;285911;2;16628;913;5225;285911;2;16628;913;5225;285911;2;16628;913;5225;285911;2;16628;913;5225;285911;2;16628;913
"258";0;6;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167.05;0;116.94;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"259";0;342546450;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";342546450;0;151405.32;57668.1335189489;68474.33;33495;146746.53;58807.7086130123;65167.93;25871;72350.74;28150.828422337;36342.8;22701;98482.92;41184.8100514754;49334.59;19423;55306.67;17554.6143360437;37692.37;14040;446;109270;0;5630;184;446;109270;0;5630;184;446;109270;0;5630;184;446;109270;0;5630;184;446;109270;0;5630;184
"26";0;373035;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";373035;0;318.28;108.502798719949;209.78;297;582.69;197.488894089162;375.99;534;1339.22;441.945770077977;745.78;530;515.52;181.166738236192;336.81;310;296.41;127.977529634866;192.46;242;0;1910;0;3;0;0;1910;0;3;0;0;1910;0;3;0;0;1910;0;3;0;0;1910;0;3;0
"260";409145715;60436530;51323085;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";520905330;0;71028.36;29812.6903744525;29609.59;20309;85464.28;36364.092011639;33559.67;22715;61513.8;29694.373636603;26294.37;21465;94932.51;43676.6549769149;34647.51;18930;60139.53;27208.1459148792;18344.86;12512;3856;90735;2;961;377;3856;90735;2;961;377;3856;90735;2;961;377;3856;90735;2;961;377;3856;90735;2;961;377
"261";0;1053657990;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1053657990;0;326471.88;128580.040692541;148089.52;62338;271855.16;103071.039220067;134506.82;57878;247588.71;116793.527219874;115403.16;52291;244447.75;120308.627548475;105223.79;50580;184821.09;81444.5305161091;107095.15;32036;1102;247780;0;5865;376;1102;247780;0;5865;376;1102;247780;0;5865;376;1102;247780;0;5865;376;1102;247780;0;5865;376
"262";2226330400;333799200;104249600;"1_ERCAC";"35";"2_Affaires_directes";"3_Sante";2664379200;0;191273.37;82643.9248808165;86636.67;36188;187444.46;82096.5021600428;79883.68;43255;144058.27;63744.8352386221;64648.21;47593;169664.88;82518.4482712642;76215.57;43733;123593.85;60948.8337313426;65064.51;29711;3701;186484;10;9613;672;3701;186484;10;9613;672;3701;186484;10;9613;672;3701;186484;10;9613;672;3701;186484;10;9613;672
"263";3768270;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";3768270;0;8892.3;3969.82089276563;3330.08;2517;2863.43;1004.23213851722;936.76;295;760.71;306.934645635125;417.16;586;15665.01;4073.23240686872;11386.74;1083;7589.98;2415.22345658289;4128.21;2130;14;6512;0;82;3;14;6512;0;82;3;14;6512;0;82;3;14;6512;0;82;3;14;6512;0;82;3
"264";1246109205;596931885;131169390;"1_ERCAC";"36";"2_Affaires_directes";"3_Sante";1974210480;0;196910.01;91433.8176846818;80427.94;47405;189688.05;81189.2309193454;86660.43;46969;197592.23;91812.6960076085;95773.66;42330;191453.08;95953.0316480346;86326.43;51985;122210.02;72874.4312184595;54354.74;33632;7046;204593;12;9922;748;7046;204593;12;9922;748;7046;204593;12;9922;748;7046;204593;12;9922;748;7046;204593;12;9922;748
"265";476199900;16952100;19520600;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";512672600;0;80864.74;32459.6802793532;37183.45;21460;76732.32;31535.3305693308;33877.3;25166;82449.94;34365.7891228564;41375.4;21951;90818.58;46000.1373214812;37062.58;19707;49468.97;23922.7860598352;27713.29;14456;3662;96399;7;2425;247;3662;96399;7;2425;247;3662;96399;7;2425;247;3662;96399;7;2425;247;3662;96399;7;2425;247
"266";653715;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";653715;0;2583.45;569.12472687868;2014.37;577;2554.53;504.484862358234;2050.25;516;577.68;382.398108008688;188.9;91;260;92.0097029335354;155.29;153;346.45;114.114836189089;253.76;454;8;1771;0;12;0;8;1771;0;12;0;8;1771;0;12;0;8;1771;0;12;0;8;1771;0;12;0
"267";13036262810;1547499190;1114037375;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";15697799375;0;775205.69;325969.541219379;341468.59;179199;863178.92;366753.917741107;381724.75;195708;701598.56;329661.515878547;311652.07;160328;787044.56;393341.674317141;336968.63;179810;410041.22;214367.631439285;209180.89;95164;10856;752676;10;44164;2503;10856;752676;10;44164;2503;10856;752676;10;44164;2503;10856;752676;10;44164;2503;10856;752676;10;44164;2503
"268";0;177911100;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";177911100;0;84409.74;37954.7925050714;31247.48;14311;65747.4;29182.643209608;28078.49;15861;55053.31;30325.8257381079;23330.19;14432;60486.73;35460.0194172039;21565.48;12725;34463.92;19043.3395730333;14496.75;8564;477;63117;0;2033;266;477;63117;0;2033;266;477;63117;0;2033;266;477;63117;0;2033;266;477;63117;0;2033;266
"269";12652935;71344260;0;"1_ERCAC";"37";"2_Affaires_directes";"3_Sante";83997195;0;30044.67;11720.1017721872;13608.69;7737;37695.63;15332.4611325403;18943.07;8881;20753.76;9156.86271621158;9825.45;5208;19065.28;9460.01280074349;8424.57;4823;17323.33;8807.73491833379;9370.39;3840;162;29641;0;596;90;162;29641;0;596;90;162;29641;0;596;90;162;29641;0;596;90;162;29641;0;596;90
"27";0;572669700;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";572669700;0;178125.95;60331.5204718327;95489.1;44592;173533.87;59187.0785796994;85676.86;44094;138660.95;58159.2206999806;63111.38;33547;186708.78;76030.5907877548;99695.23;38503;119144.21;41748.4862280126;77857.69;16836;1283;168738;0;7230;321;1283;168738;0;7230;321;1283;168738;0;7230;321;1283;168738;0;7230;321;1283;168738;0;7230;321
"270";1432325;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1432325;0;4844.63;2650.68791429358;1473.63;779;1744.48;804.52457208926;658.77;288;2688.51;1709.84595048553;934.65;126;3619;1883.57152932442;1009.96;918;913.06;612.248441437412;355.11;380;42;2411;1;10;27;42;2411;1;10;27;42;2411;1;10;27;42;2411;1;10;27;42;2411;1;10;27
"271";584055000;62299200;21285560;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";667639760;0;106888.69;46043.2920317567;54015.98;23565;106970.05;49703.8989586915;45000.1;19490;135540.82;44499.7739456595;42565.94;21173;125286.29;59830.3643763241;56133.77;25901;61765.05;30781.9138131388;30108.48;13703;4782;95694;9;3001;346;4782;95694;9;3001;346;4782;95694;9;3001;346;4782;95694;9;3001;346;4782;95694;9;3001;346
"272";0;9108600;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";9108600;0;11424.58;5206.26801139685;4407.1;2754;13261.66;5909.57358414833;4902.86;2285;2548.64;1332.63499069775;1173.61;757;5781.99;2957.3320639758;2221.84;2080;1711.59;1009.79749477454;800.29;1054;66;8153;0;682;29;66;8153;0;682;29;66;8153;0;682;29;66;8153;0;682;29;66;8153;0;682;29
"273";0;4281585;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";4281585;0;3195.2;1614.64765992946;788.43;83;2400.58;807.696078123192;832.35;686;3932.9;1988.39918213605;1946.04;1669;9127.69;6128.16746504879;2645.79;3391;3369.4;1710.28210310884;1645.97;1248;68;6932;0;66;11;68;6932;0;66;11;68;6932;0;66;11;68;6932;0;66;11;68;6932;0;66;11
"274";0;3772940;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";3772940;0;9058.12;3880.47329163446;2818.85;1993;3732.36;1727.14837064644;1893.38;1130;4370.32;2085.18054021672;1582.39;770;8965.85;4123.44216592235;3270.29;913;3506.83;2386.02069561186;841.2;508;47;5245;0;4;18;47;5245;0;4;18;47;5245;0;4;18;47;5245;0;4;18;47;5245;0;4;18
"275";1584504480;12696350;146008025;"1_ERCAC";"38";"2_Affaires_directes";"3_Sante";1743208855;0;236472.53;105160.746810595;107244.05;48759;235664.71;108899.976161886;105514.55;66387;228071.35;117649.288871391;95591;52057;240836.89;120899.683552778;111298.01;62025;116758.61;72069.1022962848;49218.03;24699;9767;236869;32;6382;877;9767;236869;32;6382;877;9767;236869;32;6382;877;9767;236869;32;6382;877;9767;236869;32;6382;877
"276";0;196864;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";196864;0;260.19;86.4420590613468;173.76;180;1200.65;543.98549536002;462.19;247;1355.52;707.237254406687;392.37;296;323.8;147.663909959307;168.34;46;0;0;0;0;6;760;0;0;3;6;760;0;0;3;6;760;0;0;3;6;760;0;0;3;0;0;0;0;0
"277";5753600;3253760;79360;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";9086720;0;4622.77;1819.49164412212;1832.68;733;3350.44;1180.52421469962;1456.09;1309;9623.03;4607.0458237957;4566.3;2620;7618.47;3914.31094567399;3043.99;2117;2871.62;1255.59560724786;1587.26;1157;184;6881;0;840;31;184;6881;0;840;31;184;6881;0;840;31;184;6881;0;840;31;184;6881;0;840;31
"278";23006970;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";23006970;0;12656.73;5354.63293671188;5820.5;4427;12819.04;5616.41861993677;5720.4;3821;13893.46;7065.02662582289;5695.33;2879;9082.27;4430.17643103951;4347.19;2905;5561.77;2975.62837928126;2772.76;1619;1305;14174;1;149;22;1305;14174;1;149;22;1305;14174;1;149;22;1305;14174;1;149;22;1305;14174;1;149;22
"279";24292910;36376430;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";60669340;0;25927.44;13129.6884865807;9889.43;4287;18430.11;9159.89623716295;6830.93;13675;9008.08;4126.80495310948;4412.92;2206;15272.63;7385.04250307046;6972.41;3689;8940.25;4759.86536651868;3578.41;1317;512;24480;1;116;65;512;24480;1;116;65;512;24480;1;116;65;512;24480;1;116;65;512;24480;1;116;65
"28";0;470470;0;"1_ER11";"2";"2_Affaires_directes";"3_Sante";470470;0;8611.6;4934.33784613719;635.34;155;9011.68;4020.83212757436;1578.46;519;7593.88;3597.40792696134;1088.93;114;11757.66;4712.35132504536;2087.65;122;2630;3129.57075836297;63;124;27;0;0;935;72;27;0;0;935;72;27;0;0;935;72;27;0;0;935;72;27;0;0;935;72
"280";0;848555;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";848555;0;5851.07;2672.24004623386;1886.49;986;2016.48;919.718017883987;592.87;268;256.95;86.6170517512894;170.44;243;6285.61;4456.09734943264;1852.05;961;3279.6;2434.99564634659;1021.77;75;13;1998;0;519;3;13;1998;0;519;3;13;1998;0;519;3;13;1998;0;519;3;13;1998;0;519;3
"281";0;1345340;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1345340;0;3049.24;1251.20039666678;1455.87;454;2337.76;754.610510173263;1278.94;356;1702.12;676.670930794139;990.8;372;1233.72;497.693395412021;742.67;283;1537.67;899.671568600047;806.91;499;19;1933;0;9;3;19;1933;0;9;3;19;1933;0;9;3;19;1933;0;9;3;19;1933;0;9;3
"282";335643070720;70994428905;20289685935;"1_ERCAC";"39";"2_Affaires_directes";"3_Sante";415620521165;11306664395;2216124.7;911885.101668356;1049789.27;572191;2150005.06;866807.242245005;1023679.46;573492;1775590.48;793418.045171902;857118.11;535199;2158272.89;979073.896693944;1035087.09;581719;1234030.29;621929.489108478;641681.01;333648;41618;2462524;53;85115;6939;41618;2462524;53;85115;6939;41618;2462524;53;85115;6939;41618;2462524;53;85115;6939;41618;2462524;53;85115;6939
"283";0;2510790;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";2510790;0;4514.49;731.978160907745;3771.28;990;6672.26;2386.86944006465;4231.15;933;5946.21;4260.17468871081;1226.01;1021;2685.82;1561.25039385568;1146.1;543;1051.34;384.018769059235;729.42;467;52;3540;0;359;3;52;3540;0;359;3;52;3540;0;359;3;52;3540;0;359;3;52;3540;0;359;3
"284";1369218180;0;0;"1_ERCAC";"27";"2_Affaires_directes";"3_Sante";1369218180;0;238153.92;92579.3034341942;118423.18;48370;230286.48;91724.0169090055;102291.33;45626;180450.64;82102.1621270374;85458.82;47255;209888.32;96607.8004162954;103179.53;45340;141446.65;80627.9243051277;60662.84;28020;1152;208905;0;4235;319;1152;208905;0;4235;319;1152;208905;0;4235;319;1152;208905;0;4235;319;1152;208905;0;4235;319
