"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Max_regroup1";"Max_regroup4";"Max_regroup2";"Max_regroup3";"Base";"Option";"Remb_rc_2018";"Remb_ro_2018";"Qte_acte_2018";"Remb_rc_2019";"Remb_ro_2019";"Qte_acte_2019";"Remb_rc_2020";"Remb_ro_2020";"Qte_acte_2020";"Remb_rc_2021";"Remb_ro_2021";"Qte_acte_2021";"Remb_rc_2022";"Remb_ro_2022";"Qte_acte_2022";"Dentaire_2018";"Maladie_2018";"Vie_2018";"Hospitalisation_2018";"Optique_2018";"Dentaire_2019";"Maladie_2019";"Vie_2019";"Hospitalisation_2019";"Optique_2019";"Dentaire_2020";"Maladie_2020";"Vie_2020";"Hospitalisation_2020";"Optique_2020";"Dentaire_2021";"Maladie_2021";"Vie_2021";"Hospitalisation_2021";"Optique_2021";"Dentaire_2022";"Maladie_2022";"Vie_2022";"Hospitalisation_2022";"Optique_2022"
"114";1331486;0;0;"349";"1_ER66";"20040401";"20501231";1331486;0;2854.1431261689;4793.73;1338;1315.35198027986;2205.89;1978;4297.98365304035;5545.98;2032;1618.79817169045;2799.13;1495;1812.54101231011;2565.85;1178;279.22378327062;6408.22935988742;0;3799.95556199443;3783.30692569203;389.86076100235;6186.89914039696;0;0;0;287.16566343086;11999.4069575971;1528.93747377692;7674.40817039685;0;78.5137181140985;6877.99673493133;0;290.532614142584;846.947791264229;3102.48556690585;5758.86571906236;0;201.353775582322;0
"115";169260;0;0;"350";"1_ER66";"20040401";"20501231";169260;0;730.603724017575;1670.1;503;821.30825561523;1771.19;706;621.832153470974;355.53;255;477.014924135006;311.52;397;210.562740677741;160.5;154;483.820735672687;3169.19788441519;0;0;0;967.934814469462;2198.03924469582;0;0;940.567218910864;0;2005.67360093488;0;240.26410745479;863.223058965201;102.329028200931;1384.49974539327;0;0;898.245847080829;0;1052.81370338871;0;0;0
"116";156464;0;0;"351";"1_ER66";"20040701";"20501231";156464;0;1939.53334885656;1914.18;582;860.923627549131;1054.21;643;625.076785617934;969.85;66;1730.21437509461;1382.92;375;2750.80897873654;881.21;112;3861.9350032793;3734.87079267292;0;121.417751546593;1979.44319678401;397.182586636705;3202.88538558745;0;704.550165521501;0;0;634.870106050816;0;1559.11519047245;931.398631566401;4675.87149007351;2956.66194359619;0;0;1018.53844180334;10786.9852840624;1136.83935415907;0;798.705361718322;1031.51489374288
"117";18649188;0;0;"353";"1_ER66";"20041001";"20501231";18649188;0;13062.5206080414;16612.49;12204;11341.014137135;11602.26;8578;13925.649362323;15630.63;8337;8615.65343177336;10554.13;5895;5691.71906715004;4054.11;1697;11763.4718659273;39355.7078095604;0;3518.51401171529;10674.909353004;13426.7329784858;28531.5168148548;0;9094.94260931888;5651.87828301578;23591.8649778733;26324.2240306488;0;13707.6489088296;6004.50889426331;8244.37973999275;20995.8615681182;0;7321.94748859021;6516.0783621657;15990.9739217738;9563.59643174722;0;1058.41541344006;1845.60956878911
"118";27024921;0;0;"356";"1_ER66";"20000101";"20501231";27024921;0;13702.3632884881;18165.16;13031;16896.6902248189;23520.45;19488;10863.9731212821;9892.56;5397;6964.45201863853;7752.6;5582;4483.16551288293;6965.13;4165;8648.97398882325;45064.1081367495;0;2622.6936550596;12176.0406618083;4371.48542277444;47751.689500069;0;17474.2503767617;14886.0258244893;20361.9752007916;26913.0895367008;0;459.902671591498;6584.89819732681;2897.1307825234;20993.1093867147;0;2432.95721439613;8499.06270955842;2689.80574070472;15670.5068610335;0;0;4055.51496267641
"119";0;833220;0;"358";"1_ER66";"19000101";"20501231";833220;0;931.655310543774;2715.43;1080;1677.2490409604;2676.76;1644;1307.47496407452;1346.17;1030;8964.5517513106;3486.04;1112;21270.2101459333;3523.86;1306;0;4568.27655271887;0;90;0;0;6355.62865316402;0;120.073758784885;1910.54279285308;2534.67755693713;4002.69726343544;0;0;0;4140.35448682988;6569.98171916362;0;31318.8725014512;2793.55004910823;322.067549326417;18993.367394795;0;87035.6157855453;0
"12";0;0;0;"12";"1_ER11";"20090101";"20501231";0;0;271.717521975521;0;0;1365.12736604475;0;0;480.32847879049;0;0;595.895417006978;0;0;1269.77839841086;0;0;645;277.02378327062;0;0;436.563826606983;5226.59221296122;700.842870818753;0;0;898.201746443768;242.166198305474;780.059335582332;0;347.294387486116;1032.12247257853;0;366.055503630235;0;1645.6801395752;967.741441829453;77.5621391726463;5901.98633301189;0;0;369.343519869744
"120";1399368;0;0;"362";"1_ER66";"20000101";"20501231";1399368;0;3345.58395737967;4482.49;2573;2245.66517564258;2462.44;1055;3601.59065225263;5679.37;954;3074.64728610102;4190.95;1844;798.631493014348;832.5;606;1653.66812790999;12499.3253387381;0;368.676320250302;2206.25;1209.92050386793;7646.26342327589;0;0;2372.14195106909;1364.76271399857;9174.621829199;0;4726.2564392798;2742.31227878579;2699.17120643241;9409.16722010892;0;231.923715026202;3032.97428893757;1973.27931215742;2019.87815291432;0;0;0
"121";0;1000816;0;"364";"1_ER66";"19000101";"20501231";1000816;0;7126.63418623614;16551.63;2932;1258.34124883241;3545.58;2117;2422.20567767532;1666.76;734;966.425779210914;1503.48;949;495.646692214534;781.72;316;1497.95466453325;10991.6862320724;0;21155.6298421556;1987.90019241948;564.560393867161;5727.14585029488;0;0;0;161.666339440347;4990.39060476623;0;6416.52448011299;542.446964057052;0;4466.64905326446;0;365.47984279011;0;0;2478.23346107267;0;0;0
"122";0;1565424;0;"367";"1_ER66";"19000101";"20501231";1565424;0;8939.95822658945;13626.94;3371;2711.89608855359;5879.99;3822;4803.17898189517;2581.47;2033;1394.62179303942;1928.34;965;972.998568744854;1358.76;680;1978.5;12744.0046720344;0;28977.1402373001;1000.14622361279;402.114242265413;12532.5386845048;0;624.827515997736;0;2942.73476609731;7140.04289978535;0;12568.9039842042;1364.21325938902;415.009456076351;5953.49668370903;0;604.602825411704;0;42.4745047850206;4822.51833893925;0;0;0
"123";0;71050;0;"368";"1_ER66";"19950301";"20501231";71050;0;3557.36534510672;2083.61;636;951.33320451684;879.57;492;387.118105999928;360.88;293;0;0;0;0;0;0;7892.54798351142;2779.54805180874;0;0;0;0;2853.99961355052;0;0;0;0;1161.35431799978;0;0;0;0;0;0;0;0;0;0;0;0;0
"125";0;1703106;0;"371";"1_ER66";"19970101";"20501231";1703106;0;3303.80588687071;3672.75;2068;8293.39970609873;6127.11;2171;4823.72066343943;5834.89;2251;3220.68507380534;2845.8;1430;1135.12806251701;6955.62;2593;0;8838.09652770395;0;7680.9329066496;0;1718.24955961398;13828.5298376582;0;25243.4768680358;676.742265185733;3087.9454428469;5476.85214726384;0;14936.165116778;617.640610308376;69.529324922346;3502.44759362526;0;11751.9157527856;779.532697693516;0;3359.79488574844;0;1557.39850878409;758.446918052519
"126";0;36654072;0;"373";"1_ER66";"20080101";"20501231";36654072;0;37052.5304858913;51150.02;18363;26665.6308403881;29398.31;16950;23621.3961868127;29250.48;10899;29310.5713862263;26166.77;12387;13087.1212998539;22312.93;8533;14370.0961613053;87485.5880355805;0;60214.1619296281;23192.8063029424;18799.6913379209;70436.2353878939;0;29146.3106937509;14945.9167823749;13514.5754730117;47677.2795976751;0;46894.8619967855;10020.2638665914;51102.4720929127;56260.1513722439;0;29449.2277210473;9741.00574492746;5854.58724796194;27001.4120353574;0;27424.8643808881;5154.74283506208
"127";0;40299857;0;"377";"1_ER66";"19960101";"20501231";40299857;0;33296.4009397801;38552.72;18616;40997.9357951576;45197.05;21697;28304.0154578269;34270.11;12982;30311.9355109064;34593.95;16094;13600.3118092623;25401.17;10730;19076.57789053;102691.909338547;0;17357.2590052357;27356.2584645882;36646.3953291887;116341.604378264;0;33564.191372587;18437.487895749;17473.2721098349;83040.6346899524;0;31349.2233680783;9656.94712126907;16010.3805420357;82101.7735626886;0;44350.7861995356;9096.73725027218;8643.623281005;42882.7524889833;0;7626.75901355028;8848.42426277277
"128";3113040;10730832;0;"378";"1_ER66";"19000101";"20501231";13843872;0;16248.1672603222;14081.62;7369;14891.7840377748;21685.94;6977;18378.8862706203;22605.81;10687;13480.5613709912;12962.87;5233;7426.47633417558;27250.74;6358;1855.34294820386;19319.2801996987;0;59066.0669300958;1000.14622361279;1593.62893273956;22966.6183137662;0;48522.9517165498;1375.72122581815;239.285066581041;28947.4706807607;0;59703.9055645771;3003.77004118288;9247.25048944844;17991.9016970856;0;37088.1056975808;3075.54897084105;30.9017411624353;8542.17692754744;0;28559.303002168;0
