"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Max_regroup1";"Max_regroup4";"Max_regroup2";"Max_regroup3";"Base";"Option";"Remb_rc_2018";"Remb_ro_2018";"Qte_acte_2018";"Remb_rc_2019";"Remb_ro_2019";"Qte_acte_2019";"Remb_rc_2020";"Remb_ro_2020";"Qte_acte_2020";"Remb_rc_2021";"Remb_ro_2021";"Qte_acte_2021";"Remb_rc_2022";"Remb_ro_2022";"Qte_acte_2022";"Dentaire_2018";"Maladie_2018";"Vie_2018";"Hospitalisation_2018";"Optique_2018";"Dentaire_2019";"Maladie_2019";"Vie_2019";"Hospitalisation_2019";"Optique_2019";"Dentaire_2020";"Maladie_2020";"Vie_2020";"Hospitalisation_2020";"Optique_2020";"Dentaire_2021";"Maladie_2021";"Vie_2021";"Hospitalisation_2021";"Optique_2021";"Dentaire_2022";"Maladie_2022";"Vie_2022";"Hospitalisation_2022";"Optique_2022"
"297";0;3988261;0;"770";"1_ERCAC";"20140101";"20501231";3988261;0;3339.69196831077;5180.67;2087;9416.08873525288;5766.73;3280;6555.89031921066;5388.66;3516;10034.4491635503;7823.55;5959;4271.9133309681;4864.19;2275;2625.70359677606;11259.5117992711;0;1198.45836017265;1614.78608533403;15262.5272511684;14814.129305627;0;120.03410216878;16883.7530173002;17607.0723498308;12596.1947965546;0;120.309834002119;2455.87461566575;20017.7483207757;18092.716071711;0;1802.77447467135;10259.0069505933;6223.19208079194;9388.03514530247;0;0;5748.33942874607
"299";296079021;0;0;"770";"1_ERCAC";"20130101";"20501231";296079021;0;125047.057977108;138921.5;56200;132629.027972012;134624.09;62098;113838.599464247;109113.63;56411;132615.703257403;123309.83;63435;89226.1922018927;83310.34;38307;108177.539708407;235174.294522687;0;132609.224430368;149274.231224079;178016.261110708;267879.498464358;0;87549.4218887408;129699.958396254;139261.235429491;229343.069846549;0;70195.3657321165;130393.32631308;209927.149508087;275469.784353239;0;59510.5949733227;118170.987452366;151240.631233862;181308.456285685;0;41118.3984945655;72463.4749953511
"3";3620120350;0;0;"3";"1_ER11";"20070101";"20501231";3620120350;0;251205.315417397;416160.13;192039;207183.678129487;331374.61;174550;174790.96313926;243647.92;136760;187563.90095227;231158;127373;108315.502731699;160021.92;62124;176829.923565565;676333.799732456;610;277483.505190349;124769.348598612;168974.607688519;583998.168457392;610.374940489833;181160.338507004;101174.901054032;180590.483635142;484590.896783604;0;123805.569315399;84967.8659621566;229716.218478783;506410.566847158;614.679539168566;113696.751761665;87381.2881345763;150985.476418885;252681.936996647;0;81574.256271738;56335.8439712254
"30";0;218376;0;"38";"1_ER11";"20120101";"20501231";218376;0;401.923871237667;838.19;517;334.977728874805;806.04;771;3707.91158699519;1672.87;317;929.828141194367;814.4;226;1006.17792827982;1274.16;865;301.444071796895;1708.17528439144;0;0;0;34.5212056506545;1640.36743872337;0;0;0;12661.6181327331;2014.59051604483;0;3863.34928619803;0;168.287352972659;1961.97721519645;0;2518.87613780273;0;117.081895798709;4064.31764989998;0;849.490095700411;0
"300";0;90;0;"771";"1_ERCAC";"19951001";"20501231";90;0;0;0;0;1.46089739854944;8.7;3;0;0;0;721.721437089085;1420.5;12;0;0;0;0;0;0;0;0;0;0;0;0;2.92179479709887;0;0;0;0;0;1443.44287417817;0;0;0;0;0;0;0;0;0
"301";0;10631880;0;"772";"1_ERCAC";"19950701";"20501231";10631880;0;8105.9199736258;17282.95;6159;9181.70423130524;13517.64;7708;13413.7970998098;30555.14;7061;5817.66695956611;9738.28;7174;1268.16559837409;2686.62;1431;441.159431423025;28153.9851849495;0;11265.4704944037;668.98475735276;1100.91277372466;38775.3415127207;0;5961.1231680008;71.1437020800445;188.357049240078;40209.396005337;0;26669.1270223768;2.10542209503707;243.959339735509;23181.0593285134;1236.26770334248;4426.34305627617;0.705369962980321;0;3238.3424249646;0;3102.48556690585;0
"302";6737760;0;0;"774";"1_ERCAC";"19961001";"20501231";6737760;0;5824.17280826798;5880.91;4654;6117.63178118999;7830.79;6361;5790.62428431089;7959.75;6632;4911.40147839775;6167.38;3372;2287.56602466525;3602.35;2376;8395.11171917293;13915.9149065229;0;145.453699457404;6664.38371618668;3205.89794291234;18669.212593233;0;1069.10373664993;7643.94463315468;1108.17768646178;19488.0841055516;0;3527.81518197469;4829.04444756643;4357.58269616467;14772.9283760208;0;83.7615526149111;5342.73476718841;1760.22965844589;8028.42009140863;0;738.687039739488;910.493333732231
"303";204471148;32186996;0;"778";"1_ERCAC";"20140101";"20501231";236658144;0;72031.3977232356;75011.02;35859;85057.0172456643;80647.48;40948;72480.9900803917;65956.67;38219;90069.1704780557;92365.28;44323;49811.9077736542;57705.79;26703;108247.799727513;164263.081779189;0;25216.6757851;62429.4313243763;122251.188587684;189335.0083858;0;29529.7068675795;84169.1823872581;100230.011167597;162514.489074589;855.940882807689;17349.9410778832;81454.5681990816;113664.577605908;170901.971747029;0;68193.1873927389;97586.1156446027;34883.5720928977;120942.889840921;0;13483.4392081248;79749.6377263281
"304";363414;0;0;"781";"1_ERCAC";"20110101";"20501231";363414;0;1287.45755045664;1243.79;470;1308.10556716401;1885.07;1036;4263.93770529958;1048.14;684;1874.74829027928;834.94;683;2433.1612401979;1500.31;401;4513.61183680146;1923.67591548176;0;0;0;337.930201436506;5152.29924040672;0;1050.29839397682;0;7269.16833404254;1313.86250442134;0;10631.6867548745;2104.97093315957;265.76374896036;1827.55201310344;0;7280.4256893326;0;0;12165.8062009895;0;0;0
"305";404384860;0;0;"782";"1_ERCAC";"20090101";"20501231";404384860;0;129443.474908107;145195.02;71353;133182.007257485;144941.73;64402;105257.779666806;110910.45;60739;104402.182169936;106374.8;61140;80611.3038467336;119445.26;43696;114992.660702379;283024.02904121;6622.48414638195;172367.254784766;70210.9458657999;105141.702965338;295339.022255269;6757.03538700439;194293.676667052;64378.5990127635;59128.0822906148;232275.902325175;10300.3955942857;166142.486005192;58442.0321187641;84676.9337589357;277622.183932899;3454.2974758522;111547.082458719;44710.4132232726;76771.1284675919;185045.966477753;5574.62485990067;106362.746607796;29302.0528206261
"306";0;542025;0;"785";"1_ERCAC";"20130601";"20501231";542025;0;1680.20347912551;424.09;261;714.988257883795;284.41;245;143.799772044215;117.32;89;3071.11512386284;7754.09;569;1244.23213828653;6567.74;6063;0;3701.01739562753;0;0;4700;55.3657296253497;3519.57555979362;0;0;0;0;718.998860221076;0;0;0;0;3892.47087495678;0;11463.1047443574;0;0;1051.45944381585;0;0;5169.70124761681
"307";102692412;0;0;"791";"1_ERCAC";"20050701";"20501231";102692412;0;45942.209232571;59448.86;28933;58456.4290728772;76810.71;24573;35133.5528115773;32137.24;23168;44123.0923780608;44230.21;21392;21398.1138068642;47570.19;22465;31973.5996921459;89269.4393238375;0;83658.9074386143;24809.0997082575;59529.8670196235;100513.238055222;0;108468.712985494;23770.3273040463;27632.082969977;82877.0309954022;0;53926.4471989979;11232.2028935094;41605.3456019942;94717.0430234409;6947.41915911151;57685.1314698433;19660.5226359138;8797.88575780393;60404.8399723771;0;31295.9538126429;6491.88949149718
"308";2580;0;0;"792";"1_ERCAC";"20050701";"20501231";2580;0;0;0;0;0;0;0;0;0;0;4443.0537883265;7195.81;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138.080137120029;0;4304.97365120647;0;0;0;0;0;0
"309";10605;0;0;"793";"1_ERCAC";"20050701";"20501231";10605;0;3224.16233908507;699.78;595;1665.96330684234;5381.96;32;1786.5854297088;0;80;0;0;0;0;0;0;0;128.748823365674;0;9543.73819388954;0;0;0;0;4997.88992052703;0;0;0;0;5359.75628912641;0;0;0;0;0;0;0;0;0;0;0
"31";0;764962;0;"40";"1_ER11";"20120801";"20501231";764962;0;10322.0633907957;1828.98;1319;1572.35941319391;2532.39;2607;965.914136420004;919.93;276;768.483002525452;1157.61;1700;915.270176589213;1058.48;420;9294.65;2311.28867232758;0;38079.3782816507;1925;250.88267480988;5590.30068136912;0;2020.61370979057;0;77.2489392488603;2825.50371110852;0;0;1926.81803174264;1889.48459654914;1952.93041607811;0;0;0;0;1812.98422453395;0;393.966421194394;2369.40023721772
"310";55396172;0;0;"796";"1_ERCAC";"20050701";"20501231";55396172;0;69805.6426088693;74088.06;23604;42124.8011070533;52667.55;15777;38517.2050427028;13430.2;9365;35883.7115460592;25034.03;14419;24400.9504921092;38633.64;18782;4734.79727144041;84170.5286951948;0;246029.959736034;14092.9273416767;11116.2543342318;58789.1370074483;0;129522.2295931;11196.3846004859;12308.7543488186;40631.3151468712;0;137643.02481209;2002.93090573412;20839.6183502888;38593.0280907004;0;109119.100469217;10866.8108200895;20001.4289750261;29940.7708809875;0;69355.6955046604;2706.85709987204
"311";436356;0;0;"797";"1_ERCAC";"20050701";"20501231";436356;0;10883.3688179555;5237.56;1983;944.344125812445;2195.02;1099;1585.90521025682;865.61;437;0;0;0;0;0;0;0;2638.3470336916;0;30011.7594201749;0;0;972.503793821246;0;1860.52858361609;0;0;1258.25136171296;0;2898.1857961734;601.278472884088;0;0;0;0;0;0;0;0;0;0
"312";28814072;0;0;"798";"1_ERCAC";"20050701";"20501231";28814072;0;25846.3152060974;34865.38;9016;24360.5185855906;25947.62;9203;19016.1902170042;17547.19;8314;24173.0538695157;28457.72;13119;6410.90476904041;41231.58;18324;2221.09960868943;36642.6540609287;0;86962.4933577401;3405.32900312878;3985.05378116318;30969.5626217892;0;85097.4792017057;1750.49732329471;3317.37407503915;29306.3430130695;0;60446.2453437252;2010.98865318716;3653.74356723916;34837.9828672715;0;80347.7155520764;2025.82736099164;13432.900703156;11310.4066089712;0;7311.2165330749;0
"313";200448;0;0;"799";"1_ERCAC";"20170101";"20501231";200448;0;2172.76015011759;5827.43;251;1389.89105356578;4177.44;2966;342.621203968465;489.53;495;0;0;0;0;0;0;0;1892.86245297157;0;4625.41799738119;0;0;3449.27026460413;0;720.402896093206;0;0;606.77919289798;0;421.084419007415;0;0;0;0;0;0;0;0;0;0;0
"314";234450;0;0;"800";"1_ERCAC";"20050701";"20501231";234450;0;3097.71050952983;2142.7;893;3772.87718432011;1684.01;1325;54.9535779417039;72.35;387;0;0;0;0;0;0;0;2512.44720208164;0;6780.68432650786;0;20.7058826241145;1206.77699183095;0;10091.1486785053;0;0;164.860733825112;0;0;0;0;0;0;0;0;0;0;0;0;0
"315";0;4650594;0;"804";"1_ERCAC";"20110301";"20501231";4650594;0;23442.5774968527;17583.94;8684;9512.43525530883;10225.33;2900;2010.06353903587;2003.7;1218;1810.40620234973;1548.28;1048;1550.08550709067;1592.32;372;19253.4473120042;44430.7685671506;0;5241.04090805965;48287.630697049;20271.0044127948;16892.1153070899;0;6000.95489530044;4398.10166135904;766.603596399754;4905.28833576;0;4378.4257630196;0;35.1553961704919;3385.54380784272;0;4170.20831299049;1461.12349474495;4622.6419374364;1213.35502002542;0;0;1914.43057799151
"316";0;938448;0;"807";"1_ERCAC";"20130901";"20501231";938448;0;530.253446956311;1073.83;1438;1074.61243151772;1214.82;1327;1926.67198234362;3071.77;2587;774.918035510582;1544.7;884;762.42351661645;2996.82;1212;0;2651.26723478155;0;0;0;0;2996.25213317463;0;25.365581543307;2351.44444287067;322.955004437147;5962.51039456921;0;1242.92357955217;2104.97093315957;0;1868.18510335875;0;2006.40507419416;0;0;857.923439404104;0;369.343519869744;2584.8506238084
"317";0;62055;0;"808";"1_ERCAC";"20200101";"20501231";62055;0;0;0;0;0;0;0;223.912720806933;334.49;428;1170.17312714895;1057.79;628;792.192604317952;414.22;323;0;0;0;0;0;0;0;0;0;0;74.9831040418204;596.755058378978;0;0;0;2233.0821674789;1277.43721396794;0;0;0;55.4015279804616;770.265910688351;0;0;1550.91037428504
"318";19004601;0;1101716;"811";"1_ERCAC";"20170101";"20501231";20106317;0;15233.8408026867;13099.48;6460;16029.4387637736;15506.43;11678;8304.176233542;10238.62;9219;12741.6031939915;11541.85;8183;5857.1480296997;9053.62;3807;24801.9363096518;28322.9687116951;1500.21933541919;3257.6743847914;18286.405271876;15176.8322073604;37078.9002151293;0;2470.75020441173;25420.7111919665;5065.38587788547;28702.2582075336;0;277.276537216733;7475.96054507415;6064.59200528145;29933.8187918541;3040.00254920282;4598.20222416993;20071.4003994495;527.299431867371;19712.5407852347;0;6655.57022805279;2390.32970334367
"319";0;703545;0;"812";"1_ERCAC";"20170701";"20501231";703545;0;3468.67939310704;2801.53;2001;1269.70337164189;1135.38;1010;1367.24691571536;798.55;636;1522.36333025838;841.07;590;1038.9263870416;234.83;302;179.376225204954;8782.62074033026;0;505.3;7876.1;0;6348.51685820944;0;0;0;518.936417329138;2327.02200017741;0;0;3990.27616107027;169.893393940689;2373.58815549366;0;1309.97278839203;3758.36231346551;0;1255.33706678395;0;0;3939.29486842407
"32";8494439576;778208494;412825798;"41";"1_ERCAC";"20131201";"20501231";8636768882;1048704986;191289.91238807;258344.93;105387;219352.414097529;255675.96;151360;246263.947453968;259927.04;151449;305489.135191083;351044.77;192234;212875.926831235;238696.51;107676;106627.341658813;448976.609044431;500.073111806395;201089.873801796;199255.664323503;96342.1231684011;569940.323371591;2014.3373650821;169166.372092386;259298.914490185;219039.108376275;569952.435216153;6180.23735657141;175170.521979455;260977.434341386;238987.055590385;715077.311392155;10002.2399623187;232376.479011001;331002.589999556;154991.191563633;503831.221500341;1881.68211922972;169729.598495022;233945.940477948
"320";0;13608;0;"813";"1_ERCAC";"20140301";"20501231";13608;0;890.531095084932;1186.72;252;76.1235106875314;192.49;129;90.106922876698;159.44;28;48.3008887882004;72.04;73;493.406008193991;25.09;4;105.2;2797.22882882484;0;1550.22664659982;0;0;380.617553437657;0;0;0;0;450.53461438349;0;0;0;83.2520541196866;158.252389821315;0;0;0;0;0;0;0;2467.03004096996
"321";0;985640;0;"814";"1_ERCAC";"20100201";"20501231";985640;0;15826.6308893704;7923.53;2824;1533.03295326385;5135.65;1031;4962.09953581195;3520.86;745;3501.71485015822;1955.03;749;507.564176455665;1818.05;661;65.1;19205.2145359814;0;47216.3420493636;12646.4978615072;106.465399455932;5782.66968100086;0;76.046713897094;1699.98297196534;985.83883145236;3497.59023000708;4541.69623357998;13154.6806274799;2630.6917565404;8848.20662654282;3073.58559960023;0;0;5586.78202464807;0;1905.07387548814;0;52.2621080615688;580.484898728614
"322";15278095;81571742;0;"815";"1_ERCAC";"19980101";"20501231";96849837;0;62176.7550140369;68306.74;26338;62917.8426543224;63227.64;32886;46149.9838100829;40291.58;22103;65613.3164420991;62477.15;29964;30225.5224233564;50613.87;21562;35614.5879036792;121955.888346198;610;121153.247180543;31550.0516397635;31325.2776861793;141007.552978832;610.374940489833;107000.510755337;34645.4969107745;16240.093323731;113579.624585153;610.671273114257;80072.3282909715;20247.2015774443;43480.8668205499;148298.124143118;621.588164173914;110926.510396345;24739.4926863086;42770.1642726763;65087.1924455258;0;36051.1900737125;7219.0653248674
"323";0;42752;0;"816";"1_ERCAC";"20100101";"20501231";42752;0;454.975739975438;553.16;328;970.344356394492;624.38;189;400.25445600594;364.22;136;351.044463209694;0.09;3;0;145.65;12;0;2109.60453642518;0;0;165.274163452014;821.665972387572;2002.6103925021;0;0;2027.44541708279;897.310845265801;1103.9614347639;0;0;0;0;0;0;0;1755.22231604847;0;0;0;0;0
"324";0;386580290;0;"817";"1_ERCAC";"20150101";"20501231";386580290;0;212515.796039891;186657.68;83271;210999.62417843;208387.02;84190;203559.483137817;157267.19;82362;270494.594277445;195158.41;89550;154666.120020345;126943.04;47982;159553.386169795;512216.217411456;9060.66239296594;205418.826910188;176329.887315052;162226.52468647;542856.817281945;0;196610.92010581;153303.858817925;138183.440692834;467936.707766547;3557.41140415014;276678.90488204;131440.950943513;255055.060848556;483168.632697786;23028.976798795;443015.19679389;148205.104248196;133322.669054421;305592.058263827;5577.08715003314;245115.627205849;83723.1584275935
"325";0;1373252574;0;"926";"1_ERCAC";"20110401";"20501231";1373252574;0;237377.908351053;353663.67;145490;212941.286901893;319439.93;129060;146763.822184001;166658.36;82671;154491.466805696;193723.28;71461;59682.7733910318;143651.31;52992;34351.3879776856;645274.7414269;50336.8116639069;435894.917429186;21031.6832575863;28407.2396119099;567007.650949498;20693.3867266132;425258.717877322;23339.4393441227;43460.631923481;399942.194295533;24262.9855176224;247637.472445034;18515.8267383349;65340.5198078463;374485.458941711;55076.3860169686;266597.202964193;10957.7662977589;24420.3164040011;163941.616195143;7081.54642096923;92237.696148404;10732.6917866416
"326";400050;1349502;0;"822";"1_ERCAC";"19860701";"20501231";1749552;0;16269.237664766;5287.19;650;25230.613214777;4950.62;900;14927.1664748344;3918.31;419;25170.9445155973;6366.55;887;16311.2070649515;8143.15;2478;12081.2211383024;10741.4123409481;2440.0891964038;47271.9083899872;8811.55725818834;7072.84452103298;1782.59961025423;1830.52005807389;106996.804699889;8470.29718463471;16278.9080354464;10240.5899514858;1223.14997902154;41976.9259829336;4916.25842528497;32723.124140614;14329.5907381542;1229.35907833713;70209.571349835;7363.07727104628;3317.93595349653;10757.4993597262;2252.99547120544;59076.4960031656;6151.10853716403
"327";0;407424;0;"824";"1_ERCAC";"20160101";"20501231";407424;0;3019.10599746994;750.93;180;1920.68875306776;936.56;825;2164.84751633051;2429.9;1051;1688.94131220856;1698.82;828;873.238884028036;524.09;299;5592.81768244272;3562.34227906843;0;1357.5;4582.87002583853;3733.05232914316;3957.48059033051;0;1912.91084586514;0;0;7867.18707915272;0;759.584964713841;2197.46553778598;3472.21557032871;3902.54415074261;0;1069.94683997149;0;0;1103.65999462411;0;3262.53442551607;0
"328";83741;0;0;"825";"1_ERCAC";"20130101";"20501231";83741;0;4252.37724645247;1817.02;1396;351.756679032783;544.7;313;0;0;0;0;0;0;0;0;0;124.450048486671;2504.91858243254;0;0;5875.38586198572;13.8039217494097;689.709436316156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"329";0;140228;0;"826";"1_ERCAC";"20190101";"20501231";140228;0;0;0;0;110.327772030179;181.52;521;556.076717507168;592.68;49;2365.41621837381;1542.18;2595;270.371767995315;207.62;22;0;0;0;0;0;0;441.311088120715;0;0;0;727.448150961929;695.154088554626;0;0;801.704630512117;6267.57725101548;2388.31328362606;0;0;805.774338853692;884.996319410556;196.490752570704;0;0;0
"33";0;337608;0;"45";"1_ER11";"19960701";"20501231";337608;0;595.402246926207;1646.92;587;742.025640219342;2202.39;1122;1808.52904979996;1864.85;608;821.195434100535;1593.1;563;341.162609303683;753.52;246;64.5;2912.51123463104;0;0;0;0;3710.12820109671;0;0;0;0;7527.59819209754;0;1042.32966746891;472.717389433324;0;3494.57897623325;0;611.398194269424;0;0;1006.52264889836;0;0;699.290397620049
"330";3054900;0;0;"827";"1_ERCAC";"20110201";"20501231";3054900;0;8065.02176891593;9194.37;3633;5551.7630468355;6133.47;3196;2488.17829889316;2832.88;1587;4105.8905487777;3604.22;2241;2174.3868587265;3354.98;1323;705.75;18362.1866207294;610;17846.7627977345;2800.40942611581;1528.44231667919;13055.6873515666;0;12274.4297996659;900.255766265849;784.061870660797;8422.58708886166;0;600.660268636975;2633.58226630638;10734.5323543092;8957.36241651865;0;837.55797306067;0;2948.77710538672;6578.19276064008;0;1344.96442760567;0
"331";62789712;54715392;949920;"828";"1_ERCAC";"20140101";"20501231";118455024;0;33938.20019932;33205.03;17052;32812.6748968803;34321.51;27459;32969.7750929165;28596.22;16598;37472.519087604;34572.63;22683;18806.5288195435;19732.62;11200;13405.8956950689;74797.8780215367;3311.48414638195;31214.3474250303;46961.3957085819;35762.9061006197;69308.2512144169;3379.07569513798;17755.72720788;37857.4142663468;32242.6544302533;70866.9376262504;765.841842512143;17779.2776273827;43194.1639381842;31222.206638295;86490.055376358;0;19272.6315497664;50377.7018736005;22363.2576700865;40609.0737806651;0;10621.5809444141;20438.7317025519
"332";0;10796688;0;"829";"1_ERCAC";"20100101";"20501231";10796688;0;7456.5314994747;10164.71;4509;7078.60627508435;8976.55;4079;7862.4209984747;8628.62;4338;12308.8055673482;20535.12;3877;7597.17459760871;10187.3;4619;2746.68744870681;21938.3055764819;0;7400.86462138682;5196.79985079796;1745.16016426729;19065.0750917177;0;9221.57421442925;5361.22190500755;6622.11891649427;19863.2294362637;0;5954.57688092395;6872.17975869154;8616.34364427669;24715.4886174073;0;18448.4157768759;9763.77979818121;11436.2296347401;16654.1917689533;0;7900.6272335337;1994.82435081649
"333";0;538152;0;"831";"1_ERCAC";"20130101";"20501231";538152;0;896.226361425793;2193.01;331;1056.28050183816;1285.34;3278;502.112855162585;936.9;540;1049.2562357287;889.74;836;167.472663359604;350.17;291;99.6;2259.36864700381;0;2122.16316012515;0;99.6283048000873;5181.77420439073;0;0;0;111.838016524469;2278.41642528634;0;120.309834002119;0;137.411744162053;2389.06362436691;0;0;2719.80581011455;92.335879967436;745.027436830585;0;0;0
"334";0;14956344;0;"832";"1_ERCAC";"20060101";"20501231";14956344;0;37996.4638919589;28691.19;10089;21605.3479222081;17757.35;10755;11583.1631386275;10936.32;8200;31415.8965273154;21102.86;10733;9655.77226285604;7824.5;3201;36746.1505047165;42532.3260845335;23897.5207319097;75490.4333184045;11315.8888202303;29633.9059909031;55300.7392872974;0;5908.3805120905;17183.7138207497;1635.98160580575;33622.3649582455;0;8636.73546237782;14020.7336667083;35221.2946209344;84002.0331524914;0;26174.9302782212;11681.2245849302;9494.34452177164;23276.8904237376;0;8614.32202842867;6893.30434034228
"335";152266944;0;0;"833";"1_ERCAC";"20100701";"20501231";152266944;0;54952.2183212351;60780.97;27116;58686.253606673;53487.84;29723;61699.4637381103;50992.31;29587;62930.1827715106;60665.79;33185;38350.9321230828;48784.6;18437;58505.314594336;118956.616802613;1655.74207319097;33117.1232095604;62526.2949264756;61604.4047973907;142023.902002405;0;20487.3132118278;69315.6480217417;120627.978591341;104026.488469183;3434.31162973655;29385.985837597;51022.5541626934;96081.506943068;117368.41956265;1746.56084162965;42384.6706736144;57069.7558365911;42850.1271447281;56158.6206389413;0;54258.2251147048;38487.6877170399
"336";6889668;0;0;"834";"1_ERCAC";"19910101";"20501231";6889668;0;13699.8354879891;12679.6;6242;7462.99722041646;9274.13;6058;3515.09812471487;4009.53;3943;2247.74847505019;3214.31;2380;1332.44368228209;1698.86;730;17611.8934578477;22761.005178185;0;23331.0784775633;4795.20032634952;3281.12747052597;23751.5858334788;0;5226.18045622526;5056.09234185227;5265.08504150811;10456.3809109961;0;0;1854.02467107015;1022.29350159283;8190.69250828767;0;0;2025.75636537045;160.295087623469;2958.62626591658;0;1266.78671589991;2276.51034197048
"337";0;4514666;0;"837";"1_ERCAC";"20120101";"20501231";4514666;0;12742.6548087099;10795.63;3356;8248.60402730679;9728.12;5999;12633.4776646894;8745.92;5081;8451.53952829338;6371.97;3205;4309.19240357362;2461.88;637;18714.477649396;33328.6690749253;0;75.9073989148072;11594.2199203136;12723.6401925962;22806.2638298083;0;3338.70756489119;2374.40854923828;18486.2342402325;19248.9023933635;0;20059.3101788416;5372.94151100917;11425.9392211525;20370.7489430942;0;3440.17047012803;7020.83900709217;7904.81312675889;10455.5610322327;0;258.540463908821;2927.04739496772
"338";0;53760;0;"841";"1_ERCAC";"20190101";"20501231";53760;0;0;0;0;73.9154046786623;136.49;28;224.794339083996;292.07;512;413.559809747244;635.49;505;968.591069407742;129.4;75;0;0;0;0;0;63.6390921559892;232.02252655866;0;0;0;0;803.071713354068;0;96.1056429819159;0;109.929395329642;1480.74593328105;0;63.5639103782838;0;0;314.779170534321;0;0;3559.58510709665
"339";0;8272;0;"843";"1_ERCAC";"20200101";"20501231";8272;0;0;0;0;0;0;0;538.595729823412;331.43;349;66.1918432986513;61.6;26;0;25;1;0;0;0;0;0;0;0;0;0;0;0;466.123435299066;0;480.52821490958;669.13553926159;0;198.575529895954;0;0;0;0;0;0;0;0
"34";62883;0;0;"48";"1_ER11";"20170301";"20501231";62883;0;3038.55431749055;2039.67;1870;146.081414191149;245.47;459;0;0;0;0;0;0;0;0;0;3999.4149826131;1406.493652368;0;671.2;0;0;292.162828382298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"340";28497615288;12085969872;1995427108;"855";"1_ERCAC";"20150201";"20501231";42579012268;0;1104577.761341;1073487.01;587469;1172253.33092554;1059520.98;592651;1062175.88820601;915267.49;564254;1315702.15104132;1089060.55;614322;809397.955110156;715886.44;341476;1196215.98411259;2395640.14680132;30628.8076221233;752060.378724566;1148343.48944442;1218143.87072603;2532838.1741925;24839.2986105323;734852.53210825;1350592.7789904;1333601.80309445;2271578.59503886;21465.0825095844;545781.702165366;1138452.25822181;1710557.70856456;2681852.71445043;24354.7912642974;682678.573788827;1479066.96713848;931251.855365737;1658868.50022692;6330.54793056741;597078.518160309;852229.208801019
"341";653604;0;0;"847";"1_ERCAC";"19970801";"20501231";653604;0;1495.21464117546;1728.68;2163;909.642982380753;1442.75;1726;1347.23197647896;1750.87;486;332.927096265039;542.69;824;295.548684599769;682.98;72;0;3911.25202105422;0;3564.82118482307;0;65.1185004265631;3657.50348214203;0;25.365581543307;800.227347791866;2673.20807587421;3261.33740838398;0;0;801.614398136616;0;1664.6354813252;0;0;0;0;1477.74342299885;0;0;0
"342";0;1480;0;"849";"1_ERCAC";"20190101";"20501231";1480;0;0;0;0;0;0;0;1135.03885003249;418.23;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1092.96048559025;42.078364442241;0;0;0;0;0;0;0;0;0;0;0;0;0
"343";0;158560;0;"850";"1_ERCAC";"20110101";"20501231";158560;0;278.623716007758;418.85;421;628.43561372251;1014.87;518;628.965741832544;553.9;212;342.1628031904;520.63;513;90.895440239944;112.95;318;386.656530048705;981.162049990087;0;25.3;0;532.827304607928;2489.27700521974;0;120.073758784885;0;2079.67014897936;1065.15856018336;0;0;0;0;1710.814015952;0;0;0;0;454.47720119972;0;0;0
"344";0;23210;0;"851";"1_ERCAC";"19940101";"20501231";23210;0;837.724333239319;592.72;66;1172.84793499407;1010.14;24;4210.34284969943;880.6;148;5010.37691733855;1558.4;163;949.089731558619;1052.15;21;2129.06127351573;460.067262861883;0;962.5;636.993129818986;4760.6951479235;221.102461443608;0;0;882.442065603252;4309.50977011485;1.00258195001765;0;14893.3548675123;1847.84702892002;3635.09031652267;2929.61634754099;0;18487.1779226291;0;4102.79093321974;265.927334306216;0;0;376.730390267139
"345";0;4114782;0;"857";"1_ERCAC";"20140101";"20501231";4114782;0;10050.3905861078;9597.98;3787;8641.84938937075;10971.06;2868;4827.46090442249;6080.71;3152;14162.0648357788;8539.54;2848;7568.63665497345;3879.18;1583;2567.49939401158;35864.6151441638;0;2925.41454394226;8894.42384842161;798.355801009101;36767.4085191472;0;3178.1822249876;2465.30040170979;5875.81518952823;15569.1453886193;0;221.532980795752;2470.81096316919;32406.666476512;34087.2973646301;0;448.816830730622;3867.5435070211;10758.3611612725;13645.8272423609;0;268.328067185369;13170.6668040485
"346";0;335216070;0;"862";"1_ERCAC";"20101001";"20501231";335216070;0;148159.255129961;203249.08;77195;141263.390994452;204200.97;77879;152448.772987431;167245.6;65071;132073.559569521;132610.23;66829;81735.8563731317;136095.62;67752;93591.0525603777;375358.038805754;26489.4524391458;168451.891337501;76905.8405070293;64518.280709165;363714.077259712;6757.03538700439;201171.146527885;70156.4150884914;100008.746002538;338067.242913017;30916.4225524009;218935.957791506;74315.4956776906;137514.14183387;332568.688700568;10401.7166349637;108879.100701635;71004.1499765671;62584.2745258752;203528.531784569;12661.0958611348;88327.6409753029;41577.7387187768
