"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Annee_adhesion";"Tps_adh_entreprise";"Max_code_ape";"Max_departement";"Max_regroup1";"Max_regroup4";"BASE_percent";"OPTION_percent";"Nb_pers";"Nb_fam";"Anciennete_moy";"Tps_adh_moy_pers";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo";"Respo_percent";"Non_respo";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022"
"263";2;0;0;676;NA;NA;2009;4885;NA;"12";"ERCAC";"27";100;0;2;1;2009;4885;1;50;1;50;0;0;1;50;1;50;2;100;0;0;FALSE;0.03;0.2;0.2;0.08;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"264";646;101;84;679;1730;1731;2018;1646;"4222Z";"19";"ERCAC";"36";100;0;448;112;2018;4908;376;45.2466907340554;193;23.2250300842359;262;31.5282791817088;359;43.2009626955475;472;56.7990373044525;831;100;0;0;TRUE;NA;0.05;0.03;0.01;0.03;0.1;NA;0.05;0.03;0.01;0.03;0.1;NA;0.05;0.03;0.01;0.03;0.1;FALSE;FALSE;FALSE
"265";290;12;14;684;603;NA;2016;2403;"0145Z";"12";"ERCAC";"27";100;0;196;50;2017;2824;161;50.9493670886076;40;12.6582278481013;115;36.3924050632911;133;42.0886075949367;183;57.9113924050633;316;100;0;0;FALSE;NA;NA;NA;NA;NA;0.18;NA;NA;NA;NA;NA;0.18;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"266";2;0;0;686;NA;NA;2010;4550;"8610Z";"12";"ERCAC";"27";100;0;2;1;2011;4305;2;100;0;0;0;0;2;100;0;0;2;100;0;0;FALSE;0.025;0.02;0.2;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"267";1235;121;100;688;656;NA;2014;3059;NA;"12";"ERCAC";"27";100;0;536;412;2017;212;1046;71.8406593406593;181;12.4313186813187;229;15.728021978022;507;34.8214285714286;949;65.1785714285714;1456;100;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;TRUE
"268";0;65;0;691;NA;NA;2009;5035;"7490B";NA;"ERCAC";"27";100;0;37;30;2012;2557;44;67.6923076923077;14;21.5384615384615;7;10.7692307692308;32;49.2307692307692;33;50.7692307692308;0;0;0;0;FALSE;0.025;0;0;0;0.03;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"269";16;67;0;693;695;694;2013;3546;NA;"47";"ERCAC";"37";100;0;40;16;2015;3240;64;77.1084337349398;17;20.4819277108434;2;2.40963855421687;31;37.3493975903614;52;62.6506024096386;83;100;0;0;FALSE;0.15;0.05;NA;NA;0;0.08;0.15;0.05;NA;NA;0;0.08;0.15;0.05;NA;NA;0;0.08;TRUE;FALSE;FALSE
"27";0;117;0;35;NA;NA;1991;11641;"2351Z";"11";"ER11";"2";100;0;96;60;2009;3150;71;60.6837606837607;43;36.7521367521368;3;2.56410256410256;51;43.5897435897436;66;56.4102564102564;117;100;0;0;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"270";11;0;0;700;NA;NA;2010;4428;"1610A";"46";"ERCAC";"27";100;0;7;3;2012;4428;4;36.3636363636364;1;9.09090909090909;6;54.5454545454545;3;27.2727272727273;8;72.7272727272727;11;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"271";362;15;41;702;701;NA;2011;4336;"4632A";"48";"ERCAC";"27";100;0;204;64;2016;259;227;54.3062200956938;35;8.37320574162679;156;37.3205741626794;187;44.7368421052632;231;55.2631578947368;418;100;0;0;FALSE;0.05;0.02;NA;NA;NA;0.14;0.05;0.02;NA;NA;NA;0.14;NA;NA;NA;NA;NA;NA;FALSE;TRUE;TRUE
"272";0;14;0;703;NA;NA;2013;3393;"4222Z";NA;"ERCAC";"27";100;0;12;4;2017;683;10;71.4285714285714;4;28.5714285714286;0;0;4;28.5714285714286;10;71.4285714285714;14;100;0;0;FALSE;NA;NA;NA;NA;0.04;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"273";0;8;0;704;NA;NA;2017;1963;"7830Z";NA;"ERCAC";"27";100;0;4;4;2016;1871;7;87.5;1;12.5;0;0;5;62.5;3;37.5;8;100;0;0;FALSE;NA;0;0;0;0.02;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"274";0;10;0;705;NA;NA;2011;4216;"9499Z";NA;"ERCAC";"27";100;0;6;3;2012;3880;8;80;2;20;0;0;8;80;2;20;0;0;0;0;FALSE;0.03;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"275";796;3;122;707;NA;NA;2016;2510;"7112B";"31";"ERCAC";"38";100;0;452;96;2017;914;445;48.3170466883822;164;17.8067318132465;312;33.8762214983713;394;42.7795874049946;527;57.2204125950054;921;100;0;0;TRUE;0.02;0;0;0;0.03;0.14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"276";0;2;0;708;NA;NA;2018;1779;"2511Z";NA;"ERCAC";"27";100;0;0;0;2014;1249;2;100;0;0;0;0;2;100;0;0;2;100;0;0;FALSE;NA;0.05;0.03;0.04;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"277";42;2;12;714;NA;NA;2013;3515;"4662Z";"49";"ERCAC";"27";100;0;28;5;2018;3515;21;37.5;11;19.6428571428571;24;42.8571428571429;28;50;28;50;56;100;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"278";18;0;0;718;NA;NA;2011;4246;"4322B";NA;"ERCAC";"27";100;0;15;5;2014;3574;6;33.3333333333333;6;33.3333333333333;6;33.3333333333333;8;44.4444444444444;10;55.5555555555556;18;100;0;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"279";46;12;0;730;720;NA;2015;2531;"6420Z";NA;"ERCAC";"27";100;0;39;10;2016;4593;22;37.9310344827586;16;27.5862068965517;20;34.4827586206897;30;51.7241379310345;28;48.2758620689655;58;100;0;0;FALSE;0.1;0.02;0.03;0;0.02;0.06;0.1;0.02;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"28";0;74;0;36;NA;NA;1992;11276;"2441Z";"11";"ER11";"2";100;0;54;23;2007;5646;60;81.0810810810811;14;18.9189189189189;0;0;34;45.945945945946;40;54.0540540540541;0;0;0;0;FALSE;NA;NA;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"280";0;6;0;722;NA;NA;2014;3240;"2562B";NA;"ERCAC";"27";100;0;2;1;2014;1826;4;66.6666666666667;2;33.3333333333333;0;0;2;33.3333333333333;4;66.6666666666667;0;0;0;0;FALSE;0.15;0.2;0.01;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"281";0;4;0;726;NA;NA;2012;3971;"8610Z";NA;"ERCAC";"27";100;0;2;1;2013;3424;4;100;0;0;0;0;2;50;2;50;0;0;0;0;FALSE;0.01;0;0;0;0.02;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"282";6138;637;776;727;731;729;2012;3589;"8810A";"66";"ERCAC";"39";95.0470136405774;4.95298635942259;3985;1336;2018;42095;4825;63.8988213481658;662;8.76705072175871;2064;27.3341279300755;5593;74.0696596477288;1958;25.9303403522712;7549;99.9735134419282;0;0;FALSE;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;NA;NA;NA;NA;0;0;FALSE;FALSE;FALSE
"283";0;10;0;736;NA;NA;2013;3301;"4941B";NA;"ERCAC";"27";100;0;8;3;2014;3301;8;80;2;20;0;0;2;20;8;80;0;0;0;0;FALSE;NA;0;0.01;0.04;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"284";232;0;0;743;744;NA;2014;3240;NA;"12";"ERCAC";"27";100;0;184;58;2014;1049;138;59.4827586206897;92;39.6551724137931;2;0.862068965517241;106;45.6896551724138;126;54.3103448275862;232;100;0;0;FALSE;0.1;0.02;0.05;0.04;0.03;0.2;0.1;0.02;0.05;0.04;0.03;0.2;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"285";576;56;86;746;NA;NA;2015;2875;NA;"12";"ERCAC";"27";100;0;426;167;2017;2205;272;37.883008356546;175;24.3732590529248;271;37.7437325905292;343;47.7715877437326;375;52.2284122562674;718;100;0;0;TRUE;0.04;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"286";1828;284;312;747;748;NA;2014;3150;"8810A";NA;"ERCAC";"27";100;0;1168;790;2017;2785;1515;62.5;296;12.2112211221122;613;25.2887788778878;1736;71.6171617161716;688;28.3828382838284;2424;100;0;0;TRUE;0.02;0;0;0.01;0;0.125;0.02;0;0;0.01;0;0.125;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"287";0;23;0;749;NA;NA;2014;3240;"4651Z";NA;"ERCAC";"27";100;0;14;5;2016;3240;13;56.5217391304348;8;34.7826086956522;2;8.69565217391304;12;52.1739130434783;11;47.8260869565217;0;0;0;0;FALSE;0.03;0;0.01;0.01;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"288";14;0;0;754;755;NA;1990;11916;NA;"12";"ERCAC";"27";100;0;13;11;1992;6527;12;85.7142857142857;2;14.2857142857143;0;0;10;71.4285714285714;4;28.5714285714286;14;100;0;0;FALSE;0.05;0;0;0.06;0.02;0.08;0.05;0;0;0.06;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"289";0;574;0;757;NA;NA;2012;3971;NA;NA;"ERCAC";"27";100;0;416;151;2012;3971;392;68.2926829268293;182;31.7073170731707;0;0;342;59.581881533101;232;40.418118466899;574;100;0;0;FALSE;0.03;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"29";4;0;0;37;NA;NA;2006;5981;"8621Z";"11";"ER11";"2";100;0;4;1;2006;5981;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.025;0;0;0;0.15;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"290";36;0;0;759;NA;NA;1998;9084;NA;"48";"ERCAC";"27";100;0;14;7;2008;4336;32;88.8888888888889;4;11.1111111111111;0;0;16;44.4444444444444;20;55.5555555555556;36;100;0;0;FALSE;0.04;0.2;0.2;0.04;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"291";166;0;0;760;NA;NA;2014;3240;NA;"12";"ERCAC";"27";100;0;88;29;2009;5797;94;56.6265060240964;38;22.8915662650602;34;20.4819277108434;68;40.9638554216867;98;59.0361445783133;166;100;0;0;FALSE;0.025;0;0;0.01;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"292";2;0;0;762;NA;NA;2002;7380;NA;"48";"ERCAC";"27";100;0;2;1;2002;7380;2;100;0;0;0;0;0;0;2;100;2;100;0;0;FALSE;0.03;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"293";0;0;6;550;NA;NA;2019;1414;"6920Z";NA;"ERCAC";"5";100;0;0;0;2019;212;6;100;0;0;0;0;6;100;0;0;6;100;0;0;FALSE;0.03;0;0.01;0;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"294";206;3;0;763;NA;NA;2016;2510;"6920Z";"75";"ERCAC";"5";100;0;138;42;2018;2510;123;58.8516746411483;12;5.74162679425837;74;35.4066985645933;130;62.200956937799;79;37.799043062201;209;100;0;0;FALSE;0.025;0;0.02;0;0.02;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"295";6;0;0;767;NA;NA;2014;3240;NA;"12";"ERCAC";"27";100;0;2;1;2015;2526;4;66.6666666666667;2;33.3333333333333;0;0;2;33.3333333333333;4;66.6666666666667;6;100;0;0;FALSE;0.01;0;0;0.015;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"296";16;0;0;768;NA;NA;1991;11641;NA;"12";"ERCAC";"27";100;0;4;3;2003;3287;11;68.75;1;6.25;4;25;10;62.5;6;37.5;16;100;0;0;FALSE;0.025;0;0;0.01;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"297";0;31;0;770;NA;NA;2014;3240;NA;NA;"ERCAC";"27";100;0;24;8;2015;958;18;58.0645161290323;10;32.258064516129;3;9.67741935483871;17;54.8387096774194;14;45.1612903225806;31;100;0;0;FALSE;0.025;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"298";0;7;0;770;NA;NA;2014;3240;NA;NA;"ERCAC";"27";100;0;0;0;2013;1977;5;71.4285714285714;1;14.2857142857143;1;14.2857142857143;5;71.4285714285714;2;28.5714285714286;7;100;0;0;FALSE;0.04;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"299";443;0;0;770;773;NA;2013;3605;NA;"12";"ERCAC";"27";100;0;335;109;2013;1963;251;56.6591422121896;86;19.4130925507901;106;23.9277652370203;245;55.3047404063205;198;44.6952595936795;443;100;0;0;FALSE;0.04;0.02;NA;NA;NA;NA;0.04;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"3";832;0;0;3;NA;NA;2007;5758;"8610Z";"11";"ER11";"2";100;0;374;242;2008;54541;466;56.0096153846154;128;15.3846153846154;238;28.6057692307692;466;56.0096153846154;366;43.9903846153846;832;100;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"30";0;4;0;38;NA;NA;2012;3971;NA;NA;"ER11";"3";100;0;4;1;2011;3880;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.03;0;0;0;0.15;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"300";0;1;0;771;NA;NA;1995;9907;NA;NA;"ERCAC";"27";100;0;1;1;1995;9907;1;100;0;0;0;0;0;0;1;100;0;0;0;0;FALSE;0;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"301";0;8;0;772;NA;NA;1995;9964;NA;NA;"ERCAC";"27";100;0;3;3;1996;15367;6;75;2;25;0;0;6;75;2;25;0;0;0;0;FALSE;0.04;0.02;0.15;0.1;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"302";32;0;0;774;NA;NA;1996;9541;NA;"12";"ERCAC";"27";100;0;22;8;1999;9541;24;75;4;12.5;4;12.5;20;62.5;12;37.5;32;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"303";450;16;0;778;779;780;2014;3240;NA;"12";"ERCAC";"27";100;0;350;78;2016;1840;194;41.6309012875536;103;22.1030042918455;169;36.2660944206009;245;52.5751072961373;221;47.4248927038627;466;100;0;0;FALSE;0.03;0;0.03;0.015;0.03;0.1;0.03;0;0.03;0.015;0.03;0.1;0.03;0;0.03;0.015;0.03;0.1;FALSE;FALSE;FALSE
"304";3;0;0;781;NA;NA;2011;4336;"8710A";"12";"ERCAC";"27";100;0;1;1;2011;4199;3;100;0;0;0;0;3;100;0;0;3;100;0;0;FALSE;0.2;0.2;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"305";449;0;0;782;783;NA;2009;5066;NA;"12";"ERCAC";"27";100;0;348;153;2009;5066;351;78.173719376392;68;15.1447661469933;30;6.6815144766147;220;48.9977728285078;229;51.0022271714922;449;100;0;0;FALSE;0.03;0;0;0.015;0.03;0.15;0.03;0;0;0.015;0.03;0.15;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"306";0;2;0;785;NA;NA;2013;3454;"4120A";NA;"ERCAC";"27";100;0;2;1;2013;3454;1;50;1;50;0;0;1;50;1;50;2;100;0;0;FALSE;0.01;0;0;0;0.02;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"307";218;0;0;791;795;NA;2005;6268;"8899B";"12";"ERCAC";"27";100;0;175;86;2009;6009;212;97.2477064220184;0;0;6;2.75229357798165;97;44.4954128440367;121;55.5045871559633;218;100;0;0;FALSE;0.025;0;0;0;0.02;0.08;0.025;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"308";4;0;0;792;NA;NA;2005;6346;"8899B";"12";"ERCAC";"27";100;0;0;0;2013;365;4;100;0;0;0;0;4;100;0;0;0;0;0;0;FALSE;0.15;0;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"309";6;0;0;793;NA;NA;2005;6346;"8899B";"12";"ERCAC";"27";100;0;0;0;2007;3959;6;100;0;0;0;0;3;50;3;50;0;0;0;0;FALSE;0;0;0.2;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"31";0;4;0;40;NA;NA;2012;3758;"8690A";NA;"ER11";"3";100;0;4;1;2009;5616;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.025;0.2;0.2;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"310";109;0;0;796;NA;NA;2006;5921;"8899B";"12";"ERCAC";"27";100;0;58;58;2008;2684;106;97.2477064220184;1;0.917431192660551;2;1.8348623853211;50;45.8715596330275;59;54.1284403669725;109;100;0;0;FALSE;0.05;0.05;0.03;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"311";9;0;0;797;NA;NA;2006;5879;"8899B";"12";"ERCAC";"27";100;0;0;0;2008;5047;9;100;0;0;0;0;4;44.4444444444444;5;55.5555555555556;9;100;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"312";69;0;0;798;NA;NA;2005;6224;"8899B";"12";"ERCAC";"27";100;0;30;30;2007;6514;64;92.7536231884058;2;2.89855072463768;3;4.34782608695652;31;44.9275362318841;38;55.0724637681159;69;100;0;0;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"313";2;0;0;799;NA;NA;2011;4245;"8899B";"12";"ERCAC";"27";100;0;0;0;2017;730;2;100;0;0;0;0;1;50;1;50;2;100;0;0;FALSE;0.01;0;0.2;0.1;0.05;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"314";10;0;0;800;NA;NA;2006;5925;"8899B";"12";"ERCAC";"27";100;0;0;0;2010;4450;10;100;0;0;0;0;7;70;3;30;10;100;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"315";0;160;0;804;805;NA;2011;4277;"2932Z";"12";"ERCAC";"40";100;0;14;5;2013;1645;104;65;54;33.75;2;1.25;76;47.5;84;52.5;0;0;0;0;FALSE;0.3;0.2;0;0;0.02;0.06;0.3;0.2;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"316";0;5;0;807;NA;NA;2013;3362;NA;NA;"ERCAC";"27";100;0;2;1;2013;1402;2;40;2;40;1;20;2;40;3;60;5;100;0;0;FALSE;0.1;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"317";0;4;0;808;NA;NA;2020;1049;NA;NA;"ERCAC";"27";100;0;2;2;2015;714;4;100;0;0;0;0;0;0;4;100;4;100;0;0;FALSE;NA;NA;NA;0;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"318";84;0;14;811;NA;NA;2017;2144;"8899B";"12";"ERCAC";"41";100;0;66;26;2018;2144;65;66.3265306122449;5;5.10204081632653;28;28.5714285714286;48;48.9795918367347;50;51.0204081632653;98;100;0;0;FALSE;0;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"319";0;6;0;812;NA;NA;2012;3940;"7010Z";NA;"ERCAC";"27";100;0;4;2;2017;2328;6;100;0;0;0;0;2;33.3333333333333;4;66.6666666666667;0;0;0;0;FALSE;0.15;0.15;0.05;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"32";2134;87;387;41;42;43;2016;2022;"8690A";"11";"ERCAC";"7";71.9708588957055;28.0291411042945;1391;594;2018;61584;1579;60.5444785276074;302;11.579754601227;727;27.8757668711656;1187;45.5138036809816;1421;54.4861963190184;2608;100;0;0;FALSE;0;-0.05;NA;NA;0;0;0;-0.05;NA;NA;0;0;0;-0.05;NA;NA;0;0;FALSE;FALSE;FALSE
"320";0;1;0;813;NA;NA;2014;3181;"7010Z";NA;"ERCAC";"27";100;0;1;1;2015;2875;1;100;0;0;0;0;0;0;1;100;0;0;0;0;FALSE;0.05;0.2;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"321";0;7;0;814;NA;NA;2010;4670;"7010Z";NA;"ERCAC";"27";100;0;3;3;2013;4155;6;85.7142857142857;1;14.2857142857143;0;0;5;71.4285714285714;2;28.5714285714286;0;0;0;0;FALSE;0.2;0.2;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"322";1;90;0;815;NA;NA;1998;9075;"7010Z";"12";"ERCAC";"27";100;0;70;54;2005;4748;67;73.6263736263736;24;26.3736263736264;0;0;52;57.1428571428571;39;42.8571428571429;0;0;0;0;FALSE;0.03;0;0;0.04;0.06;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"323";0;3;0;816;NA;NA;2010;4701;"7010Z";NA;"ERCAC";"27";100;0;1;1;2012;4701;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;0;0;0;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"324";0;248;0;817;NA;NA;2015;2875;"7010Z";NA;"ERCAC";"27";100;0;202;145;2015;2510;170;68.5483870967742;70;28.2258064516129;8;3.2258064516129;142;57.258064516129;106;42.741935483871;248;100;0;0;FALSE;0.15;0.1;0.15;0.015;0.06;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"325";0;259;0;923;926;820;1996;9748;NA;NA;"ERCAC";"27";100;0;125;107;2011;5506;205;79.1505791505791;54;20.8494208494208;0;0;155;59.8455598455598;104;40.1544401544402;178;68.7258687258687;0;0;FALSE;0.04;0.05;0.01;0.04;0.03;0.08;0.04;0.05;0.01;0.04;0.03;0.08;0.04;0.05;0.01;0.04;0.03;0.08;FALSE;FALSE;FALSE
"326";20;71;0;822;852;NA;1986;12959;NA;"12";"ERCAC";"27";100;0;68;57;1996;30574;67;73.6263736263736;24;26.3736263736264;0;0;49;53.8461538461538;42;46.1538461538462;91;100;0;0;FALSE;0.15;0.02;0;0.08;0.06;0.2;0.15;0.02;0;0.08;0.06;0.2;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"327";0;4;0;824;NA;NA;2016;2510;"4673A";NA;"ERCAC";"5";100;0;2;1;2017;2419;4;100;0;0;0;0;4;100;0;0;4;100;0;0;FALSE;0.025;0.2;0.2;0.1;0.06;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"328";12;0;0;825;NA;NA;2013;3605;NA;"94";"ERCAC";"27";100;0;0;0;2013;2281;6;50;0;0;6;50;2;16.6666666666667;10;83.3333333333333;0;0;0;0;FALSE;0.025;0.05;0.03;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"329";0;5;0;826;NA;NA;2019;1414;"741C";NA;"ERCAC";"27";100;0;1;1;2006;9708;4;80;1;20;0;0;4;80;1;20;5;100;0;0;FALSE;0.01;0;NA;NA;NA;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"33";0;4;0;45;NA;NA;1996;9633;"4634Z";"11";"ER11";"2";100;0;2;1;2003;7376;4;100;0;0;0;0;4;100;0;0;0;0;0;0;FALSE;NA;NA;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"330";34;0;0;827;NA;NA;2011;4305;"8720A";"48";"ERCAC";"27";100;0;20;10;2013;2585;34;100;0;0;0;0;14;41.1764705882353;20;58.8235294117647;34;100;0;0;FALSE;0.025;0.02;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
