"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Annee_adhesion";"Tps_adh_entreprise";"Max_code_ape";"Max_departement";"Max_regroup1";"Max_regroup4";"BASE_percent";"OPTION_percent";"Nb_pers";"Nb_fam";"Anciennete_moy";"Tps_adh_moy_pers";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo";"Respo_percent";"Non_respo";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022"
"1";283;0;14;1;NA;NA;2022;318;"2932Z";NA;"ERCAC";"1";100;0;258;109;2022;318;127;42.7609427609428;60;20.2020202020202;110;37.037037037037;126;42.4242424242424;171;57.5757575757576;297;100;0;0;TRUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"10";26;0;0;10;NA;NA;2008;5098;"8730A";"66";"ER66";"3";100;0;7;3;2009;8525;12;46.1538461538462;5;19.2307692307692;9;34.6153846153846;14;53.8461538461538;12;46.1538461538462;0;0;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"100";36;0;0;332;NA;NA;1994;10211;"4711D";"66";"ER66";"17";100;0;22;5;2009;3181;16;44.4444444444444;4;11.1111111111111;16;44.4444444444444;20;55.5555555555556;16;44.4444444444444;36;100;0;0;FALSE;0.025;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"1000";0;26;0;2800;NA;NA;2019;1414;"8899B";NA;"ER11";"5";100;0;22;7;2016;2510;16;61.5384615384615;10;38.4615384615385;0;0;16;61.5384615384615;10;38.4615384615385;26;100;0;0;FALSE;NA;NA;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE
"1001";0;31;0;2805;NA;NA;2016;2510;NA;NA;"ER11";"2";100;0;12;4;2016;2510;19;61.2903225806452;7;22.5806451612903;5;16.1290322580645;18;58.0645161290323;13;41.9354838709677;31;100;0;0;FALSE;0.04;0.02;0;0.01;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"1002";16;0;6;2828;53;NA;2021;563;NA;NA;"ER11";"5";100;0;2;1;2018;184;12;54.5454545454545;0;0;10;45.4545454545455;16;72.7272727272727;6;27.2727272727273;22;100;0;0;FALSE;0.03;0;0.01;0;0.03;0.15;0.03;0;0.01;0;0.03;0.15;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"1003";239;0;27;2883;NA;NA;2022;318;"742C";"19";"ERCAC";"125";100;0;151;53;2019;1414;162;60.9022556390977;18;6.76691729323308;86;32.3308270676692;109;40.9774436090226;157;59.0225563909774;266;100;0;0;FALSE;NA;NA;0;0.04;0.015;0.015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"1004";1681;169;210;2888;2887;NA;2015;2875;"4511Z";"12";"ERCAC";"126";100;0;1114;360;2017;2875;1262;61.2621359223301;303;14.7087378640777;495;24.0291262135922;764;37.0873786407767;1296;62.9126213592233;2060;100;0;0;TRUE;0.04;0.02;0.01;0;0.03;0.14;0.04;0.02;0.01;0;0.03;0.14;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE
"1005";0;8;0;2897;NA;NA;2017;1871;"7010Z";NA;"ER11";"127";100;0;6;2;2017;2144;5;62.5;3;37.5;0;0;3;37.5;5;62.5;8;100;0;0;FALSE;NA;0;0.03;0;0.2;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"1006";0;16;0;2906;NA;NA;2015;2816;"6420Z";NA;"ER11";"128";100;0;6;2;2015;2072;8;50;4;25;4;25;8;50;8;50;16;100;0;0;FALSE;0.05;0.05;0.05;0;0.1;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"1007";0;22;0;2922;2923;NA;2016;2510;NA;NA;"ERCAC";"5";100;0;22;7;2016;2510;14;63.6363636363636;8;36.3636363636364;0;0;12;54.5454545454545;10;45.4545454545455;22;100;0;0;FALSE;0.04;0.1;0;0;0.02;0.08;0.04;0.1;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"1008";0;2;0;2924;NA;NA;2016;2510;NA;NA;"ERCAC";"5";100;0;2;1;2016;2510;2;100;0;0;0;0;2;100;0;0;2;100;0;0;FALSE;0.01;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"101";0;4;0;333;NA;NA;2008;5432;NA;NA;"ER66";"3";100;0;4;1;2007;5372;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.15;0;0;0;0.04;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"102";4;0;0;334;NA;NA;2003;7015;"3011Z";"66";"ER66";"17";100;0;0;0;2003;5966;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.04;0.2;0.2;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"103";4;0;0;335;NA;NA;2003;7258;"1071B";"66";"ER66";"3";100;0;0;0;2006;3073;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.01;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"104";6;0;2;336;60;NA;2015;2541;"7010Z";"66";"ER66";"3";100;0;0;0;2019;92;8;100;0;0;0;0;0;0;8;100;8;100;0;0;FALSE;0.03;0;0.2;0.1;0.02;0.1;0.03;0;0.2;0.1;0.02;0.1;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"105";0;2;0;337;NA;NA;2004;6619;NA;"66";"ER66";"17";100;0;2;1;2004;6588;2;100;0;0;0;0;2;100;0;0;2;100;0;0;FALSE;0.01;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"106";0;42;0;750;751;340;2017;2109;"3103Z";NA;"ERCAC";"27";100;0;23;16;2017;15843;29;69.0476190476191;13;30.952380952381;0;0;15;35.7142857142857;27;64.2857142857143;42;100;0;0;FALSE;0.025;0;0;0;0.03;0.15;0.025;0;0;0;0.03;0.15;0.025;0;0;0;0.03;0.15;FALSE;FALSE;FALSE
"107";0;2;0;340;NA;NA;2006;5981;"7711A";NA;"ER66";"3";100;0;2;1;2006;5981;1;50;1;50;0;0;1;50;1;50;2;100;0;0;FALSE;0.025;0;0;0;0.03;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"108";2;0;0;341;NA;NA;2002;7472;"552F";"66";"ER66";"17";100;0;2;1;2002;7472;2;100;0;0;0;0;0;0;2;100;2;100;0;0;FALSE;0.01;0;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"109";16076;1474;2059;641;2799;788;2016;2442;"8899B";"66";"ERCAC";"19";88.194196542404;11.805803457596;11314;3177;2018;24600;11787;60.1101535009434;1693;8.63379060635422;6129;31.2560558927023;12203;62.2316283339283;7406;37.7683716660717;19609;100;0;0;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE
"11";0;4;0;11;NA;NA;2009;5066;NA;"11";"ER11";"3";100;0;4;1;2007;5066;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.025;0;0;0.04;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"110";34;0;0;345;NA;NA;2002;7623;"9200Z";"66";"ER66";"17";100;0;28;7;2002;7350;18;52.9411764705882;10;29.4117647058824;6;17.6470588235294;22;64.7058823529412;12;35.2941176470588;34;100;0;0;FALSE;0.01;0;0;0;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"111";6;3;0;346;NA;NA;2003;7199;NA;"51";"ER66";"3";100;0;6;2;2011;6254;7;77.7777777777778;2;22.2222222222222;0;0;5;55.5555555555556;4;44.4444444444444;9;100;0;0;FALSE;0.1;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"112";2;0;0;347;NA;NA;2003;7199;NA;"51";"ER66";"3";0;100;2;1;2005;6254;1;50;1;50;0;0;1;50;1;50;2;100;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"113";14;5;0;348;NA;NA;2004;6893;"3312Z";"66";"ER66";"3";100;0;8;2;2010;1341;7;36.8421052631579;6;31.5789473684211;6;31.5789473684211;8;42.1052631578947;11;57.8947368421053;19;100;0;0;FALSE;0.04;0.05;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"114";14;0;0;349;NA;NA;2004;6802;"8730A";"66";"ER66";"17";100;0;8;3;2006;6802;6;42.8571428571429;4;28.5714285714286;4;28.5714285714286;8;57.1428571428571;6;42.8571428571429;14;100;0;0;FALSE;0.04;0;0;0;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"115";8;0;0;350;NA;NA;2004;6802;"4631Z";"66";"ER66";"17";100;0;4;1;2006;6802;4;50;2;25;2;25;6;75;2;25;8;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"116";6;0;0;351;NA;NA;2004;6711;"7022Z";"66";"ER66";"17";100;0;6;3;2004;6711;6;100;0;0;0;0;2;33.3333333333333;4;66.6666666666667;6;100;0;0;FALSE;0.01;0;0.03;0.015;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"117";134;0;0;353;354;352;2004;6619;NA;"66";"ER66";"17";100;0;48;15;2008;6103;62;46.2686567164179;26;19.4029850746269;46;34.3283582089552;58;43.2835820895522;76;56.7164179104478;134;100;0;0;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"118";112;0;0;356;355;357;2000;8354;"930D";"66";"ER66";"17";100;0;34;12;2005;3546;76;67.8571428571429;8;7.14285714285714;28;25;74;66.0714285714286;38;33.9285714285714;112;100;0;0;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"119";0;4;0;358;NA;NA;1900;44878;"751A";NA;"ER66";"17";100;0;4;2;2002;7807;3;75;1;25;0;0;1;25;3;75;0;0;0;0;FALSE;0;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"12";7;2;0;12;NA;NA;2014;2784;"6920Z";"11";"ER11";"3";0;100;9;5;2014;12506;5;55.5555555555556;2;22.2222222222222;2;22.2222222222222;5;55.5555555555556;4;44.4444444444444;9;100;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"120";26;0;0;362;NA;NA;2000;8354;"911A";"66";"ER66";"17";100;0;2;1;2004;7732;16;61.5384615384615;4;15.3846153846154;6;23.0769230769231;12;46.1538461538462;14;53.8461538461538;26;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"121";0;6;0;364;NA;NA;1900;44878;"4631Z";"66";"ER66";"17";100;0;2;1;2004;5540;5;83.3333333333333;1;16.6666666666667;0;0;1;16.6666666666667;5;83.3333333333333;0;0;0;0;FALSE;0.05;0;0.05;0.015;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"122";0;10;0;367;NA;NA;1900;44878;"8610Z";NA;"ER66";"17";100;0;4;1;2009;7807;8;80;2;20;0;0;8;80;2;20;10;100;0;0;FALSE;0.05;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"123";0;2;0;368;NA;NA;1995;10121;NA;NA;"ER66";"17";100;0;0;0;2007;3441;2;100;0;0;0;0;2;100;0;0;0;0;0;0;FALSE;0.01;0.2;0.2;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"124";2;0;0;370;NA;NA;1995;10149;"4511Z";"66";"ER66";"17";100;0;0;0;2001;6209;2;100;0;0;0;0;0;0;2;100;2;100;0;0;FALSE;0.04;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"125";0;11;0;371;NA;NA;1997;9449;NA;NA;"ER66";"17";100;0;8;3;2010;78;8;72.7272727272727;3;27.2727272727273;0;0;6;54.5454545454545;5;45.4545454545455;0;0;0;0;FALSE;NA;NA;NA;NA;0.2;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"126";0;108;0;373;374;375;2008;5432;NA;NA;"ER66";"17";100;0;52;22;2009;4536;82;75.9259259259259;22;20.3703703703704;4;3.7037037037037;77;71.2962962962963;31;28.7037037037037;12;11.1111111111111;0;0;FALSE;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;FALSE;FALSE;FALSE
"127";0;94;0;377;NA;NA;1996;9815;NA;NA;"ER66";"3";100;0;64;22;2005;6711;66;70.2127659574468;28;29.7872340425532;0;0;58;61.7021276595745;36;38.2978723404255;94;100;0;0;FALSE;0.05;0.02;0.01;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"128";10;21;0;378;NA;NA;1900;44878;NA;"11";"ER66";"17";100;0;17;11;2002;6240;26;83.8709677419355;3;9.67741935483871;2;6.45161290322581;20;64.5161290322581;11;35.4838709677419;31;100;0;0;FALSE;0.04;0.1;0.2;0.08;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"129";0;24;0;379;NA;NA;1900;44878;NA;NA;"ER66";"17";100;0;16;6;2004;6543;18;75;6;25;0;0;12;50;12;50;24;100;0;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"13";1340;2064;227;13;517;924;2012;3775;"2932Z";"12";"ERCAC";"4";0;100;1967;1472;2015;269413;2590;71.3302120627926;741;20.4076012117874;300;8.26218672541999;1767;48.6642798127238;1864;51.3357201872762;3474;95.6761222803635;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"130";2;0;0;381;NA;NA;1900;44878;"8610Z";"66";"ER66";"17";100;0;0;0;2001;7183;2;100;0;0;0;0;0;0;2;100;2;100;0;0;FALSE;0.2;0.02;0;0;0.02;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"131";6;0;0;384;NA;NA;1900;44878;"8610Z";"75";"ER66";"17";100;0;0;0;2001;6574;2;33.3333333333333;0;0;4;66.6666666666667;4;66.6666666666667;2;33.3333333333333;6;100;0;0;FALSE;0.025;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"132";6;0;0;385;NA;NA;1900;44878;"4631Z";"66";"ER66";"17";100;0;6;3;2002;7988;6;100;0;0;0;0;4;66.6666666666667;2;33.3333333333333;6;100;0;0;FALSE;0.01;0;0;0.04;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"133";0;32;0;386;NA;NA;2010;4581;NA;NA;"ER66";"3";100;0;16;7;2010;3167;22;68.75;10;31.25;0;0;16;50;16;50;32;100;0;0;FALSE;0.03;0.05;0;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"134";20;0;0;388;NA;NA;1900;44878;"4511Z";"66";"ER66";"17";100;0;10;3;2001;7988;10;50;8;40;2;10;12;60;8;40;20;100;0;0;FALSE;0.1;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"135";144;5;0;391;389;390;2002;7623;"9499Z";"66";"ER66";"17";100;0;116;37;2008;7623;85;57.0469798657718;28;18.7919463087248;36;24.1610738255034;89;59.7315436241611;60;40.2684563758389;149;100;0;0;FALSE;0.03;0.02;0;0;0.02;0.1;0.03;0.02;0;0;0.02;0.1;0.03;0.02;0;0;0.02;0.1;FALSE;FALSE;FALSE
"136";2;0;0;392;NA;NA;1900;44878;"8610Z";"66";"ER66";"17";100;0;0;0;2002;6117;2;100;0;0;0;0;2;100;0;0;2;100;0;0;FALSE;0.01;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"137";12;0;0;394;NA;NA;2005;6527;"1082Z";"66";"ER66";"17";100;0;12;3;2005;6315;6;50;2;16.6666666666667;4;33.3333333333333;8;66.6666666666667;4;33.3333333333333;12;100;0;0;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"138";0;4;0;395;NA;NA;2005;6527;NA;NA;"ER66";"3";100;0;4;1;2008;3880;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"139";0;36;0;397;NA;NA;2008;5341;NA;NA;"ER66";"3";100;0;26;10;2008;3835;28;77.7777777777778;8;22.2222222222222;0;0;20;55.5555555555556;16;44.4444444444444;36;100;0;0;FALSE;0.05;0.15;0.05;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"14";29;9;4;14;96;57;2011;3957;"4334Z";"11";"ER11";"2";0;100;23;12;2012;22050;21;50;7;16.6666666666667;14;33.3333333333333;23;54.7619047619048;19;45.2380952380952;0;0;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"140";16;0;0;400;399;398;2005;6527;NA;"66";"ER66";"17";100;0;8;3;2005;5797;10;62.5;2;12.5;4;25;8;50;8;50;16;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"141";54;0;0;401;NA;NA;2005;6527;"853C";"66";"ER66";"17";100;0;24;12;2016;1383;48;88.8888888888889;2;3.7037037037037;4;7.40740740740741;26;48.1481481481481;28;51.8518518518518;54;100;0;0;FALSE;0.025;0;0;0;0.04;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"142";24;0;0;403;NA;NA;2011;4246;"7112B";"66";"ER66";"3";100;0;10;2;2014;335;10;41.6666666666667;4;16.6666666666667;10;41.6666666666667;16;66.6666666666667;8;33.3333333333333;24;100;0;0;FALSE;0.04;0.05;0.05;0.06;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"143";6;0;0;404;NA;NA;2006;6162;"4752B";"66";"ER66";"3";100;0;6;3;2010;6162;6;100;0;0;0;0;2;33.3333333333333;4;66.6666666666667;6;100;0;0;FALSE;0.1;0;0;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"144";36;0;0;409;407;408;2009;5066;"1011Z";"66";"ER66";"17";100;0;14;3;2011;4267;16;44.4444444444444;8;22.2222222222222;12;33.3333333333333;16;44.4444444444444;20;55.5555555555556;36;100;0;0;FALSE;0.04;0.05;0.2;0.06;0.2;0.2;0.04;0.05;0.2;0.06;0.2;0.2;0.04;0.05;0.2;0.06;0.2;0.2;FALSE;FALSE;FALSE
"145";2;0;0;410;NA;NA;2011;4155;"4649Z";NA;"ER66";"3";100;0;2;1;2008;4155;2;100;0;0;0;0;0;0;2;100;2;100;0;0;FALSE;0;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"146";48;3;0;413;414;NA;2011;4277;"4673A";"66";"ER66";"3";100;0;26;10;2016;318;35;68.6274509803922;6;11.7647058823529;10;19.6078431372549;23;45.0980392156863;28;54.9019607843137;51;100;0;0;FALSE;NA;0;0;0;0.02;0.08;NA;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"147";208;18;40;415;2125;2745;2012;3608;"6831Z";"66";"ER66";"21";89.0977443609023;10.9022556390977;159;45;2016;20742;165;62.0300751879699;25;9.3984962406015;76;28.5714285714286;149;56.015037593985;117;43.984962406015;266;100;0;0;FALSE;NA;NA;0.05;0.015;0.06;0.16;NA;NA;0.05;0.015;0.06;0.16;NA;NA;0.05;0.015;0.06;0.16;FALSE;FALSE;FALSE
"148";4;0;0;416;417;416;2007;5797;NA;"66";"ER66";"17";100;0;2;1;2007;5677;4;100;0;0;0;0;4;100;0;0;4;100;0;0;FALSE;0;0;0.05;0.015;0.02;0.06;0;0;0.05;0.015;0.02;0.06;0;0;0.05;0.015;0.02;0.06;FALSE;FALSE;FALSE
"149";0;258;0;418;NA;NA;1900;44878;NA;"66";"ER66";"17";100;0;174;75;2001;7988;200;77.5193798449613;58;22.4806201550388;0;0;168;65.1162790697674;90;34.8837209302326;258;100;0;0;FALSE;0.025;0;0;0;0.02;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"15";2674;891;84;435;2292;2882;2016;2223;"8710A";"19";"ERCAC";"5";100;0;1929;726;2017;135828;2591;71.0057550013702;496;13.5927651411346;562;15.4014798574952;1846;50.5892025212387;1803;49.4107974787613;3649;100;0;0;FALSE;0.02;0;0.01;0;0.03;0.08;0.02;0;0.01;0;0.03;0.08;0.02;0;0.01;0;0.03;0.08;FALSE;FALSE;FALSE
"150";114;6;0;419;NA;NA;1900;44878;"8810C";"66";"ER66";"17";100;0;60;27;2007;2236;102;85;4;3.33333333333333;14;11.6666666666667;43;35.8333333333333;77;64.1666666666667;120;100;0;0;FALSE;0.025;0;0;0;0.1;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"151";18;0;0;420;NA;NA;2010;4701;"853C";"66";"ER66";"17";100;0;12;6;2010;3012;18;100;0;0;0;0;6;33.3333333333333;12;66.6666666666667;18;100;0;0;FALSE;0.01;0.1;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"152";193;0;24;421;422;424;2017;1929;NA;NA;"ERMNSPF";"22";69.1244239631336;30.8755760368664;149;29;2019;11542;139;64.0552995391705;17;7.83410138248848;61;28.110599078341;136;62.6728110599078;81;37.3271889400922;217;100;0;0;FALSE;0;0;NA;NA;0.05;0.25;0;0;NA;NA;0.05;0.25;0;0;NA;NA;0.05;0.25;FALSE;FALSE;FALSE
"153";0;166;0;429;NA;NA;1998;8750;"634C";NA;"ER31";"24";100;0;74;25;2004;4962;88;53.0120481927711;42;25.3012048192771;36;21.6867469879518;98;59.0361445783133;68;40.9638554216867;0;0;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"154";30;0;0;432;NA;NA;2012;3971;NA;NA;"ER31";"24";100;0;30;10;2014;3240;20;66.6666666666667;8;26.6666666666667;2;6.66666666666667;18;60;12;40;0;0;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"155";0;149;0;438;437;436;2017;1963;NA;NA;"ER31";"5";100;0;92;31;2015;4246;98;65.7718120805369;47;31.5436241610738;4;2.68456375838926;79;53.0201342281879;70;46.9798657718121;149;100;0;0;FALSE;0.01;0.01;0;0.01;0.02;0.1;0.01;0.01;0;0.01;0.02;0.1;0.01;0.01;0;0.01;0.02;0.1;FALSE;FALSE;FALSE
"156";314;21;48;443;NA;NA;2007;5766;"321C";NA;"ER31";"24";100;0;178;48;2015;61;226;59.0078328981723;50;13.0548302872063;107;27.9373368146214;176;45.9530026109661;207;54.0469973890339;383;100;0;0;TRUE;0.01;0;NA;NA;NA;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"157";0;12;0;463;NA;NA;2009;5066;"284A";NA;"ER31";"24";100;0;8;2;2014;3120;6;50;6;50;0;0;6;50;6;50;0;0;0;0;FALSE;0.03;0.2;0.2;0.1;0.2;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"158";0;2;97;2381;469;NA;2014;3018;"4941A";NA;"ER31";"24";100;0;2;1;2016;4751;36;36.3636363636364;16;16.1616161616162;47;47.4747474747475;49;49.4949494949495;50;50.5050505050505;99;100;0;0;FALSE;0.05;0;0.05;0.06;0.1;0.06;0.05;0;0.05;0.06;0.1;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"159";11;0;0;476;NA;NA;2021;683;"4771Z";NA;"ER31";"13";100;0;6;4;2021;2049;7;63.6363636363636;3;27.2727272727273;1;9.09090909090909;5;45.4545454545455;6;54.5454545454545;0;0;0;0;FALSE;NA;NA;NA;NA;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"16";561;29;31;2444;2148;1713;2016;2143;"4332A";"19";"ERCAC";"5";100;0;311;158;2018;32216;426;68.5990338164251;60;9.66183574879227;135;21.7391304347826;239;38.4863123993559;382;61.5136876006441;621;100;0;0;FALSE;0.05;0;0.01;0;0.05;0.2;0.05;0;0.01;0;0.05;0.2;0.05;0;0.01;0;0.05;0.2;FALSE;FALSE;FALSE
