"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018";"Actifs_2018";"Non_actifs_2018";"Portabilite_2018";"Asspri_2018";"Conjoint_2018";"Enfants_2018";"Femmes_2018";"Hommes_2018";"Respo_2018";"Non_respo_2018";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019";"Actifs_2019";"Non_actifs_2019";"Portabilite_2019";"Asspri_2019";"Conjoint_2019";"Enfants_2019";"Femmes_2019";"Hommes_2019";"Respo_2019";"Non_respo_2019";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020";"Actifs_2020";"Non_actifs_2020";"Portabilite_2020";"Asspri_2020";"Conjoint_2020";"Enfants_2020";"Femmes_2020";"Hommes_2020";"Respo_2020";"Non_respo_2020";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021";"Actifs_2021";"Non_actifs_2021";"Portabilite_2021";"Asspri_2021";"Conjoint_2021";"Enfants_2021";"Femmes_2021";"Hommes_2021";"Respo_2021";"Non_respo_2021";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022";"Actifs_2022";"Non_actifs_2022";"Portabilite_2022";"Asspri_2022";"Conjoint_2022";"Enfants_2022";"Femmes_2022";"Hommes_2022";"Respo_2022";"Non_respo_2022";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"1";"2932Z";NA;"ERCAC";"1";"1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;287;121;287;0;117;0;4;121;58;108;122;165;287;0;NA;0.06;1;1;FALSE;TRUE
"10";"8730A";"66";"ER66";"3";"10";22;11;22;0;11;0;0;11;5;6;13;9;0;22;0.041;9.9;8.2;17;8;17;0;8;0;0;8;3;6;10;7;0;17;0;11.1;9.9;9;5;9;0;5;0;0;5;2;2;6;3;0;9;0.035;11.9;10.7;FALSE;8;4;8;0;4;0;0;4;2;2;5;3;0;8;0.03;13.1;12.1;FALSE;7;3;7;0;3;0;0;3;2;2;4;3;0;7;0.035;0.05;14.5;13.8;FALSE;FALSE
"100";"4711D";"66";"ER66";"17";"332";13;6;13;0;6;0;0;6;1;6;7;6;13;0;0.025;24.1;8.9;13;6;13;0;6;0;0;6;1;6;7;6;13;0;0;25.1;9.9;13;6;13;0;6;0;0;6;1;6;7;6;13;0;0;26.1;10.9;FALSE;13;6;13;0;6;0;0;6;1;6;7;6;13;0;0;27.1;11.9;FALSE;11;5;11;0;5;0;0;5;1;5;6;5;11;0;0.02;0.25;28.1;13;FALSE;FALSE
"1000";"8899B";NA;"ER11";"5";"2800";13;8;13;0;0;8;0;8;5;0;8;5;13;0;NA;0;3;13;8;13;0;0;8;0;8;5;0;8;5;13;0;NA;1;4;13;8;13;0;0;8;0;8;5;0;8;5;13;0;0;2;5;FALSE;13;8;13;0;0;8;0;8;5;0;8;5;13;0;0;3;6;FALSE;11;7;11;0;0;7;0;7;4;0;7;4;11;0;0.02;0.08;4;7;TRUE;FALSE
"1001";NA;NA;"ER11";"2";"2805";9;6;9;0;0;5;0;5;3;1;5;4;9;0;0.04;3;2.7;9;6;9;0;0;6;0;6;2;1;6;3;9;0;0.02;4;3.3;7;6;7;0;0;6;0;6;1;0;4;3;7;0;0;5;4.2;FALSE;6;5;6;0;0;5;0;5;1;0;4;2;6;0;0.01;6;5.1;FALSE;6;5;6;0;0;5;0;5;1;0;4;2;6;0;0.02;0.08;7;6.1;FALSE;FALSE
"1002";NA;NA;"ER11";"5";"2828";4;2;4;0;2;0;0;2;0;2;3;1;4;0;NA;1.8;2.1;3;1;3;0;1;0;0;1;0;2;2;1;3;0;NA;2.8;2.8;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;3.8;0.1;FALSE;3;2;3;0;1;0;1;2;0;1;1;2;3;0;NA;0.7;0.6;FALSE;4;3;4;0;1;0;2;3;0;1;2;2;4;0;NA;0.25;1.7;1.5;FALSE;FALSE
"1003";"742C";"19";"ERCAC";"125";"2883";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;56;92;0;51;0;4;55;6;31;37;55;92;0;NA;-2;0.9;90;56;90;0;50;0;4;54;4;32;39;51;90;0;0;-1;1.6;FALSE;89;59;89;0;52;0;5;57;4;28;38;51;89;0;0.04;0;2.5;FALSE;89;57;89;0;54;0;1;55;3;31;38;51;89;0;0.015;0.015;1;3;FALSE;FALSE
"1004";"4511Z";"12";"ERCAC";"126";"2887";540;333;540;0;275;35;16;326;77;137;200;340;540;0;0.04;4;2.9;556;348;556;0;295;32;14;341;76;139;210;346;556;0;0.02;5;3.4;599;384;599;0;328;34;16;378;81;140;223;376;599;0;0.01;6;3.8;TRUE;612;385;612;0;335;32;14;381;87;144;224;388;612;0;0;7;4.2;FALSE;582;370;582;0;325;29;9;363;82;137;219;363;582;0;0.03;0.14;8;4.9;FALSE;TRUE
"1005";"7010Z";NA;"ER11";"127";"2897";3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;1.2;1.7;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;2.2;2.7;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;3.3;3.7;FALSE;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;4.3;4.7;FALSE;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;NA;5.3;5.7;FALSE;FALSE
"1006";"6420Z";NA;"ER11";"128";"2906";8;4;8;0;0;4;0;4;2;2;4;4;8;0;NA;3.8;3.3;8;4;8;0;0;4;0;4;2;2;4;4;8;0;NA;4.8;4.3;8;4;8;0;0;4;0;4;2;2;4;4;8;0;NA;5.8;5.3;FALSE;4;3;4;0;0;3;0;3;1;0;2;2;4;0;NA;6.8;6.2;FALSE;3;2;3;0;0;2;0;2;1;0;2;1;3;0;NA;NA;7.8;7.1;FALSE;FALSE
"1007";NA;NA;"ERCAC";"5";"2922";11;7;11;0;0;7;0;7;4;0;6;5;11;0;0.04;3;2.9;11;7;11;0;0;7;0;7;4;0;6;5;11;0;0.1;4;3.9;11;7;11;0;0;7;0;7;4;0;6;5;11;0;0;5;4.9;FALSE;11;7;11;0;0;7;0;7;4;0;6;5;11;0;0;6;5.9;FALSE;11;7;11;0;0;7;0;7;4;0;6;5;11;0;0.02;0.08;7;6.9;FALSE;FALSE
"1008";NA;NA;"ERCAC";"5";"2924";1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;3;3;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;4;4;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;5;5;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;6;6;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;7;7;FALSE;FALSE
"101";NA;NA;"ER66";"3";"333";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;11;11.2;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;12;12.2;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;13;13.2;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;14;14.2;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;15;15.2;FALSE;FALSE
"105";NA;"66";"ER66";"17";"337";1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;14.3;14.2;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;15.3;15.2;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;16.3;16.2;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;17.3;17.2;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;18.3;18.2;FALSE;FALSE
"106";"3103Z";NA;"ERCAC";"27";"750";18;13;18;0;0;13;0;13;5;0;6;12;18;0;0.04;3.2;5.1;13;10;13;0;0;10;0;10;3;0;3;10;13;0;NA;5;5.8;14;10;14;0;0;10;0;10;4;0;4;10;14;0;NA;5.6;5.7;FALSE;14;10;14;0;0;9;0;9;5;0;4;10;14;0;NA;6.2;4.1;FALSE;12;9;12;0;0;8;0;8;4;0;3;9;12;0;NA;0.1;7.1;5.2;FALSE;FALSE
"107";"7711A";NA;"ER66";"3";"340";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;12.5;12.5;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;13.5;13.5;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;14.5;14.5;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;15.5;15.5;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;16.5;16.5;FALSE;FALSE
"108";"552F";"66";"ER66";"17";"341";1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;16.6;16.6;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;17.6;17.6;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;18.6;18.6;FALSE;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;19.6;19.6;FALSE;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;NA;20.6;20.6;FALSE;FALSE
"109";"8899B";"15";"ERCAC";"19";"641";3751;2321;2714;1037;1877;187;204;2268;320;1163;2283;1468;3751;0;0;2.9;2.3;4627;2913;3498;1129;2468;208;175;2851;357;1419;2884;1743;4627;0;0;3.8;2.7;4823;3058;3625;1198;2651;212;141;3004;376;1443;3033;1790;4823;0;0;4.8;3.4;FALSE;5116;3242;3834;1282;2865;207;121;3193;400;1523;3234;1882;5116;0;0;5.8;3.7;FALSE;5143;3263;3813;1330;2959;194;65;3218;399;1526;3223;1920;5143;0;0;0;6.8;4.1;FALSE;FALSE
"11";NA;"11";"ER11";"3";"11";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;10;12;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;11;13;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;12;14;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;13;15;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;14;16;FALSE;FALSE
"110";"9200Z";"66";"ER66";"17";"345";16;9;16;0;9;0;0;9;5;2;10;6;16;0;NA;17;15.8;15;8;15;0;8;0;0;8;5;2;9;6;15;0;NA;18;16.9;15;8;15;0;8;0;0;8;5;2;9;6;15;0;NA;19;17.9;FALSE;14;7;14;0;7;0;0;7;5;2;9;5;14;0;NA;20;18.8;FALSE;14;7;14;0;7;0;0;7;5;2;9;5;14;0;NA;NA;21;19.8;FALSE;FALSE
"111";NA;"51";"ER66";"3";"346";3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;15.8;10.5;4;3;4;0;2;1;0;3;1;0;2;2;4;0;NA;16.8;8.9;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;17.8;12.5;FALSE;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;18.8;13.5;FALSE;3;2;3;0;1;1;0;2;1;0;2;1;3;0;NA;NA;19.8;14.5;FALSE;FALSE
"112";NA;"51";"ER66";"3";"347";2;1;0;2;1;0;0;1;1;0;1;1;2;0;NA;15.8;13.3;2;1;0;2;1;0;0;1;1;0;1;1;2;0;NA;16.8;14.3;2;1;0;2;1;0;0;1;1;0;1;1;2;0;NA;17.8;15.3;FALSE;2;1;0;2;1;0;0;1;1;0;1;1;2;0;NA;18.8;16.3;FALSE;2;1;0;2;1;0;0;1;1;0;1;1;2;0;NA;NA;19.8;17.3;FALSE;FALSE
"113";"3312Z";"66";"ER66";"3";"348";4;2;4;0;1;1;0;2;1;1;1;3;4;0;NA;15;9.4;4;2;4;0;1;1;0;2;1;1;1;3;4;0;NA;16;10.4;4;2;4;0;1;1;0;2;1;1;1;3;4;0;NA;17;11.4;FALSE;4;2;4;0;1;1;0;2;1;1;1;3;4;0;NA;18;12.4;FALSE;4;2;4;0;1;1;0;2;1;1;1;3;4;0;NA;NA;19;13.4;FALSE;FALSE
"114";"8730A";"66";"ER66";"17";"349";7;3;7;0;3;0;0;3;2;2;4;3;7;0;NA;14.8;12.5;7;3;7;0;3;0;0;3;2;2;4;3;7;0;NA;15.8;13.5;7;3;7;0;3;0;0;3;2;2;4;3;7;0;NA;16.8;14.5;FALSE;4;3;4;0;3;0;0;3;1;0;3;1;4;0;NA;17.8;16.5;FALSE;4;3;4;0;3;0;0;3;1;0;3;1;4;0;NA;NA;18.8;17.5;FALSE;FALSE
"115";"4631Z";"66";"ER66";"17";"350";4;2;4;0;2;0;0;2;1;1;3;1;4;0;NA;14.8;12.9;4;2;4;0;2;0;0;2;1;1;3;1;4;0;NA;15.8;13.9;4;2;4;0;2;0;0;2;1;1;3;1;4;0;NA;16.8;14.9;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;17.8;16.9;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;18.8;17.9;FALSE;FALSE
"116";"7022Z";"66";"ER66";"17";"351";3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;14.5;13.8;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;15.5;14.8;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;16.5;15.8;FALSE;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;17.5;16.8;FALSE;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;NA;18.5;17.8;FALSE;FALSE
"117";NA;"66";"ER66";"17";"353";60;27;60;0;27;0;0;27;11;22;26;34;60;0;0.01;14.3;10.2;47;23;47;0;23;0;0;23;8;16;20;27;47;0;0;15.3;11.3;40;21;40;0;21;0;0;21;7;12;16;24;40;0;0;16.3;12.6;FALSE;36;20;36;0;20;0;0;20;6;10;14;22;36;0;0;17.3;13.7;FALSE;27;17;27;0;17;0;0;17;5;5;10;17;27;0;NA;0.08;18.3;15.6;FALSE;FALSE
"118";"930D";"66";"ER66";"17";"356";51;34;51;0;34;0;0;34;4;13;34;17;51;0;0.01;19;12.9;35;22;35;0;22;0;0;22;3;10;26;9;35;0;0;20;14.3;28;18;28;0;18;0;0;18;3;7;21;7;28;0;NA;21;15.6;FALSE;24;16;24;0;16;0;0;16;3;5;17;7;24;0;NA;22;16.9;FALSE;19;13;19;0;13;0;0;13;3;3;13;6;19;0;NA;0.08;23;18;FALSE;FALSE
"119";"751A";NA;"ER66";"17";"358";3;2;3;0;0;2;0;2;1;0;1;2;0;3;NA;119.1;15.3;3;2;3;0;0;2;0;2;1;0;1;2;0;3;NA;120.1;16.3;3;2;3;0;0;2;0;2;1;0;1;2;0;3;NA;121.1;17.3;FALSE;3;2;3;0;0;2;0;2;1;0;1;2;0;3;NA;122.1;18.3;FALSE;3;2;3;0;0;2;0;2;1;0;1;2;0;3;NA;NA;123.1;19.3;FALSE;FALSE
"12";"6920Z";"11";"ER11";"3";"12";9;5;0;9;4;1;0;5;2;2;5;4;9;0;NA;3.8;7;9;5;0;9;4;1;0;5;2;2;5;4;9;0;NA;4.8;8;9;5;0;9;4;1;0;5;2;2;5;4;9;0;NA;5.8;9;FALSE;9;5;0;9;4;1;0;5;2;2;5;4;9;0;NA;6.8;10;FALSE;9;5;0;9;4;1;0;5;2;2;5;4;9;0;NA;NA;7.8;11;FALSE;FALSE
"120";"911A";"66";"ER66";"17";"362";12;7;12;0;7;0;0;7;2;3;5;7;12;0;NA;19;15.4;11;6;11;0;6;0;0;6;2;3;4;7;11;0;NA;20;17.7;11;6;11;0;6;0;0;6;2;3;4;7;11;0;NA;21;17;FALSE;11;6;11;0;6;0;0;6;2;3;4;7;11;0;NA;22;18;FALSE;11;6;11;0;6;0;0;6;2;3;4;7;11;0;NA;NA;23;19;FALSE;FALSE
"121";"4631Z";"66";"ER66";"17";"364";5;4;5;0;0;4;0;4;1;0;1;4;0;5;NA;119.1;15.4;4;3;4;0;0;3;0;3;1;0;1;3;0;4;NA;120.1;15.8;4;3;4;0;0;3;0;3;1;0;1;3;0;4;NA;121.1;16.8;FALSE;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;122.1;17.1;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;0;1;NA;NA;123.1;14.8;FALSE;FALSE
"122";"8610Z";NA;"ER66";"17";"367";3;3;3;0;0;3;0;3;0;0;2;1;3;0;NA;119.1;16.4;3;3;3;0;0;3;0;3;0;0;2;1;3;0;NA;120.1;17.4;3;3;3;0;0;3;0;3;0;0;2;1;3;0;NA;121.1;18.4;FALSE;4;3;4;0;0;3;0;3;1;0;3;1;4;0;NA;122.1;5.9;FALSE;3;2;3;0;0;2;0;2;1;0;2;1;3;0;NA;NA;123.1;8.5;FALSE;FALSE
"125";NA;NA;"ER66";"17";"371";3;3;3;0;0;2;0;2;1;0;1;2;0;3;NA;22;16.4;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;23;16.9;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;24;17.9;FALSE;5;4;5;0;0;4;0;4;1;0;3;2;0;5;NA;25;8.2;FALSE;4;3;4;0;0;3;0;3;1;0;2;2;0;4;NA;NA;26;10.9;FALSE;FALSE
"126";NA;NA;"ER66";"17";"373";51;38;51;0;0;38;0;38;11;2;37;14;5;46;0.04;11;10.1;43;34;43;0;0;34;0;34;7;2;33;10;5;38;0.02;12;10.9;42;33;42;0;0;33;0;33;7;2;32;10;5;37;0;13;11.9;FALSE;33;26;33;0;0;26;0;26;5;2;25;8;5;28;NA;14;12.6;FALSE;31;25;31;0;0;25;0;25;4;2;24;7;5;26;NA;0.08;15;13.5;FALSE;FALSE
"127";NA;NA;"ER66";"3";"377";45;32;45;0;0;32;0;32;13;0;28;17;45;0;0.05;23;13.5;38;26;38;0;0;26;0;26;12;0;24;14;38;0;NA;24;14.6;35;24;35;0;0;24;0;24;11;0;22;13;35;0;NA;25;15.8;FALSE;34;24;34;0;0;24;0;24;10;0;22;12;34;0;NA;26;16.8;FALSE;33;23;33;0;0;23;0;23;10;0;22;11;33;0;NA;0.06;27;17.8;FALSE;FALSE
"128";NA;"11";"ER66";"17";"378";22;19;22;0;4;15;0;19;2;1;14;8;22;0;NA;119.1;16.8;20;17;20;0;3;14;0;17;2;1;13;7;20;0;NA;120.1;17.7;17;16;17;0;2;14;0;16;1;0;12;5;17;0;NA;121.1;18.5;FALSE;16;15;16;0;2;13;0;15;1;0;11;5;16;0;NA;122.1;20;FALSE;14;13;14;0;2;11;0;13;1;0;11;3;14;0;NA;NA;123.1;21;FALSE;FALSE
"129";NA;NA;"ER66";"17";"379";11;8;11;0;0;8;0;8;3;0;6;5;11;0;NA;119.1;14.7;10;8;10;0;0;8;0;8;2;0;5;5;10;0;NA;120.1;15.5;8;6;8;0;0;6;0;6;2;0;4;4;8;0;NA;121.1;15.9;FALSE;8;6;8;0;0;6;0;6;2;0;4;4;8;0;NA;122.1;16.9;FALSE;8;6;8;0;0;6;0;6;2;0;4;4;8;0;NA;NA;123.1;17.9;FALSE;FALSE
"13";"2932Z";"12";"ERCAC";"4";"13";2711;1953;0;2711;580;1302;65;1947;578;186;1356;1355;2711;0;0;7.1;4.7;2593;1862;0;2593;530;1267;60;1857;564;172;1317;1276;2593;0;0;7.9;4.5;2438;1786;0;2438;490;1248;46;1784;529;125;1239;1199;2372;66;0;8.5;4.4;FALSE;2390;1758;0;2390;493;1226;37;1756;514;120;1214;1176;2252;138;0;9.3;5.1;FALSE;2143;1594;0;2143;425;1139;27;1591;467;85;1112;1031;2029;114;0;0;10.3;6.1;FALSE;FALSE
"132";"4631Z";"66";"ER66";"17";"385";3;3;3;0;3;0;0;3;0;0;2;1;3;0;NA;119.1;17;3;3;3;0;3;0;0;3;0;0;2;1;3;0;NA;120.1;18;3;3;3;0;3;0;0;3;0;0;2;1;3;0;NA;121.1;19;FALSE;3;3;3;0;3;0;0;3;0;0;2;1;3;0;NA;122.1;20;FALSE;3;3;3;0;3;0;0;3;0;0;2;1;3;0;NA;NA;123.1;21;FALSE;FALSE
"133";NA;NA;"ER66";"3";"386";16;11;16;0;0;11;0;11;5;0;8;8;16;0;NA;8.7;8.7;12;9;12;0;0;9;0;9;3;0;6;6;12;0;NA;9.7;9.7;12;9;12;0;0;9;0;9;3;0;6;6;12;0;NA;10.7;10.7;FALSE;10;8;10;0;0;8;0;8;2;0;5;5;10;0;NA;11.7;11.7;FALSE;10;8;10;0;0;8;0;8;2;0;5;5;10;0;NA;NA;12.7;12.7;FALSE;FALSE
"134";"4511Z";"66";"ER66";"17";"388";5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;119.1;17.1;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;120.1;18.1;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;121.1;19.1;FALSE;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;122.1;20.1;FALSE;5;3;5;0;3;0;0;3;2;0;3;2;5;0;NA;NA;123.1;21.1;FALSE;FALSE
"135";"9499Z";"66";"ER66";"17";"391";67;40;67;0;39;0;0;39;14;14;39;28;67;0;0.03;17;10.3;63;39;63;0;38;1;0;39;13;11;36;27;63;0;NA;18;11.3;61;38;61;0;37;1;0;38;12;11;35;26;61;0;0;19;12.3;FALSE;59;37;59;0;37;0;0;37;12;10;33;26;59;0;0;20;13.5;FALSE;59;37;59;0;37;0;0;37;12;10;33;26;59;0;0.02;0.1;21;14.5;FALSE;FALSE
"137";"1082Z";"66";"ER66";"17";"394";6;3;6;0;3;0;0;3;1;2;4;2;6;0;NA;14;13.3;6;3;6;0;3;0;0;3;1;2;4;2;6;0;NA;15;14.3;6;3;6;0;3;0;0;3;1;2;4;2;6;0;NA;16;15.3;FALSE;6;3;6;0;3;0;0;3;1;2;4;2;6;0;NA;17;16.3;FALSE;6;3;6;0;3;0;0;3;1;2;4;2;6;0;NA;NA;18;17.3;FALSE;FALSE
"138";NA;NA;"ER66";"3";"395";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;14;6.8;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;15;7.8;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;16;8.8;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;17;9.8;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;18;10.8;FALSE;FALSE
"139";NA;NA;"ER66";"3";"397";17;13;17;0;0;13;0;13;4;0;9;8;17;0;NA;10.8;10.6;16;12;16;0;0;12;0;12;4;0;9;7;16;0;NA;11.8;11.6;16;12;16;0;0;12;0;12;4;0;9;7;16;0;NA;12.8;12.6;FALSE;13;10;13;0;0;10;0;10;3;0;8;5;13;0;NA;13.8;13.6;FALSE;13;10;13;0;0;10;0;10;3;0;8;5;13;0;NA;NA;14.8;14.6;FALSE;FALSE
"14";"4334Z";"11";"ER11";"2";"14";39;20;0;39;13;6;1;20;7;12;21;18;0;39;NA;7.7;6.7;32;16;0;32;10;5;1;16;7;9;16;16;0;32;NA;8.6;7.9;30;15;0;30;9;5;1;15;7;8;16;14;0;30;NA;9.7;8.6;FALSE;30;15;0;30;9;5;1;15;6;9;17;13;0;30;NA;10.3;9.1;FALSE;24;13;0;24;8;4;0;12;5;7;13;11;0;24;NA;NA;11.2;9.2;FALSE;FALSE
"140";NA;"66";"ER66";"17";"400";7;4;7;0;4;0;0;4;1;2;3;4;7;0;NA;14;12.7;6;3;6;0;3;0;0;3;1;2;3;3;6;0;NA;15;13.5;5;3;5;0;3;0;0;3;1;1;3;2;5;0;NA;16;14.5;FALSE;5;3;5;0;3;0;0;3;1;1;3;2;5;0;NA;17;15.5;FALSE;5;3;5;0;3;0;0;3;1;1;3;2;5;0;NA;NA;18;16.5;FALSE;FALSE
"141";"853C";"66";"ER66";"17";"401";17;17;17;0;17;0;0;17;0;0;8;9;17;0;NA;14;4.1;26;23;26;0;23;0;0;23;1;2;12;14;26;0;NA;15;3.5;22;19;22;0;19;0;0;19;1;2;11;11;22;0;NA;16;4.2;FALSE;20;17;20;0;17;0;0;17;1;2;11;9;20;0;NA;17;4.8;FALSE;12;12;12;0;12;0;0;12;0;0;5;7;12;0;NA;NA;18;5.9;FALSE;FALSE
"142";"7112B";"66";"ER66";"3";"403";5;2;5;0;2;0;0;2;1;2;3;2;5;0;NA;7.8;9.5;4;1;4;0;1;0;0;1;1;2;2;2;4;0;NA;8.8;12.7;8;2;8;0;2;0;0;2;2;4;5;3;8;0;NA;9.8;7.4;FALSE;4;1;4;0;1;0;0;1;1;2;2;2;4;0;NA;10.8;14.7;FALSE;4;1;4;0;1;0;0;1;1;2;2;2;4;0;NA;NA;11.8;15.7;FALSE;FALSE
"143";"4752B";"66";"ER66";"3";"404";3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;13;8.2;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;14;9.2;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;15;10.2;FALSE;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;16;11.2;FALSE;3;3;3;0;3;0;0;3;0;0;1;2;3;0;NA;NA;17;12.2;FALSE;FALSE
"144";"1011Z";"66";"ER66";"17";"409";15;7;15;0;7;0;0;7;3;5;7;8;15;0;NA;10;7.6;14;7;14;0;7;0;0;7;2;5;6;8;14;0;NA;11;8.5;10;5;10;0;5;0;0;5;2;3;5;5;10;0;NA;12;9.1;FALSE;10;5;10;0;5;0;0;5;2;3;5;5;10;0;NA;13;10.1;FALSE;8;4;8;0;4;0;0;4;2;2;4;4;8;0;NA;NA;14;11.2;FALSE;FALSE
"145";"4649Z";NA;"ER66";"3";"410";1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;7.5;7.5;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;8.5;8.5;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;9.5;9.5;FALSE;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;10.5;10.5;FALSE;1;1;1;0;1;0;0;1;0;0;0;1;1;0;NA;NA;11.5;11.5;FALSE;FALSE
"146";"4673A";"66";"ER66";"3";"413";13;10;13;0;9;0;0;9;2;2;3;10;13;0;NA;7.8;6.1;12;9;12;0;8;0;0;8;2;2;3;9;12;0;NA;8.8;7.6;17;10;17;0;9;0;0;9;3;5;9;8;17;0;NA;9.8;5.6;FALSE;12;9;12;0;9;0;0;9;1;2;5;7;12;0;NA;10.8;7.5;FALSE;14;11;14;0;10;1;0;11;1;2;6;8;14;0;NA;NA;11.8;7.4;FALSE;FALSE
"147";"6831Z";"66";"ER11";"21";"415";74;47;48;26;36;4;6;46;8;20;40;34;74;0;NA;5.2;4;68;45;49;19;36;4;4;44;7;17;38;30;68;0;0.02;6.2;4.6;64;43;43;21;35;3;3;41;7;16;35;29;64;0;0.05;7.7;5;FALSE;73;45;51;22;39;3;2;44;8;21;39;34;73;0;0.015;8.5;5.5;FALSE;76;49;54;22;44;3;1;48;7;21;40;36;76;0;0.06;0.16;9.8;6.2;FALSE;FALSE
