"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018";"Actifs_2018";"Non_actifs_2018";"Portabilite_2018";"Asspri_2018";"Conjoint_2018";"Enfants_2018";"Femmes_2018";"Hommes_2018";"Respo_2018";"Non_respo_2018";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019";"Actifs_2019";"Non_actifs_2019";"Portabilite_2019";"Asspri_2019";"Conjoint_2019";"Enfants_2019";"Femmes_2019";"Hommes_2019";"Respo_2019";"Non_respo_2019";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020";"Actifs_2020";"Non_actifs_2020";"Portabilite_2020";"Asspri_2020";"Conjoint_2020";"Enfants_2020";"Femmes_2020";"Hommes_2020";"Respo_2020";"Non_respo_2020";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021";"Actifs_2021";"Non_actifs_2021";"Portabilite_2021";"Asspri_2021";"Conjoint_2021";"Enfants_2021";"Femmes_2021";"Hommes_2021";"Respo_2021";"Non_respo_2021";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022";"Actifs_2022";"Non_actifs_2022";"Portabilite_2022";"Asspri_2022";"Conjoint_2022";"Enfants_2022";"Femmes_2022";"Hommes_2022";"Respo_2022";"Non_respo_2022";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"508";NA;NA;"ER24";"51";"1165";5;3;5;0;3;0;0;3;1;1;1;4;5;0;NA;11;11;5;3;5;0;3;0;0;3;1;1;1;4;5;0;NA;12;12;2;2;2;0;2;0;0;2;0;0;0;2;2;0;NA;13;13;FALSE;2;2;2;0;2;0;0;2;0;0;0;2;2;0;NA;14;14;FALSE;2;2;2;0;2;0;0;2;0;0;0;2;2;0;NA;NA;15;15;FALSE;FALSE
"509";"6920Z";NA;"ER24";"51";"1166";1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;6;5.8;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;7;6.8;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;8;7.8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;9;8.8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;10;9.8;FALSE;FALSE
"51";"8690E";"11";"ER11";"2";"84";8;4;8;0;4;0;0;4;2;2;5;3;8;0;NA;17;14.3;6;3;6;0;3;0;0;3;2;1;3;3;6;0;NA;18;16.4;6;3;6;0;3;0;0;3;2;1;3;3;6;0;NA;19;17.4;FALSE;6;3;6;0;3;0;0;3;2;1;3;3;6;0;NA;20;18.4;FALSE;6;3;6;0;3;0;0;3;2;1;3;3;6;0;NA;NA;21;19.4;FALSE;FALSE
"510";NA;NA;"ER24";"51";"1170";4;3;4;0;0;3;0;3;1;0;1;3;1;3;NA;8.8;9.1;4;3;4;0;0;3;0;3;1;0;1;3;1;3;NA;9.8;10.1;4;3;4;0;0;3;0;3;1;0;1;3;1;3;NA;10.8;11.1;FALSE;4;3;4;0;0;3;0;3;1;0;1;3;1;3;NA;11.8;12.1;FALSE;3;2;3;0;0;2;0;2;1;0;1;2;1;2;NA;NA;13.4;14.1;FALSE;FALSE
"511";NA;NA;"ER24";"51";"1171";1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;5.5;5.5;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;6.5;6.5;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;7.5;7.5;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;8.5;8.5;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;9.5;9.5;FALSE;FALSE
"512";NA;NA;"ER24";"51";"1172";4;2;4;0;0;2;0;2;2;0;2;2;4;0;NA;10.6;8.1;4;2;4;0;0;2;0;2;2;0;2;2;4;0;NA;11.6;9.1;4;2;4;0;0;2;0;2;2;0;2;2;4;0;NA;12.6;10.1;FALSE;4;2;4;0;0;2;0;2;2;0;2;2;4;0;NA;13.6;11.1;FALSE;4;2;4;0;0;2;0;2;2;0;2;2;4;0;NA;NA;14.6;12.1;FALSE;FALSE
"513";NA;NA;"ER24";"48";"1173";32;23;32;0;0;23;0;23;9;0;22;10;11;21;NA;12.9;11.7;32;23;32;0;0;23;0;23;9;0;22;10;11;21;NA;13.9;12.7;22;17;22;0;0;17;0;17;5;0;16;6;11;11;NA;12.3;14.9;FALSE;19;15;19;0;0;15;0;15;4;0;14;5;9;10;NA;13.3;15.8;FALSE;17;14;17;0;0;14;0;14;3;0;13;4;7;10;NA;NA;14.3;15.9;FALSE;FALSE
"514";"8810A";NA;"ER24";"51";"1181";4;3;4;0;1;2;0;3;1;0;3;1;4;0;NA;9.3;9.2;4;3;4;0;1;2;0;3;1;0;3;1;4;0;NA;10.3;10.2;4;3;4;0;1;2;0;3;1;0;3;1;4;0;NA;11.3;11.2;FALSE;4;3;4;0;1;2;0;3;1;0;3;1;4;0;NA;12.3;12.2;FALSE;4;3;4;0;1;2;0;3;1;0;3;1;4;0;NA;NA;13.3;13.2;FALSE;FALSE
"515";"2434Z";NA;"ER24";"51";"1182";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;10;10;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;11;11;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;12;12;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;13;13;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;14;14;FALSE;FALSE
"516";"4332A";NA;"ER24";"45";"1183";3;1;3;0;1;0;0;1;0;2;1;2;3;0;NA;7;7;3;1;3;0;1;0;0;1;0;2;1;2;3;0;NA;8;8;3;1;3;0;1;0;0;1;0;2;1;2;3;0;NA;9;9;FALSE;3;1;3;0;1;0;0;1;0;2;1;2;3;0;NA;10;10;FALSE;3;1;3;0;1;0;0;1;0;2;1;2;3;0;NA;NA;11;11;FALSE;FALSE
"517";"4778C";NA;"ER24";"45";"1184";4;2;4;0;2;0;0;2;1;1;3;1;4;0;NA;3;3;4;2;4;0;2;0;0;2;1;1;3;1;4;0;NA;4;4;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;5;5;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;6;6;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;7;7;FALSE;FALSE
"518";NA;NA;"ER24";"51";"1186";2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;9.5;9.5;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;10.5;10.5;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;11.5;11.5;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;12.5;12.5;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;NA;13.5;13.5;FALSE;FALSE
"519";"4711D";NA;"ER24";"45";"1187";171;67;171;0;49;14;1;64;35;72;82;89;171;0;NA;2.9;4.7;168;66;168;0;48;15;2;65;34;69;86;82;168;0;NA;3.8;5.6;175;69;175;0;52;14;1;67;33;75;92;83;175;0;NA;4.8;6.5;TRUE;176;69;176;0;53;14;1;68;35;73;93;83;176;0;NA;5.8;7.4;FALSE;180;76;180;0;59;15;2;76;37;67;98;82;180;0;NA;NA;6.8;8.2;FALSE;FALSE
"520";NA;NA;"ER24";"51";"1194";4;2;4;0;0;2;0;2;2;0;2;2;0;4;NA;9.6;8;4;2;4;0;0;2;0;2;2;0;2;2;0;4;NA;10.6;9;4;2;4;0;0;2;0;2;2;0;2;2;0;4;NA;11.6;10;FALSE;4;2;4;0;0;2;0;2;2;0;2;2;0;4;NA;12.6;11;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;0;2;NA;NA;13.6;11.8;FALSE;FALSE
"521";NA;NA;"ER24";"45";"1195";19;14;19;0;0;14;0;14;5;0;10;9;13;6;NA;8;6.9;19;14;19;0;0;14;0;14;5;0;10;9;13;6;NA;9;7.9;19;14;19;0;0;14;0;14;5;0;10;9;13;6;NA;10;8.9;FALSE;16;12;16;0;0;12;0;12;4;0;8;8;12;4;NA;11;9.7;FALSE;16;12;16;0;0;12;0;12;4;0;8;8;12;4;NA;NA;12;10.7;FALSE;FALSE
"522";"0124Z";NA;"ER24";"45";"1197";14;9;14;0;2;7;0;9;2;3;11;3;14;0;NA;5.6;7.1;13;9;13;0;2;7;0;9;2;2;10;3;13;0;NA;6.8;8.1;13;9;13;0;2;7;0;9;2;2;10;3;13;0;NA;7.8;9.1;FALSE;13;10;13;0;3;7;0;10;2;1;10;3;13;0;NA;8.8;9.4;FALSE;13;10;13;0;3;7;0;10;2;1;10;3;13;0;NA;NA;9.8;10.4;FALSE;FALSE
"523";"8710A";NA;"ER24";"51";"1201";8;5;8;0;5;0;0;5;3;0;4;4;8;0;NA;9.8;5.1;11;6;11;0;6;0;0;6;4;1;5;6;11;0;NA;10.8;4.7;11;6;11;0;6;0;0;6;4;1;5;6;11;0;NA;11.8;5.7;FALSE;11;6;11;0;6;0;0;6;4;1;5;6;11;0;NA;12.8;6.7;FALSE;11;6;11;0;6;0;0;6;4;1;5;6;11;0;NA;NA;13.8;7.7;FALSE;FALSE
"524";"8690A";NA;"ER24";"51";"1202";4;4;4;0;4;0;0;4;0;0;2;2;4;0;NA;0.8;0.8;5;5;5;0;5;0;0;5;0;0;2;3;5;0;NA;1.8;1.6;4;4;4;0;3;1;0;4;0;0;2;2;4;0;NA;2.4;1.8;FALSE;6;6;6;0;5;1;0;6;0;0;2;4;6;0;NA;3.5;2.1;FALSE;5;5;5;0;5;0;0;5;0;0;2;3;5;0;NA;NA;4.8;3.4;FALSE;FALSE
"525";"4941A";NA;"ER24";"45";"1203";3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;7;5.8;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;8;6.8;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;9;8.3;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;10;9.3;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;11;10.3;FALSE;FALSE
"526";"1623Z";NA;"ER24";"45";"1205";20;13;20;0;0;13;0;13;7;0;9;11;20;0;NA;6;4.4;18;12;18;0;0;12;0;12;6;0;8;10;18;0;NA;7;5.4;17;11;17;0;0;11;0;11;6;0;8;9;17;0;NA;8;6.3;FALSE;16;11;16;0;0;11;0;11;5;0;8;8;16;0;NA;9;7.2;FALSE;16;11;16;0;0;11;0;11;5;0;8;8;16;0;NA;NA;10;8.2;FALSE;FALSE
"527";NA;NA;"ER24";"45";"1208";2;2;2;0;0;2;0;2;0;0;2;0;2;0;NA;8.5;7.3;2;2;2;0;0;2;0;2;0;0;2;0;2;0;NA;9.5;8.3;2;2;2;0;0;2;0;2;0;0;2;0;2;0;NA;10.5;9.3;FALSE;2;2;2;0;0;2;0;2;0;0;2;0;2;0;NA;11.5;10.3;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;12.5;11.2;FALSE;FALSE
"528";"8411Z";NA;"ER24";"45";"1209";334;163;334;0;161;1;0;162;64;108;173;161;334;0;NA;6.8;4.5;322;156;322;0;154;1;0;155;64;103;166;156;322;0;NA;7.8;5.4;313;153;313;0;151;1;0;152;63;98;162;151;313;0;NA;8.9;6.1;FALSE;243;117;243;0;115;1;0;116;49;78;132;111;243;0;NA;9.9;6.9;FALSE;224;110;224;0;108;1;0;109;45;70;123;101;224;0;NA;NA;10.9;7.7;FALSE;FALSE
"529";NA;NA;"ER24";"45";"1210";1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;8;2.8;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;9;3.8;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;10;4.8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;11;5.8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;12;6.8;FALSE;FALSE
"53";"8531Z";"11";"ER11";"2";"85";4;4;4;0;4;0;0;4;0;0;2;2;4;0;NA;17;9;4;4;4;0;4;0;0;4;0;0;2;2;4;0;NA;18;10;4;4;4;0;4;0;0;4;0;0;2;2;4;0;NA;19;11;FALSE;4;4;4;0;4;0;0;4;0;0;2;2;4;0;NA;20;12;FALSE;4;4;4;0;4;0;0;4;0;0;2;2;4;0;NA;NA;21;13;FALSE;FALSE
"530";NA;NA;"ER24";"45";"1215";58;38;58;0;25;7;1;33;13;12;26;32;58;0;NA;6.6;4.3;60;36;60;0;23;8;2;33;12;15;27;33;60;0;NA;7.7;5.2;57;35;57;0;21;10;2;33;11;13;23;34;57;0;NA;8.1;5.5;FALSE;41;28;41;0;16;10;1;27;6;8;15;26;41;0;NA;9;6.3;FALSE;10;10;10;0;0;10;0;10;0;0;0;10;10;0;NA;NA;8.8;5.7;FALSE;FALSE
"531";"8411Z";NA;"ER24";"45";"1217";103;44;103;0;44;0;0;44;23;36;56;47;103;0;NA;6.3;5.9;90;40;90;0;40;0;0;40;19;31;47;43;90;0;NA;7.4;6.8;93;42;93;0;42;0;0;42;18;33;50;43;93;0;NA;8.3;7.5;FALSE;82;38;82;0;38;0;0;38;16;28;44;38;82;0;NA;9.2;8.6;FALSE;74;34;74;0;34;0;0;34;15;25;38;36;74;0;NA;NA;10.1;9.5;FALSE;FALSE
"532";"9499Z";NA;"ER24";"45";"1223";48;26;48;0;26;0;0;26;12;10;22;26;48;0;NA;6.7;4;47;26;47;0;25;0;0;25;11;11;22;25;47;0;NA;7.9;4.6;52;28;52;0;27;0;0;27;12;13;24;28;52;0;NA;9;4.4;FALSE;52;27;52;0;26;0;0;26;13;13;25;27;52;0;NA;10;5.3;FALSE;51;27;51;0;27;0;0;27;14;10;24;27;51;0;NA;NA;11.1;5.8;FALSE;FALSE
"533";"4941B";NA;"ER24";"45";"1224";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;8;7;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;9;8;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;10;9;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;11;10;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;12;11;FALSE;FALSE
"534";NA;NA;"ER24";"45";"1225";9;5;9;0;0;5;0;5;4;0;4;5;9;0;NA;2.6;5.2;9;5;9;0;0;5;0;5;4;0;4;5;9;0;NA;3.6;6.2;9;6;9;0;0;6;0;6;3;0;4;5;9;0;NA;5.2;5.8;FALSE;9;6;9;0;0;6;0;6;3;0;4;5;9;0;NA;6.2;6.8;FALSE;9;6;9;0;0;6;0;6;3;0;4;5;9;0;NA;NA;7.2;7.8;FALSE;FALSE
"535";"8690E";NA;"ER24";"45";"1228";3;1;3;0;1;0;0;1;0;2;2;1;3;0;NA;8.6;3.7;3;1;3;0;1;0;0;1;0;2;2;1;3;0;NA;9.6;4.7;3;1;3;0;1;0;0;1;0;2;2;1;3;0;NA;10.6;5.7;FALSE;3;1;3;0;1;0;0;1;0;2;2;1;3;0;NA;11.6;6.7;FALSE;2;1;2;0;1;0;0;1;0;1;2;0;2;0;NA;NA;12.6;8.9;FALSE;FALSE
"536";NA;NA;"ER24";"45";"1230";16;9;16;0;9;0;0;9;6;1;10;6;16;0;NA;8;7.7;14;9;14;0;9;0;0;9;5;0;9;5;14;0;NA;9;6.9;18;11;18;0;11;0;0;11;6;1;12;6;18;0;NA;10;6.3;FALSE;20;12;20;0;12;0;0;12;6;2;14;6;20;0;NA;11;6.5;FALSE;15;10;15;0;10;0;0;10;4;1;11;4;15;0;NA;NA;12;8;FALSE;FALSE
"537";"4669B";NA;"ER24";"45";"1231";56;28;56;0;27;0;0;27;12;17;24;32;56;0;NA;7.6;5.9;61;32;61;0;31;0;0;31;13;17;24;37;61;0;NA;8.6;5.9;58;29;58;0;28;0;0;28;13;17;23;35;58;0;NA;9.6;6.5;FALSE;72;36;72;0;35;0;1;36;14;22;28;44;72;0;NA;10.3;5.3;FALSE;66;33;66;0;33;0;0;33;13;20;26;40;66;0;NA;NA;11.5;7;FALSE;FALSE
"538";"4120A";NA;"ER24";"45";"1233";53;23;53;0;20;0;2;22;12;19;28;25;53;0;NA;8;4;56;27;56;0;23;0;3;26;11;19;24;32;56;0;NA;9;4.3;57;27;57;0;23;0;4;27;11;19;23;34;57;0;NA;10;4.3;FALSE;52;22;52;0;21;0;1;22;9;21;21;31;52;0;NA;11;5.4;FALSE;47;22;47;0;22;0;0;22;8;17;18;29;47;0;NA;NA;12;5.9;FALSE;FALSE
"539";"8899B";NA;"ER24";"45";"1235";67;35;67;0;35;0;0;35;14;18;41;26;67;0;NA;7.6;3.4;75;37;75;0;37;0;0;37;16;22;47;28;75;0;NA;8.6;4.2;67;36;67;0;36;0;0;36;14;17;42;25;67;0;NA;9.6;5.2;FALSE;60;32;60;0;32;0;0;32;11;17;38;22;60;0;NA;10.7;6.4;FALSE;55;30;55;0;30;0;0;30;10;15;34;21;55;0;NA;NA;11.6;7.4;FALSE;FALSE
"54";"5610A";"11";"ERCAC";"10";"86";734;493;635;99;403;34;53;490;69;175;383;351;712;22;0;4.1;2.8;920;658;819;101;568;32;55;655;79;186;468;452;898;22;0;4;3;1007;714;912;95;624;34;51;709;79;219;490;517;988;19;0;4;3.1;FALSE;1184;833;1042;142;745;38;44;827;87;270;596;588;1165;19;0;4.1;3.2;FALSE;1318;920;1139;179;844;37;31;912;96;310;660;658;1301;17;0;0;4.6;3.5;FALSE;FALSE
"540";"8790B";NA;"ER24";"45";"1236";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;6.3;6.3;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;7.3;7.3;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;8.3;8.3;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;9.3;9.3;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;10.3;10.3;FALSE;FALSE
"541";"4941A";NA;"ER24";"45";"1238";11;6;11;0;0;6;0;6;3;2;7;4;7;4;NA;7.4;6.7;11;6;11;0;0;6;0;6;3;2;7;4;7;4;NA;8.4;7.7;11;6;11;0;0;6;0;6;3;2;7;4;7;4;NA;9.4;8.7;FALSE;10;6;10;0;0;6;0;6;3;1;7;3;7;3;NA;10.4;9.7;FALSE;10;6;10;0;0;6;0;6;3;1;7;3;7;3;NA;NA;11.4;10.7;FALSE;FALSE
"543";"6420Z";NA;"ER24";"45";"1241";5;5;5;0;0;5;0;5;0;0;3;2;5;0;NA;1.5;5.9;4;4;4;0;0;4;0;4;0;0;2;2;4;0;NA;2.5;4.3;4;4;4;0;0;4;0;4;0;0;2;2;4;0;NA;3.5;5.3;FALSE;4;4;4;0;0;4;0;4;0;0;2;2;4;0;NA;4.5;6.3;FALSE;4;4;4;0;0;4;0;4;0;0;2;2;4;0;NA;NA;5.5;7.3;FALSE;FALSE
"545";NA;NA;"ER24";"45";"1246";13;7;13;0;0;7;0;7;6;0;7;6;13;0;NA;8;6;13;7;13;0;0;7;0;7;6;0;7;6;13;0;NA;9;7;13;7;13;0;0;7;0;7;6;0;7;6;13;0;NA;10;8;FALSE;13;7;13;0;0;7;0;7;6;0;7;6;13;0;NA;11;9;FALSE;12;7;12;0;0;7;0;7;5;0;6;6;12;0;NA;NA;12;10.1;FALSE;FALSE
"546";"8121Z";NA;"ER24";"45";"1248";5;3;5;0;0;2;1;3;2;0;3;2;5;0;NA;1;3.6;2;2;2;0;0;2;0;2;0;0;1;1;2;0;NA;2;4.9;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;3;9;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;4;10;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;5;11;FALSE;FALSE
"547";"4776Z";NA;"ER24";"45";"1251";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;6;5.9;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;7;6.9;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;8;7.9;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;9;8.9;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;10;9.9;FALSE;FALSE
"548";"5630Z";NA;"ER24";"45";"1253";1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;6.8;6.8;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;7.8;7.8;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;8.8;8.8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;9.8;9.8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;10.8;10.8;FALSE;FALSE
"549";"4772B";NA;"ER24";"45";"1255";2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;7.7;7.7;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;8.7;8.7;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;9.7;9.7;FALSE;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;10.7;10.7;FALSE;2;2;2;0;2;0;0;2;0;0;1;1;2;0;NA;NA;11.7;11.7;FALSE;FALSE
"55";NA;NA;"ER11";"3";"87";2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;16.5;15.1;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;17.5;16.1;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;18.5;17.1;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;19.5;18.1;FALSE;2;1;2;0;0;1;0;1;1;0;1;1;2;0;NA;NA;20.5;19.1;FALSE;FALSE
"550";"4764Z";NA;"ER24";"45";"1257";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;1;0.5;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;2;1.5;FALSE;1;1;1;0;0;1;0;1;0;0;0;1;1;0;NA;NA;3;2.5;FALSE;FALSE
"551";"9601A";NA;"ER24";"45";"1259";24;13;24;0;10;3;0;13;4;7;13;11;24;0;NA;-1;2.7;28;17;28;0;14;3;0;17;4;7;14;14;28;0;NA;0;3.3;29;18;29;0;15;3;0;18;4;7;15;14;29;0;NA;1;3.8;FALSE;32;20;32;0;15;4;1;20;5;7;18;14;32;0;NA;2;4.4;FALSE;28;19;28;0;15;4;0;19;4;5;15;13;28;0;NA;NA;3;5.4;FALSE;FALSE
"552";"7112B";NA;"ER24";"45";"1260";17;11;17;0;9;0;2;11;1;5;10;7;17;0;NA;7.3;2.7;22;15;22;0;13;0;2;15;2;5;12;10;22;0;NA;8.3;2.9;27;17;27;0;13;0;4;17;2;8;17;10;27;0;NA;9.3;3;FALSE;32;21;32;0;16;0;5;21;1;10;20;12;32;0;NA;10.3;3;FALSE;21;13;21;0;12;0;1;13;1;7;12;9;21;0;NA;NA;11.3;4.8;FALSE;FALSE
"553";"9329Z";NA;"ER24";"45";"1262";2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;7.3;3;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;8.3;4;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;9.3;5;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;10.3;6;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;11.3;7;FALSE;FALSE
"555";"1812Z";NA;"ER24";"45";"1264";34;15;34;0;15;0;0;15;8;11;18;16;34;0;NA;7;6.3;32;15;32;0;15;0;0;15;7;10;19;13;32;0;NA;8;6.5;30;14;30;0;14;0;0;14;7;9;17;13;30;0;NA;9;7.7;FALSE;21;10;21;0;10;0;0;10;4;7;10;11;21;0;NA;10;8.4;FALSE;20;9;20;0;9;0;0;9;4;7;9;11;20;0;NA;NA;11;9.3;FALSE;FALSE
"556";"4711D";NA;"ER24";"45";"1265";2;2;2;0;0;2;0;2;0;0;2;0;2;0;NA;3.8;3.9;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;7;7;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;8;8;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;9;9;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;1;0;NA;NA;10;10;FALSE;FALSE
"557";"8790B";NA;"ER24";"45";"1266";44;25;44;0;23;0;2;25;8;11;27;17;44;0;NA;7;4.7;50;27;50;0;27;0;0;27;9;14;30;20;50;0;NA;8;4.9;61;31;61;0;30;0;1;31;10;20;36;25;61;0;NA;9;4.4;FALSE;65;33;65;0;31;0;2;33;12;20;39;26;65;0;NA;10;4.2;FALSE;78;41;78;0;39;0;2;41;14;23;44;34;78;0;NA;NA;11;4.3;FALSE;FALSE
"558";"4939A";NA;"ER24";"45";"1035";5;3;5;0;0;2;1;3;2;0;2;3;5;0;NA;4.6;3;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;7.5;5.1;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;8.5;6.1;FALSE;3;2;3;0;0;2;0;2;1;0;1;2;3;0;NA;9.5;7.1;FALSE;6;3;6;0;0;2;1;3;1;2;3;3;6;0;NA;NA;8.6;4.3;FALSE;FALSE
"559";"8411Z";NA;"ER24";"45";"1268";3;2;3;0;2;0;0;2;1;0;2;1;3;0;NA;7;7;3;2;3;0;2;0;0;2;1;0;2;1;3;0;NA;8;8;3;2;3;0;2;0;0;2;1;0;2;1;3;0;NA;9;9;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;10;10;FALSE;2;1;2;0;1;0;0;1;1;0;1;1;2;0;NA;NA;11;11;FALSE;FALSE
"56";NA;NA;"ER11";"2";"88";4;3;4;0;0;3;0;3;1;0;2;2;0;4;NA;9;7.8;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;10;9.1;2;2;2;0;0;2;0;2;0;0;1;1;0;2;NA;11;10.1;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;12;12;FALSE;1;1;1;0;0;1;0;1;0;0;1;0;0;1;NA;NA;13;13;FALSE;FALSE
"560";"8411Z";NA;"ER24";"45";"1269";12;7;12;0;7;0;0;7;3;2;6;6;12;0;NA;7;6.6;12;7;12;0;7;0;0;7;3;2;6;6;12;0;NA;8;7.6;12;7;12;0;7;0;0;7;3;2;6;6;12;0;NA;9;8.6;FALSE;12;7;12;0;7;0;0;7;3;2;6;6;12;0;NA;10;9.6;FALSE;11;6;11;0;6;0;0;6;3;2;6;5;11;0;NA;NA;11;10.8;FALSE;FALSE
"561";"8411Z";NA;"ER24";"45";"1270";3;2;3;0;2;0;0;2;1;0;2;1;3;0;NA;7;7;3;2;3;0;2;0;0;2;1;0;2;1;3;0;NA;8;8;3;2;3;0;2;0;0;2;1;0;2;1;3;0;NA;9;9;FALSE;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;10;10;FALSE;1;1;1;0;1;0;0;1;0;0;1;0;1;0;NA;NA;11;11;FALSE;FALSE
