"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Tps_adh_E_au_L";"Code_ape";"Departement";"Regroup1";"Regroup4";"BASE";"OPTION_percent";"Nb_pers_2018";"Nb_fam_2018";"Nb_pers_2019";"Nb_fam_2019";"Nb_pers_2020";"Nb_fam_2020";"Nb_pers_2021";"Nb_fam_2021";"Nb_pers_2022";"Nb_fam_2022";"Tps_adh_moy_pers_ds_L";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo_percent";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022"
"321";0;7;0;"814";NA;NA;12.8;"7010Z";NA;"ERCAC";"27";7;0;7;6;7;6;5;4;4;4;4;4;11.4;6;85.7142857142857;1;14.2857142857143;0;0;5;71.4285714285714;2;28.5714285714286;0;100;FALSE;0.2;0.2;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"322";1;90;0;"815";NA;NA;24.9;"7010Z";"12";"ERCAC";"27";91;0;91;69;88;67;83;62;78;59;71;54;13;67;73.6263736263736;24;26.3736263736264;0;0;52;57.1428571428571;39;42.8571428571429;0;100;FALSE;0.03;0;0;0.04;0.06;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"323";0;3;0;"816";NA;NA;12.9;"7010Z";NA;"ERCAC";"27";3;0;3;2;3;2;3;2;1;1;1;1;12.9;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;0;100;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"324";0;248;0;"817";NA;NA;7.9;"7010Z";NA;"ERCAC";"27";248;0;248;170;242;168;239;166;226;158;207;149;6.9;170;68.5483870967742;70;28.2258064516129;8;3.2258064516129;142;57.258064516129;106;42.741935483871;100;0;FALSE;0.15;0.1;0.15;0.015;0.06;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"325";0;259;0;"923";"926";"820";26.7;NA;NA;"ERCAC";"27";259;0;259;205;224;181;198;162;168;139;133;114;15.1;205;79.1505791505791;54;20.8494208494208;0;0;155;59.8455598455598;104;40.1544401544402;68.7258687258687;31.2741312741313;FALSE;0.04;0.05;0.01;0.04;0.03;0.08;0.04;0.05;0.01;0.04;0.03;0.08;0.04;0.05;0.01;0.04;0.03;0.08;FALSE;FALSE;FALSE
"326";20;71;0;"822";"852";NA;35.5;NA;"12";"ERCAC";"27";91;0;89;72;81;67;77;65;73;61;70;59;83.9;67;73.6263736263736;24;26.3736263736264;0;0;49;53.8461538461538;42;46.1538461538462;100;0;FALSE;0.15;0.02;0;0.08;0.06;0.2;0.15;0.02;0;0.08;0.06;0.2;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"327";0;4;0;"824";NA;NA;6.9;"4673A";NA;"ERCAC";"5";4;0;2;2;2;2;2;2;1;1;1;1;6.7;4;100;0;0;0;0;4;100;0;0;100;0;FALSE;0.025;0.2;0.2;0.1;0.06;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"328";12;0;0;"825";NA;NA;9.9;NA;"94";"ERCAC";"27";12;0;6;3;6;3;0;0;0;0;0;0;6.2;6;50;0;0;6;50;2;16.6666666666667;10;83.3333333333333;0;100;FALSE;0.025;0.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"329";0;5;0;"826";NA;NA;3.9;"741C";NA;"ERCAC";"27";5;0;3;2;3;2;2;2;2;2;2;2;26.6;4;80;1;20;0;0;4;80;1;20;100;0;FALSE;0.01;0;NA;NA;NA;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"33";0;4;0;"45";NA;NA;26.4;"4634Z";"11";"ER11";"2";4;0;2;2;2;2;2;2;2;2;2;2;20.2;4;100;0;0;0;0;4;100;0;0;0;100;FALSE;NA;NA;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"330";34;0;0;"827";NA;NA;11.8;"8720A";"48";"ERCAC";"27";34;0;16;16;15;15;13;13;12;12;10;10;7.1;34;100;0;0;0;0;14;41.1764705882353;20;58.8235294117647;100;0;FALSE;0.025;0.02;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"331";188;75;6;"828";NA;NA;8.3;"4211Z";"15";"ERCAC";"27";269;0;109;48;105;49;98;47;87;48;91;48;16.8;124;46.0966542750929;65;24.1635687732342;80;29.7397769516729;112;41.635687732342;157;58.364312267658;100;0;FALSE;0.03;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"332";0;34;0;"829";NA;NA;12.5;"4312A";NA;"ERCAC";"27";34;0;17;10;17;10;15;9;15;9;13;8;20;20;58.8235294117647;14;41.1764705882353;0;0;14;41.1764705882353;20;58.8235294117647;0;100;FALSE;0.025;0;0;0;0.02;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"333";0;4;0;"831";NA;NA;9.9;"6920Z";NA;"ERCAC";"27";4;0;2;1;2;1;2;1;2;1;2;1;9.9;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0.04;0.02;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"334";0;45;0;"832";NA;NA;16.9;NA;NA;"ERCAC";"27";45;0;25;16;21;14;21;14;20;13;20;13;1.9;29;64.4444444444444;16;35.5555555555556;0;0;19;42.2222222222222;26;57.7777777777778;100;0;FALSE;NA;NA;NA;NA;NA;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"335";203;0;0;"833";NA;NA;12.4;NA;"12";"ERCAC";"27";203;0;133;59;134;61;137;64;152;69;141;65;2.9;84;41.3793103448276;57;28.0788177339901;62;30.5418719211823;93;45.8128078817734;110;54.1871921182266;100;0;FALSE;0.025;0;NA;NA;NA;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"336";23;0;0;"834";"835";NA;31.9;NA;"12";"ERCAC";"27";23;0;23;13;21;12;18;11;11;8;9;7;31.9;13;56.5217391304348;2;8.69565217391304;8;34.7826086956522;14;60.8695652173913;9;39.1304347826087;100;0;FALSE;0.025;0;0;0;0.02;0.06;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"337";0;15;0;"837";NA;NA;10.9;"4674A";NA;"ERCAC";"27";15;0;15;9;14;8;14;8;10;6;10;6;7.7;9;60;6;40;0;0;6;40;9;60;0;100;FALSE;0.15;0.2;0.15;0.04;0.03;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"338";0;6;0;"841";NA;NA;3.9;NA;NA;"ERCAC";"5";6;0;0;0;2;2;2;2;2;2;2;2;2.5;6;100;0;0;0;0;0;0;6;100;100;0;FALSE;NA;NA;0;0;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"339";0;4;0;"843";NA;NA;2.9;"521B";NA;"ERCAC";"27";4;0;0;0;0;0;2;1;2;1;2;1;0.9;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.041;0.15;NA;NA;NA;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"34";6;0;0;"48";NA;NA;5.8;"6831Z";"11";"ER11";"3";6;0;3;1;3;1;0;0;0;0;0;0;4.3;2;33.3333333333333;2;33.3333333333333;2;33.3333333333333;2;33.3333333333333;4;66.6666666666667;100;0;FALSE;0.2;0.2;0.2;0.1;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"340";13119;1341;1673;"856";"855";"846";9.6;"7010Z";"12";"ERCAC";"27";16133;0;3340;2090;3378;2144;3369;2045;3717;2379;3309;1917;2.3;10882;67.4518068555135;2006;12.4341412012645;3245;20.114051943222;7422;46.0050827496436;8711;53.9949172503564;98.5123659579743;1.48763404202566;FALSE;NA;0;NA;NA;NA;0.085;NA;0;NA;NA;NA;0.085;NA;0;NA;NA;NA;0.085;FALSE;FALSE;FALSE
"341";8;0;0;"847";NA;NA;25.3;"1013A";"12";"ERCAC";"27";8;0;4;1;4;1;3;1;3;1;3;1;10.7;2;25;2;25;4;50;4;50;4;50;100;0;FALSE;0.05;0;0.01;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"342";0;3;0;"849";NA;NA;3.9;"4322B";NA;"ERCAC";"27";3;0;2;1;2;1;1;1;1;1;0;0;12.5;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"344";0;24;0;"851";NA;NA;28.9;NA;NA;"ERCAC";"27";24;0;20;15;20;15;18;14;18;14;18;14;7.9;17;70.8333333333333;3;12.5;4;16.6666666666667;18;75;6;25;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"345";0;10;0;"857";NA;NA;8.9;NA;NA;"ERCAC";"27";10;0;10;5;10;5;10;5;10;5;10;5;8.9;5;50;5;50;0;0;5;50;5;50;0;100;FALSE;0.01;0;0.03;0;0.03;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"346";0;408;0;"862";NA;NA;12.2;"2443Z";NA;"ERCAC";"27";408;0;204;129;192;122;186;119;172;113;166;109;12.2;258;63.2352941176471;148;36.2745098039216;2;0.490196078431373;208;50.9803921568627;200;49.0196078431373;100;0;FALSE;0.03;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"347";0;25;0;"863";NA;NA;4.9;"2443Z";NA;"ERCAC";"27";25;0;7;3;7;3;5;3;7;4;7;4;3.4;11;44;11;44;3;12;11;44;14;56;100;0;FALSE;NA;0;0;0.01;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"348";21;73;0;"864";NA;NA;53.6;"2443Z";"12";"ERCAC";"27";94;0;94;76;86;69;77;62;67;54;57;47;58.9;76;80.8510638297872;18;19.1489361702128;0;0;61;64.8936170212766;33;35.1063829787234;0;100;FALSE;0.03;0.05;0.15;0.08;0.1;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"349";747;38;111;"865";"866";"867";6.6;"6512Z";"12";"ERCAC";"42";896;0;219;129;222;134;225;143;235;142;236;143;9;529;59.0401785714286;88;9.82142857142857;279;31.1383928571429;617;68.8616071428571;279;31.1383928571429;100;0;FALSE;0.05;0;0;0;0;0;0.05;0;0;0;0;0;0.05;0;0;0;0;0;FALSE;FALSE;FALSE
"35";5376;191;578;"2047";"806";"2893";6.2;"4520A";"12";"ERCAC";"8";5896;4.05207485760781;1630;978;1671;1012;1771;1081;1865;1113;1775;1080;668.8;3703;60.2603742880391;693;11.2774613506916;1749;28.4621643612693;2310;37.5915378356387;3835;62.4084621643613;100;0;FALSE;0.03;0;NA;NA;0;0.1;0.03;0;NA;NA;0;0.1;0.03;0;NA;NA;0;0.1;FALSE;FALSE;FALSE
"350";2;0;0;"868";NA;NA;40.2;NA;"12";"ERCAC";"27";2;0;2;2;2;2;2;2;2;2;2;2;40.2;2;100;0;0;0;0;1;50;1;50;100;0;FALSE;0;0;0;0.1;0.15;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"351";0;3;0;"870";NA;NA;9.9;NA;NA;"ERCAC";"27";3;0;3;2;3;2;3;2;2;2;2;2;9.9;2;66.6666666666667;1;33.3333333333333;0;0;2;66.6666666666667;1;33.3333333333333;100;0;FALSE;0.04;0;0;0.1;0.2;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"352";0;25;0;"872";"871";NA;5.4;"275E";NA;"ERCAC";"27";25;0;11;8;8;7;7;6;7;6;3;3;2.3;18;72;7;28;0;0;14;56;11;44;100;0;FALSE;NA;0;0;0;0.02;0.06;NA;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"353";0;28;0;"873";NA;NA;9.1;NA;NA;"ERCAC";"27";28;0;28;16;27;16;26;16;23;14;23;14;14.9;16;57.1428571428571;11;39.2857142857143;1;3.57142857142857;15;53.5714285714286;13;46.4285714285714;0;100;FALSE;0.05;0.2;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"354";2;0;0;"876";NA;NA;25.9;NA;"12";"ERCAC";"27";2;0;2;2;2;2;2;2;1;1;0;0;21.1;2;100;0;0;0;0;1;50;1;50;0;100;FALSE;0.05;0.1;0.15;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"355";10;0;0;"883";"621";NA;4.9;NA;"12";"ERCAC";"27";10;0;2;1;2;1;0;0;6;6;3;3;4.2;6;60;4;40;0;0;5;50;5;50;40;60;FALSE;0.01;0;0;0;0.02;0.25;0.01;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"356";2;0;0;"877";NA;NA;19.9;NA;"12";"ERCAC";"27";2;0;2;1;2;1;2;1;2;1;2;1;19.9;1;50;1;50;0;0;1;50;1;50;0;100;FALSE;0.15;0.02;0.2;0.04;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"357";6;5;0;"878";NA;NA;23.8;"8710A";"12";"ERCAC";"27";11;0;11;9;11;9;10;8;8;6;8;6;42.6;9;81.8181818181818;2;18.1818181818182;0;0;7;63.6363636363636;4;36.3636363636364;0;100;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"358";8;0;0;"879";NA;NA;34.7;NA;"12";"ERCAC";"27";8;0;8;7;7;6;7;6;6;6;5;5;53.7;7;87.5;1;12.5;0;0;5;62.5;3;37.5;0;100;FALSE;0.03;0;0;0.1;0.2;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"359";3;1;0;"880";NA;NA;23.1;NA;"12";"ERCAC";"27";4;0;4;2;4;2;4;2;4;2;3;2;42.7;2;50;1;25;1;25;3;75;1;25;0;100;FALSE;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"36";16;12;0;"52";NA;NA;6.9;"4939A";"11";"ER11";"3";28;0;13;7;12;7;7;5;7;5;7;5;12.8;16;57.1428571428571;8;28.5714285714286;4;14.2857142857143;10;35.7142857142857;18;64.2857142857143;100;0;FALSE;0.04;0;0.15;0.06;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"360";10;80;0;"881";NA;NA;26.7;NA;"12";"ERCAC";"27";90;0;89;65;83;62;78;59;66;52;61;50;31.6;66;73.3333333333333;24;26.6666666666667;0;0;56;62.2222222222222;34;37.7777777777778;0;100;FALSE;0.025;0;0;0;0.05;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"361";3;0;0;"882";NA;NA;26.9;NA;"12";"ERCAC";"27";3;0;3;2;1;1;1;1;1;1;0;0;17.5;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;0;100;FALSE;0.04;0.05;0.05;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"362";2;0;0;"884";NA;NA;24.8;NA;"12";"ERCAC";"27";2;0;2;2;2;2;2;2;2;2;0;0;14.3;2;100;0;0;0;0;1;50;1;50;0;100;FALSE;0;0.1;0.15;0.1;0.2;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"363";0;2;0;"887";NA;NA;33.8;NA;NA;"ERCAC";"27";2;0;2;2;2;2;2;2;1;1;1;1;31.1;2;100;0;0;0;0;2;100;0;0;0;100;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"364";154;0;0;"888";NA;NA;24.4;NA;"12";"ERCAC";"27";154;0;154;122;149;118;147;118;144;115;138;113;17.3;116;75.3246753246753;29;18.8311688311688;9;5.84415584415584;34;22.0779220779221;120;77.9220779220779;100;0;FALSE;0.03;0;0;0;0.02;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"365";0;12;0;"889";NA;NA;35.6;NA;NA;"ERCAC";"27";12;0;12;10;12;10;10;8;9;7;8;6;29.6;10;83.3333333333333;2;16.6666666666667;0;0;7;58.3333333333333;5;41.6666666666667;0;100;FALSE;0.2;0.02;0;0.1;0.15;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"366";0;3;0;"893";NA;NA;28;NA;NA;"ERCAC";"27";3;0;3;2;3;2;3;2;3;2;3;2;13;2;66.6666666666667;0;0;1;33.3333333333333;2;66.6666666666667;1;33.3333333333333;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"367";2434;161;297;"894";"895";NA;2.9;"5610A";"75";"ERCAC";"43";2892;0;104;66;106;70;89;58;1023;750;1110;835;92.3;2091;72.3029045643154;219;7.57261410788382;582;20.1244813278008;1053;36.4107883817427;1839;63.5892116182573;100;0;TRUE;0;0;NA;NA;NA;0;0;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"368";747;50;95;"896";"898";"899";4.5;"5610A";"75";"ERCAC";"27";647;27.4663677130045;89;51;79;50;76;46;235;112;253;122;93.4;419;46.9730941704036;204;22.8699551569507;269;30.1569506726457;379;42.4887892376682;513;57.5112107623318;71.8609865470852;28.1390134529148;TRUE;0.03;0;0;0;0.02;0.13;0.03;0;0;0;0.02;0.13;0.03;0;0;0;0.02;0.13;FALSE;FALSE;FALSE
"369";0;1;0;"843";NA;NA;2.9;NA;NA;"ERCAC";"27";1;0;0;0;0;0;1;1;0;0;0;0;0;1;100;0;0;0;0;1;100;0;0;0;100;TRUE;0.041;0.15;NA;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"37";0;4;0;"55";NA;NA;16.9;NA;NA;"ER11";"3";4;0;2;1;2;1;2;1;2;1;2;1;10.1;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0.03;0;0.15;0.06;0.05;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"370";0;12;0;"901";NA;NA;7.9;NA;NA;"ERCAC";"27";12;0;12;8;12;8;12;8;10;7;10;7;13.2;8;66.6666666666667;4;33.3333333333333;0;0;6;50;6;50;0;100;TRUE;0.01;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"371";14;0;0;"903";NA;NA;41.4;NA;"48";"ERCAC";"27";14;0;14;11;13;11;12;10;12;10;8;8;36.2;11;78.5714285714286;3;21.4285714285714;0;0;9;64.2857142857143;5;35.7142857142857;100;0;FALSE;0.2;0.02;0.2;0.1;0.2;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"372";2;0;0;"904";NA;NA;32.2;NA;"12";"ERCAC";"27";2;0;2;2;2;2;1;1;1;1;1;1;23.2;1;50;1;50;0;0;1;50;1;50;0;100;FALSE;0.025;0;0.2;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"373";7;0;0;"905";NA;NA;32.9;NA;"12";"ERCAC";"27";7;0;7;5;6;4;4;3;4;3;4;3;30.4;5;71.4285714285714;2;28.5714285714286;0;0;3;42.8571428571429;4;57.1428571428571;0;100;FALSE;0.05;0;0;0.01;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"375";3;0;0;"907";NA;NA;26.9;NA;"12";"ERCAC";"27";3;0;2;2;2;2;2;3;2;2;2;2;19.9;3;100;0;0;0;0;3;100;0;0;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"376";2;0;0;"908";NA;NA;43.9;NA;"12";"ERCAC";"27";2;0;2;2;1;1;1;1;1;1;1;1;39.5;2;100;0;0;0;0;2;100;0;0;0;100;FALSE;0.03;0.02;0;0.1;0.2;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"377";0;28;0;"911";NA;NA;14.3;NA;NA;"ERCAC";"27";28;0;28;11;25;10;21;9;21;9;16;8;14.1;11;39.2857142857143;11;39.2857142857143;6;21.4285714285714;16;57.1428571428571;12;42.8571428571429;100;0;FALSE;0.04;0;0;0;0.1;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"378";0;26;0;"912";NA;NA;10.7;NA;NA;"ERCAC";"27";26;0;13;9;12;9;5;5;5;5;5;5;9.4;18;69.2307692307692;8;30.7692307692308;0;0;12;46.1538461538462;14;53.8461538461538;0;100;FALSE;0.1;0.2;0.15;0.04;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"379";2;0;0;"916";NA;NA;19.9;NA;"12";"ERCAC";"27";2;0;2;2;2;2;2;2;2;2;2;2;19.3;2;100;0;0;0;0;2;100;0;0;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"38";0;232;0;"56";NA;NA;23.8;"132Z";"11";"ER11";"2";232;0;116;82;110;81;104;78;100;76;91;70;19.3;164;70.6896551724138;54;23.2758620689655;14;6.03448275862069;72;31.0344827586207;160;68.9655172413793;0;100;FALSE;NA;NA;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"380";0;60;0;"917";NA;NA;11.9;NA;NA;"ERCAC";"27";60;0;58;35;54;33;48;30;37;24;29;19;6.2;36;60;24;40;0;0;26;43.3333333333333;34;56.6666666666667;0;100;FALSE;0.025;0;0.05;0.04;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"381";0;120;0;"919";NA;NA;19.9;NA;NA;"ERCAC";"27";120;0;120;89;107;78;94;70;78;57;61;45;17.1;89;74.1666666666667;27;22.5;4;3.33333333333333;80;66.6666666666667;40;33.3333333333333;0;100;FALSE;0.025;0;0;0;0.02;0.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"382";0;4;0;"920";NA;NA;19.9;NA;NA;"ERCAC";"27";4;0;4;3;4;3;4;3;4;3;4;3;19.9;3;75;1;25;0;0;1;25;3;75;0;100;FALSE;0.04;0;0.2;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"383";364;0;0;"931";"930";NA;27.8;NA;"75";"ERCAC";"27";364;0;360;253;326;228;287;205;268;191;240;175;24.8;253;69.5054945054945;53;14.5604395604396;58;15.9340659340659;224;61.5384615384615;140;38.4615384615385;100;0;FALSE;0.04;0;0;0;0.02;0.08;0.04;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"384";23;0;0;"937";NA;NA;34.1;NA;"46";"ERCAC";"27";23;0;23;12;22;11;16;8;12;7;7;5;6.8;12;52.1739130434783;4;17.3913043478261;7;30.4347826086957;16;69.5652173913043;7;30.4347826086957;100;0;FALSE;0.1;0.02;0;0.01;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"385";0;30;0;"938";NA;NA;8.8;NA;NA;"ERCAC";"27";30;0;15;10;15;10;13;8;13;8;13;8;8.9;20;66.6666666666667;6;20;4;13.3333333333333;22;73.3333333333333;8;26.6666666666667;100;0;FALSE;0.04;0;0;0.08;0.15;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"386";148;4;31;"939";NA;NA;1.9;"5829C";NA;"ERCAC";"27";183;0;57;24;61;27;55;28;59;30;57;30;1.9;88;48.0874316939891;36;19.672131147541;59;32.2404371584699;90;49.1803278688525;93;50.8196721311475;100;0;FALSE;NA;NA;NA;NA;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"387";512;0;0;"940";NA;NA;22.9;NA;"48";"ERCAC";"27";512;0;256;175;254;175;241;168;233;164;224;159;22.9;350;68.359375;136;26.5625;26;5.078125;300;58.59375;212;41.40625;100;0;FALSE;0.03;0;0;0.01;0.03;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"388";0;26;0;"941";NA;NA;10.8;NA;NA;"ERCAC";"27";26;0;26;15;23;13;22;13;22;13;18;11;8.9;15;57.6923076923077;11;42.3076923076923;0;0;13;50;13;50;0;100;FALSE;0.1;0.02;0.01;0.015;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"389";21;0;0;"942";NA;NA;33.1;NA;"46";"ERCAC";"27";21;0;21;15;16;12;15;12;12;11;12;11;23.8;15;71.4285714285714;2;9.52380952380952;4;19.047619047619;18;85.7142857142857;3;14.2857142857143;100;0;FALSE;0.01;0;0;0.01;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
