"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Tps_adh_E_au_L";"Code_ape";"Departement";"Regroup1";"Regroup4";"BASE";"OPTION_percent";"Nb_pers_2018";"Nb_fam_2018";"Nb_pers_2019";"Nb_fam_2019";"Nb_pers_2020";"Nb_fam_2020";"Nb_pers_2021";"Nb_fam_2021";"Nb_pers_2022";"Nb_fam_2022";"Tps_adh_moy_pers_ds_L";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo_percent";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022"
"797";4;0;0;"1664";NA;NA;18.7;NA;NA;"ER80";"62";4;0;2;1;2;1;2;1;2;1;2;1;8.9;2;50;2;50;0;0;2;50;2;50;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"798";0;94;0;"1665";NA;NA;17.9;NA;NA;"ER80";"62";94;0;46;30;45;29;45;29;42;28;34;23;8.9;60;63.8297872340426;34;36.1702127659575;0;0;42;44.6808510638298;52;55.3191489361702;0;100;FALSE;0.01;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"799";6;0;0;"1666";NA;NA;17.9;NA;NA;"ER80";"62";6;0;3;3;2;2;2;2;2;2;1;1;8.1;6;100;0;0;0;0;6;100;0;0;100;0;FALSE;0;0;0;0;0.15;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"8";41;0;0;"8";NA;NA;12.1;"8899B";"11";"ER11";"3";41;0;41;27;37;23;33;21;27;17;18;13;79.4;27;65.8536585365854;7;17.0731707317073;7;17.0731707317073;24;58.5365853658537;17;41.4634146341463;0;100;FALSE;0.041;0;0.035;0.03;0.035;0.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"80";0;2;0;"296";NA;NA;15.9;"3312Z";"66";"ER66";"3";2;0;1;1;1;1;1;1;1;1;1;1;15.9;2;100;0;0;0;0;0;0;2;100;100;0;FALSE;0.01;0;0;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"800";0;14;0;"1667";NA;NA;16.9;NA;NA;"ER80";"62";14;0;7;5;7;5;7;5;5;4;5;4;8.9;10;71.4285714285714;4;28.5714285714286;0;0;10;71.4285714285714;4;28.5714285714286;0;100;FALSE;0.04;0.15;0;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"801";0;141;0;"1672";"1668";NA;13;"2572Z";NA;"ER80";"62";141;0;65;41;62;40;58;38;57;38;49;33;17.6;89;63.1205673758865;52;36.8794326241135;0;0;71;50.354609929078;70;49.645390070922;0;100;FALSE;0.01;0;0;0.01;0.02;0.06;0.01;0;0;0.01;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"802";568;39;17;"1669";NA;NA;6.7;"2822Z";NA;"ER80";"62";624;0;168;77;156;78;244;140;237;145;237;143;4.8;364;58.3333333333333;99;15.8653846153846;161;25.8012820512821;247;39.5833333333333;377;60.4166666666667;100;0;TRUE;NA;NA;NA;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"803";42;0;0;"1670";NA;NA;14.9;NA;NA;"ER80";"62";42;0;21;9;17;7;15;6;15;6;11;5;8;18;42.8571428571429;16;38.0952380952381;8;19.047619047619;22;52.3809523809524;20;47.6190476190476;100;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"804";0;20;0;"1671";NA;NA;13.9;NA;NA;"ER80";"62";20;0;9;7;9;7;8;7;6;5;4;4;2.4;16;80;4;20;0;0;16;80;4;20;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"805";0;6;0;"1674";NA;NA;12.2;NA;NA;"ER80";"62";6;0;3;2;3;2;2;2;1;1;1;1;6.8;4;66.6666666666667;2;33.3333333333333;0;0;4;66.6666666666667;2;33.3333333333333;0;100;FALSE;0.05;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"806";0;4;0;"1677";NA;NA;11.3;NA;NA;"ER80";"62";4;0;2;1;2;1;2;1;2;1;2;1;8.2;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.01;0.2;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"807";70;0;0;"1679";NA;NA;6.9;"2822Z";NA;"ERCAC";"5";70;0;25;14;22;14;18;10;22;11;21;10;1.1;40;57.1428571428571;14;20;16;22.8571428571429;22;31.4285714285714;48;68.5714285714286;100;0;TRUE;0.04;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"808";6;0;0;"1681";NA;NA;7.9;NA;NA;"ER80";"62";6;0;3;3;2;2;1;1;1;1;1;1;3;6;100;0;0;0;0;4;66.6666666666667;2;33.3333333333333;0;100;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"809";410;278;51;"1682";"1689";"1697";6.6;"6910Z";"80";"ER80";"65";739;0;258;141;252;140;266;150;256;146;229;135;70.4;384;51.9621109607578;160;21.6508795669824;195;26.3870094722598;453;61.2990527740189;286;38.7009472259811;24.6278755074425;75.3721244925575;FALSE;0.025;0.05;NA;NA;NA;0;0.025;0.05;NA;NA;NA;0;0.025;0.05;NA;NA;NA;0;FALSE;FALSE;FALSE
"81";98;5;0;"297";NA;NA;27.1;NA;"66";"ER66";"17";103;0;50;31;48;29;42;26;40;25;36;22;21.9;63;61.1650485436893;32;31.0679611650485;8;7.76699029126214;43;41.747572815534;60;58.252427184466;100;0;FALSE;0.03;0;NA;NA;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"810";114;10;26;"1712";NA;NA;5.4;"2562B";"19";"ERCAC";"5";150;0;31;19;52;29;37;24;39;25;44;29;6.9;86;57.3333333333333;13;8.66666666666667;51;34;44;29.3333333333333;106;70.6666666666667;100;0;FALSE;0.01;0;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"811";0;4;0;"1714";NA;NA;8.9;"2849Z";NA;"ERCAC";"66";4;0;2;1;2;1;2;1;2;1;2;1;8.9;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.05;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"812";124;0;3;"1716";NA;NA;7.2;"4120A";"19";"ERCAC";"66";127;0;35;17;43;18;43;17;47;20;51;22;5.6;55;43.3070866141732;26;20.4724409448819;46;36.2204724409449;58;45.6692913385827;69;54.3307086614173;100;0;FALSE;0.04;0;0.2;0.1;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"813";16;0;15;"1719";NA;NA;9.9;NA;"87";"ERCAC";"66";31;0;12;5;8;4;2;1;3;2;3;2;9.6;14;45.1612903225806;5;16.1290322580645;12;38.7096774193548;17;54.8387096774194;14;45.1612903225806;100;0;FALSE;0.04;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"814";0;6;0;"1724";NA;NA;9.7;NA;NA;"ERCAC";"66";6;0;3;3;3;3;3;3;3;3;3;3;8.8;6;100;0;0;0;0;4;66.6666666666667;2;33.3333333333333;0;100;FALSE;0.04;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"815";0;4;0;"1727";NA;NA;8;"4531Z";NA;"ERCAC";"66";4;0;2;1;2;1;2;1;2;1;2;1;11;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.2;0.15;0.2;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"816";0;4;0;"1728";NA;NA;11.9;NA;NA;"ERCAC";"66";4;0;2;1;2;1;2;1;2;1;2;1;11.9;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.04;0;0.01;0.08;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"817";0;40;0;"1733";NA;NA;11;NA;NA;"ERCAC";"66";40;0;20;10;20;10;20;10;20;10;20;10;10.7;20;50;20;50;0;0;20;50;20;50;0;100;FALSE;0.025;0;0;0;0.03;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"818";0;24;0;"1735";"1736";NA;11.9;NA;NA;"ERCAC";"66";24;0;12;7;12;7;12;7;10;6;10;6;11.9;14;58.3333333333333;10;41.6666666666667;0;0;12;50;12;50;0;100;FALSE;0.05;0.02;0.03;0;0.03;0.16;0.05;0.02;0.03;0;0.03;0.16;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"819";782;0;0;"1742";"1743";NA;11.9;NA;"19";"ERCAC";"66";782;0;269;256;275;264;290;269;267;248;262;239;11.9;710;90.7928388746803;6;0.767263427109974;66;8.43989769820972;320;40.920716112532;462;59.079283887468;100;0;FALSE;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"82";0;8;0;"298";NA;NA;10.9;NA;NA;"ER66";"3";8;0;4;3;4;3;4;3;4;3;4;3;15.9;6;75;2;25;0;0;4;50;4;50;100;0;FALSE;0.01;0;0;0.01;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"820";0;14;0;"1750";NA;NA;11.8;"4669A";NA;"ERCAC";"66";14;0;7;4;7;4;2;2;2;2;1;1;2.9;8;57.1428571428571;6;42.8571428571429;0;0;8;57.1428571428571;6;42.8571428571429;0;100;FALSE;0.025;0.02;0.05;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"821";56;290;0;"1753";"1763";"1764";10;NA;"19";"ERCAC";"66";346;0;170;95;157;90;149;87;140;85;126;80;13.5;192;55.4913294797688;120;34.6820809248555;34;9.82658959537572;154;44.5086705202312;192;55.4913294797688;0;100;FALSE;0.025;0;0;0;0.02;0.1;0.025;0;0;0;0.02;0.1;0.025;0;0;0;0.02;0.1;FALSE;FALSE;FALSE
"822";6;0;0;"1754";NA;NA;9.9;NA;"19";"ERCAC";"66";6;0;3;2;3;2;3;2;3;2;3;2;9.9;4;66.6666666666667;2;33.3333333333333;0;0;2;33.3333333333333;4;66.6666666666667;100;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"823";0;6;0;"1758";NA;NA;7.9;NA;NA;"ERCAC";"66";6;0;3;2;3;2;3;2;3;2;3;2;12.9;4;66.6666666666667;2;33.3333333333333;0;0;4;66.6666666666667;2;33.3333333333333;0;100;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"824";0;40;0;"1761";NA;NA;19.2;NA;NA;"ERCAC";"66";40;0;20;14;20;14;19;14;18;13;12;9;18.8;28;70;12;30;0;0;26;65;14;35;0;100;FALSE;0.03;0;0.03;0.08;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"825";0;651;0;"1765";"1766";NA;11.9;"8610Z";NA;"ERCAC";"66";651;0;324;230;312;223;299;214;284;204;271;197;7.9;463;71.1213517665131;188;28.8786482334869;0;0;375;57.6036866359447;276;42.3963133640553;100;0;FALSE;0.03;0;0;0.01;0.03;0.1;0.03;0;0;0.01;0.03;0.1;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"826";0;4;0;"1767";NA;NA;7.9;NA;NA;"ERCAC";"66";4;0;2;1;2;1;2;1;2;1;2;1;11.9;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"827";674;0;0;"1772";"1773";NA;11.7;NA;"19";"ERCAC";"66";674;0;198;186;203;192;208;195;209;198;201;192;1.9;632;93.7685459940653;12;1.78041543026706;30;4.45103857566766;292;43.3234421364985;382;56.6765578635015;100;0;FALSE;0.03;0;0;0;0.02;0.08;0.03;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"828";445;2;93;"2456";"1774";"1775";8.7;"4120B";"19";"ERCAC";"68";540;0;128;73;132;73;144;81;142;81;131;76;17.7;228;42.2222222222222;108;20;204;37.7777777777778;292;54.0740740740741;248;45.9259259259259;100;0;FALSE;0;0;NA;NA;NA;0;0;0;NA;NA;NA;0;0;0;NA;NA;NA;0;FALSE;FALSE;FALSE
"829";0;4;0;"1776";NA;NA;7.9;NA;NA;"ERCAC";"66";4;0;2;1;2;1;2;1;2;1;2;1;7.8;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"83";50;0;0;"302";NA;NA;26.4;"8710A";"66";"ER66";"17";50;0;25;10;20;8;16;7;12;6;6;4;17.8;20;40;10;20;20;40;30;60;20;40;100;0;FALSE;0.03;0;0;0.04;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"830";56;2;0;"1781";NA;NA;2.9;NA;"19";"ERCAC";"5";58;0;0;0;0;0;28;10;24;9;23;8;2.9;20;34.4827586206897;12;20.6896551724138;26;44.8275862068966;28;48.2758620689655;30;51.7241379310345;100;0;FALSE;NA;NA;NA;0.1;0.15;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"831";0;4;0;"1782";NA;NA;11.9;NA;NA;"ERCAC";"66";4;0;2;1;2;1;2;1;1;1;1;1;9.5;2;50;2;50;0;0;2;50;2;50;0;100;FALSE;0.1;0.15;0;0.1;0.2;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"832";144;23;24;"1784";NA;NA;6.9;NA;"87";"ERCAC";"5";191;0;74;31;74;30;65;29;64;27;59;25;1;82;42.9319371727749;44;23.0366492146597;65;34.0314136125654;87;45.5497382198953;104;54.4502617801047;100;0;FALSE;0.04;0;0.03;0;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"833";280;11;47;"1785";NA;NA;9.9;NA;"87";"ERCAC";"66";338;0;83;61;84;59;91;66;103;74;110;77;1.1;236;69.8224852071006;14;4.14201183431953;88;26.0355029585799;220;65.0887573964497;118;34.9112426035503;100;0;TRUE;0.04;0;NA;NA;NA;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"834";12;0;0;"1786";NA;NA;14;NA;NA;"ER34";"69";12;0;12;5;12;5;7;4;7;4;6;3;14;5;41.6666666666667;2;16.6666666666667;5;41.6666666666667;4;33.3333333333333;8;66.6666666666667;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"835";3;0;0;"1787";NA;NA;22.5;NA;NA;"ER34";"69";3;0;3;2;1;1;1;1;1;1;1;1;22;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;0;100;FALSE;0.2;0.2;0.2;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"836";2;0;0;"1788";NA;NA;36.2;NA;NA;"ER34";"69";2;0;2;2;2;2;2;2;2;2;2;2;36.2;2;100;0;0;0;0;2;100;0;0;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"837";2;0;0;"1789";NA;NA;37.9;NA;NA;"ER34";"69";2;0;2;2;1;1;1;1;1;1;1;1;26.8;2;100;0;0;0;0;1;50;1;50;0;100;FALSE;0;0;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"838";2;0;0;"1790";"1791";"1790";7.9;NA;NA;"ER34";"69";1;50;1;1;1;1;1;1;0;0;0;0;5.9;2;100;0;0;0;0;2;100;0;0;50;50;FALSE;0.15;0.2;0.2;0.1;0.2;0.25;0.15;0.2;0.2;0.1;0.2;0.25;0.15;0.2;0.2;0.1;0.2;0.25;FALSE;FALSE;FALSE
"839";2;0;0;"1792";NA;NA;37.9;NA;NA;"ER34";"69";2;0;2;2;1;1;1;1;1;1;1;1;4.8;2;100;0;0;0;0;1;50;1;50;0;100;FALSE;0.3;0.2;0.2;0.04;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"84";4;0;0;"303";NA;NA;26.1;"8121Z";"66";"ER66";"17";4;0;2;2;2;2;1;1;1;1;1;1;11.8;4;100;0;0;0;0;2;50;2;50;100;0;FALSE;0.03;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"840";1;0;0;"1793";NA;NA;37.7;NA;NA;"ER34";"69";1;0;1;1;1;1;1;1;0;0;0;0;34.8;1;100;0;0;0;0;1;100;0;0;0;100;FALSE;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"841";2;0;0;"1794";NA;NA;14;NA;NA;"ER34";"69";2;0;2;1;2;1;2;1;2;1;2;1;14;1;50;1;50;0;0;1;50;1;50;0;100;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"842";3;0;0;"1795";NA;NA;32.9;NA;NA;"ER34";"69";3;0;3;2;3;2;1;1;1;1;1;1;18.5;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;0;100;FALSE;0;0;0;0.04;0.2;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"843";18;0;0;"1796";"1797";NA;32.9;NA;NA;"ER34";"69";18;0;18;15;18;15;14;12;12;10;12;10;18.4;15;83.3333333333333;2;11.1111111111111;1;5.55555555555556;7;38.8888888888889;11;61.1111111111111;0;100;FALSE;0.025;0;0;0;0.02;0.25;0.025;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"844";1;0;0;"1798";NA;NA;35.5;NA;NA;"ER34";"69";1;0;1;1;1;1;0;0;0;0;0;0;31.9;1;100;0;0;0;0;0;0;1;100;0;100;FALSE;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"845";4;0;0;"1799";"1800";"1799";7.9;NA;NA;"ER34";"69";2;50;2;2;2;2;2;2;2;2;2;2;7.9;4;100;0;0;0;0;2;50;2;50;50;50;FALSE;0.025;0.05;0.2;0.1;0.06;0.1;0.025;0.05;0.2;0.1;0.06;0.1;0.025;0.05;0.2;0.1;0.06;0.1;FALSE;FALSE;FALSE
"846";1;0;0;"1801";NA;NA;14.3;NA;NA;"ER34";"69";1;0;1;1;1;1;1;1;0;0;0;0;11.3;1;100;0;0;0;0;1;100;0;0;0;100;FALSE;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"847";2;0;0;"1802";NA;NA;36.4;NA;NA;"ER34";"69";2;0;2;1;2;1;2;1;2;1;0;0;35.3;1;50;1;50;0;0;1;50;1;50;0;100;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"848";16;0;0;"1803";"1804";"1803";7.9;NA;NA;"ER34";"69";8;50;8;6;8;6;5;4;5;4;4;3;7.9;12;75;4;25;0;0;8;50;8;50;50;50;FALSE;0.01;0;0.03;0;0.02;0.06;0.01;0;0.03;0;0.02;0.06;0.01;0;0.03;0;0.02;0.06;FALSE;FALSE;FALSE
"849";2;0;0;"1805";"1806";"1805";7.9;NA;NA;"ER34";"69";1;50;1;1;1;1;1;1;1;1;1;1;7.9;2;100;0;0;0;0;2;100;0;0;50;50;FALSE;0.2;0.2;0.01;0;0.02;0.06;0.2;0.2;0.01;0;0.02;0.06;0.2;0.2;0.01;0;0.02;0.06;FALSE;FALSE;FALSE
"85";0;8;0;"304";NA;NA;15.7;NA;NA;"ER66";"3";8;0;4;2;4;2;4;2;4;2;4;2;15.7;4;50;4;50;0;0;4;50;4;50;100;0;FALSE;0.025;0;0;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"850";19;0;0;"1807";NA;NA;16.9;NA;NA;"ER34";"69";19;0;19;15;19;15;19;15;15;12;13;11;14;15;78.9473684210526;3;15.7894736842105;1;5.26315789473684;10;52.6315789473684;9;47.3684210526316;0;100;FALSE;0.025;0;0;0;0.02;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"851";10;0;0;"1808";"1809";"1808";7.9;NA;NA;"ER34";"69";5;50;5;3;5;3;5;3;4;2;4;2;5;6;60;4;40;0;0;6;60;4;40;50;50;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"852";12;0;0;"1810";"1811";"1810";7.9;NA;NA;"ER34";"69";6;50;6;6;6;6;6;6;5;5;4;4;7.9;12;100;0;0;0;0;12;100;0;0;50;50;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"853";44;0;0;"1812";"1813";"1812";7.9;NA;NA;"ER34";"69";22;50;22;14;22;14;21;14;17;12;14;10;5.3;28;63.6363636363636;14;31.8181818181818;2;4.54545454545455;28;63.6363636363636;16;36.3636363636364;50;50;FALSE;0.04;0.02;0.01;0;0.1;0.1;0.04;0.02;0.01;0;0.1;0.1;0.04;0.02;0.01;0;0.1;0.1;FALSE;FALSE;FALSE
"854";0;118;0;"1814";"1815";"1814";7.9;NA;NA;"ER34";"69";59;50;59;39;56;37;52;35;44;30;35;23;5;78;66.1016949152542;40;33.8983050847458;0;0;58;49.1525423728814;60;50.8474576271186;50;50;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"855";2;0;0;"1816";"1817";"1816";7.9;NA;NA;"ER34";"69";1;50;1;1;0;0;0;0;0;0;0;0;3;2;100;0;0;0;0;2;100;0;0;50;50;FALSE;0.01;0;NA;NA;NA;NA;0.01;0;NA;NA;NA;NA;0.01;0;NA;NA;NA;NA;FALSE;FALSE;FALSE
"856";5;0;0;"1818";NA;NA;21.1;NA;NA;"ER34";"69";5;0;5;1;5;1;4;1;0;0;0;0;17.4;1;20;1;20;3;60;3;60;2;40;0;100;FALSE;0.2;0.05;0.2;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"857";2;0;0;"1819";NA;NA;20;NA;NA;"ER34";"69";2;0;2;2;2;2;2;2;2;2;2;2;20;2;100;0;0;0;0;2;100;0;0;0;100;FALSE;0.01;0;0.01;0.015;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"858";2;0;0;"1820";NA;NA;19.8;NA;NA;"ER34";"69";2;0;2;1;0;0;0;0;0;0;0;0;14.8;1;50;1;50;0;0;1;50;1;50;0;100;FALSE;0.025;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"859";4;0;0;"1821";NA;NA;18.3;NA;NA;"ER34";"69";4;0;4;3;4;3;3;2;3;2;2;1;18.3;3;75;1;25;0;0;3;75;1;25;0;100;FALSE;0.3;0.2;0.01;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"86";0;8;0;"305";NA;NA;12.9;NA;NA;"ER66";"3";8;0;4;2;4;2;4;2;4;2;4;2;11.5;4;50;4;50;0;0;4;50;4;50;100;0;FALSE;0.03;0.02;0.15;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"860";3;0;0;"1822";NA;NA;18;NA;NA;"ER34";"69";3;0;3;2;3;2;3;2;2;1;2;1;15.9;2;66.6666666666667;1;33.3333333333333;0;0;2;66.6666666666667;1;33.3333333333333;0;100;FALSE;0.01;0;0.15;0.08;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"861";3;0;0;"1823";NA;NA;20.2;NA;NA;"ER34";"69";3;0;3;2;3;2;3;2;3;2;2;2;18.5;2;66.6666666666667;1;33.3333333333333;0;0;2;66.6666666666667;1;33.3333333333333;0;100;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"862";1;0;0;"1824";NA;NA;20.2;NA;NA;"ER34";"69";1;0;1;1;0;0;0;0;0;0;0;0;15.4;1;100;0;0;0;0;1;100;0;0;0;100;FALSE;0.01;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"863";2;0;0;"1825";NA;NA;20.2;NA;NA;"ER34";"69";2;0;2;1;1;1;1;1;1;1;1;1;7.7;1;50;0;0;1;50;1;50;1;50;0;100;FALSE;0;0;0;0;0.1;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
