"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Annee_adh_E_au_L";"Tps_adh_E_au_L";"Code_ape";"Departement";"Regroup1";"Regroup4";"BASE_percent";"OPTION_percent";"Nb_pers_2018";"Nb_fam_2018";"Nb_pers_2019";"Nb_fam_2019";"Nb_pers_2020";"Nb_fam_2020";"Nb_pers_2021";"Nb_fam_2021";"Nb_pers_2022";"Nb_fam_2022";"Anciennete_pers_ds_L";"Tps_adh_moy_pers_ds_L";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo";"Respo_percent";"Non_respo";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022";"Actifs.f";"Non_actifs.f";"Portabilite.f";"Annee_adh_E_au_L.f";"Region";"Anciennete_pers_ds_L.f";"Prod1_Ind2018.f";"Prod1_Ind2019.f";"Prod1_Ind2020.f";"Prod1_Ind2021.f";"Prod1_Ind2022.f";"Prod1_Ind2023.f";"Prod2_Ind2018.f";"Prod2_Ind2019.f";"Prod2_Ind2020.f";"Prod2_Ind2021.f";"Prod2_Ind2022.f";"Prod2_Ind2023.f";"Prod3_Ind2018.f";"Prod3_Ind2019.f";"Prod3_Ind2020.f";"Prod3_Ind2021.f";"Prod3_Ind2022.f";"Prod3_Ind2023.f"
"461";60;0;0;"1075";NA;NA;2003;7272;"6419Z";NA;"ER24";"50";100;0;60;48;51;43;47;40;42;35;35;29;2003;6300;48;80;10;16.6666666666667;2;3.33333333333333;38;0.01;0;0.2;0.06;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(50,100]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"462";0;30;0;"1077";NA;NA;2000;8186;NA;NA;"ER24";"47";100;0;15;13;13;12;13;12;10;9;7;6;2002;7662;26;86.6666666666667;4;13.3333333333333;0;0;24;0.01;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"463";0;2;0;"1079";NA;NA;2017;1977;NA;NA;"ER24";"51";100;0;1;1;1;1;1;1;1;1;1;1;2017;1854;2;100;0;0;0;0;0;NA;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"464";0;2;0;"1080";NA;NA;2006;5872;NA;NA;"ER24";"51";100;0;1;1;1;1;1;1;1;1;1;1;2006;5872;2;100;0;0;0;0;0;0.025;0.2;0.2;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"465";24;0;0;"1081";NA;NA;2003;7091;"8710A";NA;"ER24";"51";100;0;12;6;10;6;9;5;7;4;7;4;2006;1522;12;50;4;16.6666666666667;8;33.3333333333333;18;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"466";0;24;0;"1082";"1185";"1082";2007;5453;"4519Z";NA;"ER24";"51";100;0;12;7;11;7;11;7;11;7;9;6;2008;10382;14;58.3333333333333;10;41.6666666666667;0;0;10;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";NA;NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"467";0;6;0;"1084";"1085";NA;2012;3925;"9412Z";NA;"ER24";"45";100;0;3;2;3;2;3;2;3;2;1;1;2010;3287;4;66.6666666666667;2;33.3333333333333;0;0;4;0;0;0;0;0.02;0.06;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2e+03,2.01e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"468";0;2;0;"1086";NA;NA;2011;4016;NA;NA;"ER24";"51";100;0;1;1;1;1;1;1;1;1;1;1;2011;3845;2;100;0;0;0;0;0;0.01;0.2;0.15;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"469";98;0;0;"1119";"1087";NA;2008;5102;NA;NA;"ER24";"51";100;0;49;25;40;21;38;20;34;19;27;17;2009;9369;50;51.0204081632653;26;26.530612244898;22;22.4489795918367;48;0.01;0;0;0.01;0.02;0.08;0.01;0;0;0.01;0.02;0.08;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(50,100]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"47";5;0;0;"72";NA;NA;2009;4826;"4778B";"11";"ER11";"3";0;100;5;2;4;2;4;2;4;2;4;2;2012;7438;2;40;1;20;2;40;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"470";8;0;0;"1088";NA;NA;2003;6968;"8899B";NA;"ER24";"51";100;0;4;3;3;2;3;2;3;2;2;1;2007;6145;6;75;2;25;0;0;6;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"471";0;296;0;"1089";"1090";"1091";1991;11565;NA;NA;"ER24";"47";100;0;148;116;138;108;125;97;109;88;94;78;1998;5571;232;78.3783783783784;64;21.6216216216216;0;0;184;0.01;0;0;0;0.02;0.1;0.01;0;0;0;0.02;0.1;0.01;0;0;0;0.02;0.1;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(100,1e+03]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(1.99e+03,2e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";NA;NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"472";0;254;0;"1093";"1092";NA;2014;3073;"1051C";NA;"ER24";"51";100;0;127;92;117;85;108;79;96;71;79;59;2012;3073;184;72.4409448818898;70;27.5590551181102;0;0;164;0.01;0;0.03;0.015;0.02;0.06;0.01;0;0.03;0.015;0.02;0.06;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(100,1e+03]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"473";46;0;4;"1095";NA;NA;2006;5884;"8411Z";NA;"ER24";"51";100;0;25;12;20;9;19;9;16;7;15;7;2010;2571;24;48;14;28;12;24;24;0.01;0;NA;NA;NA;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"474";0;50;0;"1213";"1096";NA;2013;3604;NA;NA;"ER24";"45";100;0;25;14;22;13;22;13;22;13;21;13;2013;7167;28;56;22;44;0;0;26;0.03;0.05;0.05;0.015;0.02;0.08;0.03;0.05;0.05;0.015;0.02;0.08;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"475";6;0;0;"1097";NA;NA;2004;6907;"4673A";NA;"ER24";"51";100;0;3;3;3;3;3;3;3;3;3;3;2004;13814;6;100;0;0;0;0;2;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"476";0;16;0;"1098";NA;NA;2011;4077;"2849Z";NA;"ER24";"45";100;0;8;5;8;5;8;5;8;5;8;5;2012;2981;10;62.5;6;37.5;0;0;6;0.01;0;0;0.04;0.02;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(10,20]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"477";0;10;0;"1100";"1099";NA;2012;3985;"6910Z";NA;"ER24";"51";100;0;5;3;5;3;5;3;5;3;5;3;2010;3954;6;60;4;40;0;0;6;0;0;0;0;0.02;0.06;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2e+03,2.01e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"478";0;8;0;"1101";"1102";"1101";2012;3925;"1102B";NA;"ER24";"45";100;0;4;3;3;2;3;2;3;2;3;2;2010;3925;6;75;2;25;0;0;2;0.01;0.02;0.05;0.08;0.03;0.06;0.01;0.02;0.05;0.08;0.03;0.06;0.01;0.02;0.05;0.08;0.03;0.06;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2e+03,2.01e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"479";1822;241;234;"1106";"1107";"1104";2012;3953;"1011Z";NA;"ER24";"49";100;0;836;447;834;452;808;440;774;424;751;416;2016;3231;1203;52.372659991293;357;15.5420113191119;737;32.0853286895951;958;0.01;0;0.01;0.02;0.05;0.16;0.01;0;0.01;0.02;0.05;0.16;0.01;0;0.01;0.02;0.05;0.16;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(1e+03,1.61e+04]";"(100,1e+03]";"(100,1e+03]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";NA;"(0,0.05]";NA;"(0,0.05]";"(0,0.05]";"(0,0.05]";NA;NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"48";3;2;0;"73";NA;NA;2007;5532;"4778B";"11";"ER11";"3";0;100;2;1;5;2;5;2;5;2;5;2;2014;1999;2;40;2;40;1;20;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"480";8;0;0;"1109";NA;NA;2004;6907;"8532Z";NA;"ER24";"51";100;0;4;3;4;3;4;3;4;3;4;3;2005;6907;6;75;2;25;0;0;4;0;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"481";58;0;0;"1110";NA;NA;2011;4350;"8411Z";NA;"ER24";"45";100;0;29;15;24;14;21;13;17;11;17;11;2011;4350;30;51.7241379310345;16;27.5862068965517;12;20.6896551724138;32;0.01;0;0;0;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(50,100]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"482";0;2;0;"1111";NA;NA;2005;6451;NA;NA;"ER24";"51";100;0;1;1;1;1;1;1;1;1;1;1;2005;6451;2;100;0;0;0;0;0;0;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"483";0;10;0;"1112";NA;NA;2006;6117;NA;NA;"ER24";"51";100;0;5;3;5;3;5;3;5;3;4;3;2008;3619;6;60;4;40;0;0;4;0.01;0;0.03;0.015;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"484";435;40;66;"1115";"1117";"1113";2005;6390;"4711F";NA;"ER24";"49";100;0;143;94;138;88;154;94;165;112;156;106;2017;4715;363;67.097966728281;48;8.8724584103512;130;24.0295748613678;325;0.01;0;0.01;0.04;0.05;0.14;0.01;0;0.01;0.04;0.05;0.14;0.01;0;0.01;0.04;0.05;0.14;0;1;1;0;0;0;0;0;FALSE;FALSE;FALSE;"(200,1e+03]";"(20,100]";"(10,100]";"(2e+03,2.01e+03]";NA;"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";NA;"(0,0.05]";NA;"(0,0.05]";"(0,0.05]";"(0,0.05]";NA;NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"485";0;17;0;"1212";"1211";"1120";2017;2126;NA;NA;"ER24";"45";100;0;8;5;7;5;7;5;7;5;7;5;2013;8705;11;64.7058823529412;6;35.2941176470588;0;0;11;0.01;0;0;0.06;0.02;0.06;0.01;0;0;0.06;0.02;0.06;0.01;0;0;0.06;0.02;0.06;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(10,20]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";NA;NA;"(0.05,0.1]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"486";18;0;0;"1123";NA;NA;2004;6572;"8411Z";NA;"ER24";"51";100;0;9;4;9;4;9;4;9;4;1;1;2006;4018;8;44.4444444444444;4;22.2222222222222;6;33.3333333333333;4;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(10,20]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"487";0;8;0;"1124";NA;NA;2008;5415;NA;NA;"ER24";"51";100;0;4;2;4;2;4;2;4;2;4;2;2009;4534;4;50;4;50;0;0;4;0.1;0.05;0;0;0.02;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"488";90;16;0;"1125";"1126";"1127";2016;2433;"8411Z";NA;"ER24";"45";100;0;48;24;43;22;39;20;31;19;31;19;2013;1217;54;50.9433962264151;22;20.7547169811321;30;28.3018867924528;56;0.01;0;0;0.01;0.15;0.2;0.01;0;0;0.01;0.15;0.2;0.01;0;0;0.01;0.15;0.2;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(50,100]";"(10,20]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;"(-0.05,0]";"(0.1,0.2]";NA;"(0,0.05]";NA;NA;"(0,0.05]";"(0.1,0.2]";NA;NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"489";0;8;0;"1129";NA;NA;2007;5721;NA;NA;"ER24";"51";100;0;4;3;4;3;4;3;4;3;4;3;2009;5477;6;75;2;25;0;0;4;0;0;0.01;0.06;0.2;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"49";3297;367;874;"76";"81";"79";2002;7637;"6512Z";"11";"ER11";"9";100;0;1268;753;1302;795;1343;826;1315;822;1301;791;2017;12513;2788;61.4367562802997;452;9.96033494931688;1298;28.6029087703834;3053;0.05;0.02;0.01;0.015;0.03;0.1;0.05;0.02;0.01;0.015;0.03;0.1;0.05;0.02;0.01;0.015;0.03;0.1;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(1e+03,1.61e+04]";"(100,1e+03]";"(100,1e+03]";"(2e+03,2.01e+03]";"Occitanie";"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"490";0;8;0;"1130";NA;NA;2006;6056;"4939B";NA;"ER24";"51";100;0;4;2;2;1;2;1;2;1;2;1;2009;2376;4;50;4;50;0;0;4;0.01;0;0.01;0;0.05;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"491";5391;372;600;"1138";"1140";"1139";2008;5329;"4711F";NA;"ER24";"51";59.5316674524595;40.4683325475405;971;551;1000;577;1010;588;1082;638;1076;654;2017;7293;3710;58.3058305830583;857;13.4684897061135;1796;28.2256797108282;3438;0;0;0.01;0;0.02;0.1;0;0;0.01;0;0.02;0.1;0;0;0.01;0;0.02;0.1;0;1;1;0;0;0;0;0;FALSE;FALSE;FALSE;"(1e+03,1.61e+04]";"(100,1e+03]";"(100,1e+03]";"(2e+03,2.01e+03]";NA;"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";"(0.05,0.1]";NA;NA;"(0,0.05]";"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"492";46;0;0;"1144";NA;NA;2016;2433;"8411Z";NA;"ER24";"45";100;0;18;8;12;7;11;6;11;6;9;5;2016;1428;18;39.1304347826087;6;13.0434782608696;22;47.8260869565217;28;0.01;0;0;0;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"493";26;0;0;"1146";NA;NA;2015;2889;NA;NA;"ER24";"51";100;0;13;7;11;6;10;6;10;6;10;6;2015;2889;14;53.8461538461538;6;23.0769230769231;6;23.0769230769231;18;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"494";0;14;0;"1147";"1218";NA;2005;6072;NA;NA;"ER24";"51";100;0;7;6;7;6;7;6;7;6;5;5;2008;7112;12;85.7142857142857;2;14.2857142857143;0;0;10;0.03;0.02;0.15;0.06;0.05;0.2;0.03;0.02;0.15;0.06;0.05;0.2;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(10,20]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";"(0.1,0.2]";"(0.1,0.2]";"(0,0.05]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"495";0;2;0;"1148";NA;NA;2008;5355;NA;NA;"ER24";"51";100;0;1;1;1;1;1;1;1;1;1;1;2008;5355;2;100;0;0;0;0;2;0;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"496";0;112;0;"1149";NA;NA;2005;6451;NA;NA;"ER24";"51";100;0;56;41;52;40;50;39;41;34;38;31;2008;4933;82;73.2142857142857;30;26.7857142857143;0;0;80;0.01;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(100,1e+03]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"497";0;14;0;"1150";NA;NA;2005;6360;NA;NA;"ER24";"51";100;0;7;4;6;4;6;4;5;3;4;2;2007;6360;8;57.1428571428571;6;42.8571428571429;0;0;6;0.01;0;0.01;0.015;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(10,20]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
