"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Annee_adh_E_au_L";"Tps_adh_E_au_L";"Code_ape";"Departement";"Regroup1";"Regroup4";"BASE_percent";"OPTION_percent";"Nb_pers_2018";"Nb_fam_2018";"Nb_pers_2019";"Nb_fam_2019";"Nb_pers_2020";"Nb_fam_2020";"Nb_pers_2021";"Nb_fam_2021";"Nb_pers_2022";"Nb_fam_2022";"Anciennete_pers_ds_L";"Tps_adh_moy_pers_ds_L";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo";"Respo_percent";"Non_respo";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022";"Actifs.f";"Non_actifs.f";"Portabilite.f";"Annee_adh_E_au_L.f";"Region";"Anciennete_pers_ds_L.f";"Prod1_Ind2018.f";"Prod1_Ind2019.f";"Prod1_Ind2020.f";"Prod1_Ind2021.f";"Prod1_Ind2022.f";"Prod1_Ind2023.f";"Prod2_Ind2018.f";"Prod2_Ind2019.f";"Prod2_Ind2020.f";"Prod2_Ind2021.f";"Prod2_Ind2022.f";"Prod2_Ind2023.f";"Prod3_Ind2018.f";"Prod3_Ind2019.f";"Prod3_Ind2020.f";"Prod3_Ind2021.f";"Prod3_Ind2022.f";"Prod3_Ind2023.f"
"1";283;0;14;"1";NA;NA;2022;332;"2932Z";NA;"ERCAC";"1";100;0;0;0;0;0;0;0;0;0;290;124;2022;332;127;42.7609427609428;60;20.2020202020202;110;37.037037037037;126;NA;NA;NA;NA;NA;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(200,1e+03]";"(-0.1,10]";"(10,100]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"10";26;0;0;"10";NA;NA;2008;5112;"8730A";"66";"ER66";"3";100;0;26;12;19;9;17;8;8;4;7;3;2009;8527;12;46.1538461538462;5;19.2307692307692;9;34.6153846153846;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"100";36;0;0;"332";NA;NA;1994;10225;"4711D";"66";"ER66";"17";100;0;18;8;13;6;13;6;13;6;11;5;2009;3195;16;44.4444444444444;4;11.1111111111111;16;44.4444444444444;20;0.025;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1000";0;26;0;"2800";NA;NA;2019;1428;"8899B";NA;"ER11";"5";100;0;13;8;13;8;13;8;13;8;11;7;2016;2524;16;61.5384615384615;10;38.4615384615385;0;0;16;NA;NA;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1001";0;31;0;"2805";NA;NA;2016;2524;NA;NA;"ER11";"2";100;0;12;7;11;7;10;7;7;5;7;5;2016;2524;19;61.2903225806452;7;22.5806451612903;5;16.1290322580645;18;0.04;0.02;0;0.01;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1002";16;0;6;"2828";"53";NA;2021;577;NA;NA;"ER11";"5";100;0;7;3;4;2;1;1;3;2;4;3;2018;184;12;54.5454545454545;0;0;10;45.4545454545455;16;0.03;0;0.01;0;0.03;0.15;0.03;0;0.01;0;0.03;0.15;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(10,20]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1003";239;0;27;"2883";NA;NA;2022;332;"742C";"19";"ERCAC";"125";100;0;0;0;98;60;93;58;91;59;90;57;2019;1428;162;60.9022556390977;18;6.76691729323308;86;32.3308270676692;109;NA;NA;0;0.04;0.015;0.015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(200,1e+03]";"(-0.1,10]";"(10,100]";"(2.01e+03,2.02e+03]";"Auvergne";"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1004";1681;169;210;"2888";"2887";NA;2015;2889;"4511Z";"12";"ERCAC";"126";100;0;594;358;619;374;660;413;651;406;627;393;2017;2889;1262;61.2621359223301;303;14.7087378640777;495;24.0291262135922;764;0.04;0.02;0.01;0;0.03;0.14;0.04;0.02;0.01;0;0.03;0.14;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(1e+03,1.61e+04]";"(100,1e+03]";"(100,1e+03]";"(2.01e+03,2.02e+03]";"Occitanie";"(2.01e+03,2.02e+03]";"(0,0.05]";"(0,0.05]";"(0,0.05]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1005";0;8;0;"2897";NA;NA;2017;1885;"7010Z";NA;"ER11";"127";100;0;3;2;3;2;3;2;3;2;3;2;2017;2158;5;62.5;3;37.5;0;0;3;NA;0;0.03;0;0.2;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1006";0;16;0;"2906";NA;NA;2015;2830;"6420Z";NA;"ER11";"128";100;0;8;4;8;4;8;4;8;4;3;2;2015;2072;8;50;4;25;4;25;8;0.05;0.05;0.05;0;0.1;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(10,20]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1007";0;22;0;"2922";"2923";NA;2016;2524;NA;NA;"ERCAC";"5";100;0;11;7;11;7;11;7;11;7;11;7;2016;2524;14;63.6363636363636;8;36.3636363636364;0;0;12;0.04;0.1;0;0;0.02;0.08;0.04;0.1;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"1008";0;2;0;"2924";NA;NA;2016;2524;NA;NA;"ERCAC";"5";100;0;1;1;1;1;1;1;1;1;1;1;2016;2524;2;100;0;0;0;0;2;0.01;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"101";0;4;0;"333";NA;NA;2008;5446;NA;NA;"ER66";"3";100;0;2;1;2;1;2;1;2;1;2;1;2007;5386;2;50;2;50;0;0;2;0.15;0;0;0;0.04;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"102";4;0;0;"334";NA;NA;2003;7029;"3011Z";"66";"ER66";"17";100;0;2;1;2;1;2;1;0;0;0;0;2003;5966;2;50;2;50;0;0;2;0.04;0.2;0.2;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"103";4;0;0;"335";NA;NA;2003;7272;"1071B";"66";"ER66";"3";100;0;2;1;0;0;0;0;0;0;0;0;2006;3073;2;50;2;50;0;0;2;0.01;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"104";6;0;2;"336";"60";NA;2015;2555;"7010Z";"66";"ER66";"3";100;0;2;2;1;1;0;0;0;0;1;1;2019;92;8;100;0;0;0;0;0;0.03;0;0.2;0.1;0.02;0.1;0.03;0;0.2;0.1;0.02;0.1;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";"Occitanie";"(2.01e+03,2.02e+03]";"(0.1,0.2]";"(0.1,0.2]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"105";0;2;0;"337";NA;NA;2004;6633;NA;"66";"ER66";"17";100;0;1;1;1;1;1;1;1;1;1;1;2004;6602;2;100;0;0;0;0;2;0.01;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"106";0;42;0;"750";"751";"340";2017;2123;"3103Z";NA;"ERCAC";"27";100;0;19;14;19;14;21;15;25;17;25;17;2017;15884;29;69.0476190476191;13;30.952380952381;0;0;15;0.025;0;0;0;0.03;0.15;0.025;0;0;0;0.03;0.15;0.025;0;0;0;0.03;0.15;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(2.01e+03,2.02e+03]";NA;"(2.01e+03,2.02e+03]";NA;"(-0.05,0]";"(0,0.05]";NA;"(0,0.05]";NA;NA;"(-0.05,0]";"(0,0.05]";NA;NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"107";0;2;0;"340";NA;NA;2006;5995;"7711A";NA;"ER66";"3";100;0;2;1;2;1;2;1;2;1;2;1;2006;5995;1;50;1;50;0;0;1;0.025;0;0;0;0.03;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"108";2;0;0;"341";NA;NA;2002;7486;"552F";"66";"ER66";"17";100;0;1;1;1;1;1;1;1;1;1;1;2002;7486;2;100;0;0;0;0;0;0.01;0;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"109";16076;1474;2059;"641";"2799";"788";2016;2456;"8899B";"66";"ERCAC";"19";88.194196542404;11.805803457596;4204;2605;5139;3203;5364;3351;5611;3530;5638;3537;2018;24792;11787;60.1101535009434;1693;8.63379060635422;6129;31.2560558927023;12203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(1e+03,1.61e+04]";"(1e+03,3.43e+03]";"(1e+03,2.06e+03]";"(2.01e+03,2.02e+03]";"Occitanie";"(2.01e+03,2.02e+03]";NA;"(-0.05,0]";NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"11";0;4;0;"11";NA;NA;2009;5080;NA;"11";"ER11";"3";100;0;2;1;2;1;2;1;2;1;2;1;2007;5080;2;50;2;50;0;0;2;0.025;0;0;0.04;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"110";34;0;0;"345";NA;NA;2002;7637;"9200Z";"66";"ER66";"17";100;0;17;9;15;8;15;8;14;7;14;7;2002;7364;18;52.9411764705882;10;29.4117647058824;6;17.6470588235294;22;0.01;0;0;0;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"111";6;3;0;"346";NA;NA;2003;7213;NA;"51";"ER66";"3";100;0;3;2;4;3;3;2;3;2;3;2;2011;6268;7;77.7777777777778;2;22.2222222222222;0;0;5;0.1;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"51";"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"112";2;0;0;"347";NA;NA;2003;7213;NA;"51";"ER66";"3";0;100;2;1;2;1;2;1;2;1;2;1;2005;6268;1;50;1;50;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"51";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"113";14;5;0;"348";NA;NA;2004;6907;"3312Z";"66";"ER66";"3";100;0;9;3;4;2;4;2;4;2;4;2;2010;1341;7;36.8421052631579;6;31.5789473684211;6;31.5789473684211;8;0.04;0.05;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(10,20]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"114";14;0;0;"349";NA;NA;2004;6816;"8730A";"66";"ER66";"17";100;0;7;3;7;3;7;3;6;3;4;3;2006;6816;6;42.8571428571429;4;28.5714285714286;4;28.5714285714286;8;0.04;0;0;0;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(10,20]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"115";8;0;0;"350";NA;NA;2004;6816;"4631Z";"66";"ER66";"17";100;0;4;2;4;2;4;2;2;1;2;1;2006;6816;4;50;2;25;2;25;6;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"116";6;0;0;"351";NA;NA;2004;6725;"7022Z";"66";"ER66";"17";100;0;3;3;3;3;3;3;3;3;3;3;2004;6725;6;100;0;0;0;0;2;0.01;0;0.03;0.015;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"117";134;0;0;"353";"354";"352";2004;6633;NA;"66";"ER66";"17";100;0;67;31;49;24;41;22;36;20;27;17;2008;6117;62;46.2686567164179;26;19.4029850746269;46;34.3283582089552;58;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(100,200]";"(-0.1,10]";"(-0.1,10]";"(2e+03,2.01e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";NA;NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"118";112;0;0;"356";"355";"357";2000;8368;"930D";"66";"ER66";"17";100;0;56;38;37;23;31;20;28;18;19;13;2005;3560;76;67.8571428571429;8;7.14285714285714;28;25;74;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(100,200]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";NA;NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"119";0;4;0;"358";NA;NA;1900;44892;"751A";NA;"ER66";"17";100;0;3;2;3;2;3;2;3;2;3;2;2002;7821;3;75;1;25;0;0;1;0;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.9e+03,1.95e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"12";7;2;0;"12";NA;NA;2014;2798;"6920Z";"11";"ER11";"3";0;100;9;5;9;5;9;5;9;5;9;5;2014;12540;5;55.5555555555556;2;22.2222222222222;2;22.2222222222222;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(2.01e+03,2.02e+03]";"Occitanie";"(2.01e+03,2.02e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"120";26;0;0;"362";NA;NA;2000;8368;"911A";"66";"ER66";"17";100;0;12;7;12;7;12;7;11;6;11;6;2004;7732;16;61.5384615384615;4;15.3846153846154;6;23.0769230769231;12;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(20,50]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"121";0;6;0;"364";NA;NA;1900;44892;"4631Z";"66";"ER66";"17";100;0;5;4;4;3;4;3;2;2;1;1;2004;5540;5;83.3333333333333;1;16.6666666666667;0;0;1;0.05;0;0.05;0.015;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.9e+03,1.95e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"122";0;10;0;"367";NA;NA;1900;44892;"8610Z";NA;"ER66";"17";100;0;6;5;6;5;6;5;4;3;3;2;2009;7821;8;80;2;20;0;0;8;0.05;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.9e+03,1.95e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"123";0;2;0;"368";NA;NA;1995;10135;NA;NA;"ER66";"17";100;0;1;1;1;1;1;1;0;0;0;0;2007;3441;2;100;0;0;0;0;2;0.01;0.2;0.2;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"124";2;0;0;"370";NA;NA;1995;10163;"4511Z";"66";"ER66";"17";100;0;1;1;0;0;0;0;0;0;0;0;2001;6209;2;100;0;0;0;0;0;0.04;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(-0.1,10]";"(-0.1,10]";"(1.95e+03,2e+03]";"Occitanie";"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"125";0;11;0;"371";NA;NA;1997;9463;NA;NA;"ER66";"17";100;0;6;4;5;4;5;4;5;4;4;3;2010;78;8;72.7272727272727;3;27.2727272727273;0;0;6;NA;NA;NA;NA;0.2;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(10,20]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
"126";0;108;0;"373";"374";"375";2008;5446;NA;NA;"ER66";"17";100;0;53;40;48;37;42;33;34;27;31;25;2009;4536;82;75.9259259259259;22;20.3703703703704;4;3.7037037037037;77;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(100,1e+03]";"(-0.1,10]";"(2e+03,2.01e+03]";NA;"(2e+03,2.01e+03]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";"(0,0.05]";"(0,0.05]";NA;"(-0.05,0]";"(0,0.05]";"(0.05,0.1]";NA;NA;NA;"(-0.05,0]";NA;NA;"(0,0.05]";NA
"127";0;94;0;"377";NA;NA;1996;9829;NA;NA;"ER66";"3";100;0;47;33;42;29;38;26;35;24;33;23;2005;6725;66;70.2127659574468;28;29.7872340425532;0;0;58;0.05;0.02;0.01;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;FALSE;FALSE;FALSE;"(-0.1,10]";"(20,100]";"(-0.1,10]";"(1.95e+03,2e+03]";NA;"(2e+03,2.01e+03]";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(-0.05,0]";NA;NA;NA;NA
