"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018_p";"Actifs_2018_p";"Non_actifs_2018_p";"Portabilite_2018_p";"Asspri_2018_p";"Conjoint_2018_p";"Enfants_2018_p";"Femmes_2018_p";"Hommes_2018_p";"Respo_2018_p";"Non_respo_2018_p";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019_p";"Actifs_2019_p";"Non_actifs_2019_p";"Portabilite_2019_p";"Asspri_2019_p";"Conjoint_2019_p";"Enfants_2019_p";"Femmes_2019_p";"Hommes_2019_p";"Respo_2019_p";"Non_respo_2019_p";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020_p";"Actifs_2020_p";"Non_actifs_2020_p";"Portabilite_2020_p";"Asspri_2020_p";"Conjoint_2020_p";"Enfants_2020_p";"Femmes_2020_p";"Hommes_2020_p";"Respo_2020_p";"Non_respo_2020_p";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021_p";"Actifs_2021_p";"Non_actifs_2021_p";"Portabilite_2021_p";"Asspri_2021_p";"Conjoint_2021_p";"Enfants_2021_p";"Femmes_2021_p";"Hommes_2021_p";"Respo_2021_p";"Non_respo_2021_p";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022_p";"Actifs_2022_p";"Non_actifs_2022_p";"Portabilite_2022_p";"Asspri_2022_p";"Conjoint_2022_p";"Enfants_2022_p";"Femmes_2022_p";"Hommes_2022_p";"Respo_2022_p";"Non_respo_2022_p";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"322";"7010Z";"12";"ERCAC";"27";"815";89;68;89;0;1.52;98.48;0;74.16;25.84;0;57.3;42.7;0;100;NA;21;16.1;84;63;84;0;1.64;98.36;0;72.62;27.38;0;58.33;41.67;0;100;NA;22;17.1;80;60;80;0;1.72;98.28;0;72.5;27.5;0;60;40;0;100;NA;23;18.2;FALSE;78;59;78;0;1.75;98.25;0;73.08;26.92;0;61.54;38.46;0;100;NA;24;19.2;FALSE;71;54;71;0;1.92;98.08;0;73.24;26.76;0;63.38;36.62;0;100;NA;NA;25;20.2;FALSE;FALSE
"323";"7010Z";NA;"ERCAC";"27";"816";3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;9;6.8;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;10;7.8;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;11;8.8;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;12;12;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;NA;13;13;FALSE;FALSE
"324";"7010Z";NA;"ERCAC";"27";"817";247;170;247;0;0;100;0;68.83;28.34;2.83;57.09;42.91;100;0;NA;4;3;241;168;241;0;0;100;0;69.71;28.22;2.07;58.09;41.91;100;0;NA;5;4;229;159;229;0;0;100;0;69.43;28.82;1.75;58.08;41.92;100;0;NA;6;5;FALSE;219;154;219;0;0;100;0;70.32;28.31;1.37;58.9;41.1;100;0;NA;7;6;FALSE;206;148;206;0;0;100;0;71.84;27.67;0.49;60.68;39.32;100;0;NA;NA;8;7;FALSE;FALSE
"325";NA;NA;"ERCAC";"27";"923";250;198;250;0;0;100;0;79.2;20.8;0;59.6;40.4;68.8;31.2;NA;22.7;7.3;221;178;221;0;0;100;0;80.54;19.46;0;60.63;39.37;70.14;29.86;NA;23.9;8.3;194;159;194;0;0;100;0;81.96;18.04;0;61.34;38.66;71.13;28.87;NA;24.9;9.4;FALSE;165;137;165;0;0;100;0;83.03;16.97;0;62.42;37.58;76.97;23.03;NA;25.3;10.4;FALSE;132;113;132;0;0;100;0;85.61;14.39;0;63.64;36.36;78.03;21.97;NA;NA;25.3;11.4;FALSE;FALSE
"326";NA;"12";"ERCAC";"27";"822";87;71;87;0;20;80;0;74.71;25.29;0;54.02;45.98;100;0;NA;31.9;22.9;81;67;81;0;19.35;80.65;0;76.54;23.46;0;54.32;45.68;100;0;NA;33;23.1;76;64;76;0;20;80;0;78.95;21.05;0;55.26;44.74;100;0;NA;34;24.9;FALSE;73;61;73;0;21.05;78.95;0;78.08;21.92;0;53.42;46.58;100;0;NA;35;25.9;FALSE;70;59;70;0;21.43;78.57;0;80;20;0;52.86;47.14;100;0;NA;NA;36;26.9;FALSE;FALSE
"327";"4673A";NA;"ERCAC";"5";"824";2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;3;1.6;2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;4;2.6;2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;5;3.6;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;6;5.8;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;7;6.8;FALSE;FALSE
"33";"4634Z";"11";"ER11";"2";"45";2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;22.5;15.2;2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;23.5;16.2;2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;24.5;17.2;FALSE;2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;25.5;18.2;FALSE;2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;NA;26.5;19.2;FALSE;FALSE
"330";"8720A";"48";"ERCAC";"27";"827";16;16;16;0;100;0;0;100;0;0;37.5;62.5;100;0;NA;7.9;6.1;15;15;15;0;100;0;0;100;0;0;40;60;100;0;NA;8.9;7;13;13;13;0;100;0;0;100;0;0;38.46;61.54;100;0;NA;9.9;7.7;FALSE;12;12;12;0;100;0;0;100;0;0;41.67;58.33;100;0;NA;10.9;8.1;FALSE;10;10;10;0;100;0;0;100;0;0;40;60;100;0;NA;NA;11.9;9.6;FALSE;FALSE
"331";"4211Z";"15";"ERCAC";"27";"828";106;48;106;0;60.87;39.13;0;43.4;27.36;29.25;47.17;52.83;100;0;NA;4.4;3.9;92;44;92;0;62.79;37.21;0;46.74;25;28.26;45.65;54.35;100;0;NA;5.3;4.7;89;44;89;0;61.36;38.64;0;49.44;24.72;25.84;44.94;55.06;100;0;NA;6.2;5.5;FALSE;82;45;82;0;62.22;37.78;0;54.88;21.95;23.17;42.68;57.32;100;0;NA;7.2;6.1;FALSE;86;45;86;0;64.44;35.56;0;52.33;23.26;24.42;39.53;60.47;100;0;NA;NA;8.3;6.4;FALSE;FALSE
"332";"4312A";NA;"ERCAC";"27";"829";17;10;17;0;0;100;0;58.82;41.18;0;41.18;58.82;0;100;NA;8.6;6.8;15;9;15;0;0;100;0;60;40;0;40;60;0;100;NA;9.5;8.1;15;9;15;0;0;100;0;60;40;0;40;60;0;100;NA;10.5;9.1;FALSE;13;8;13;0;0;100;0;61.54;38.46;0;38.46;61.54;0;100;NA;11.5;10.5;FALSE;13;8;13;0;0;100;0;61.54;38.46;0;38.46;61.54;0;100;NA;NA;12.5;11.5;FALSE;FALSE
"333";"6920Z";NA;"ERCAC";"27";"831";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;6;6;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;7;7;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8;8;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;9;9;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;10;10;FALSE;FALSE
"334";NA;NA;"ERCAC";"27";"832";12;11;12;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;13;12;10;9;10;0;0;100;0;70;30;0;40;60;100;0;NA;14;12.9;9;8;9;0;0;100;0;66.67;33.33;0;44.44;55.56;100;0;NA;15;13.8;FALSE;20;13;20;0;0;100;0;65;35;0;45;55;100;0;NA;16;7.2;FALSE;18;12;18;0;0;100;0;66.67;33.33;0;44.44;55.56;100;0;NA;NA;17;7.5;FALSE;FALSE
"335";NA;"12";"ERCAC";"27";"833";116;56;116;0;100;0;0;46.55;25;28.45;40.52;59.48;100;0;NA;8.5;6.2;113;55;113;0;100;0;0;46.02;23.89;30.09;40.71;59.29;100;0;NA;9.5;6.6;120;57;120;0;100;0;0;45;25;30;40.83;59.17;100;0;NA;10.5;7;FALSE;132;61;132;0;100;0;0;41.67;25;33.33;43.18;56.82;100;0;NA;11.5;6.9;FALSE;120;57;120;0;100;0;0;42.5;27.5;30;44.17;55.83;100;0;NA;NA;12.5;7.8;FALSE;FALSE
"336";NA;"12";"ERCAC";"27";"834";21;12;21;0;100;0;0;57.14;9.52;33.33;61.9;38.1;100;0;NA;28;14.8;19;11;19;0;100;0;0;57.89;10.53;31.58;63.16;36.84;100;0;NA;29;15.6;12;8;12;0;100;0;0;66.67;16.67;16.67;58.33;41.67;100;0;NA;30;20.5;FALSE;11;8;11;0;100;0;0;72.73;18.18;9.09;63.64;36.36;100;0;NA;31;21.9;FALSE;6;4;6;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;NA;32;21.9;FALSE;FALSE
"337";"4674A";NA;"ERCAC";"27";"837";14;8;14;0;0;100;0;57.14;42.86;0;42.86;57.14;0;100;NA;7;4.1;14;8;14;0;0;100;0;57.14;42.86;0;42.86;57.14;0;100;NA;8;5.1;14;8;14;0;0;100;0;57.14;42.86;0;42.86;57.14;0;100;NA;9;6.1;FALSE;10;6;10;0;0;100;0;60;40;0;40;60;0;100;NA;10;7.1;FALSE;8;5;8;0;0;100;0;62.5;37.5;0;37.5;62.5;0;100;NA;NA;11;7.4;FALSE;FALSE
"338";NA;NA;"ERCAC";"5";"841";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;100;0;100;0;0;0;100;100;0;NA;1;1;2;2;2;0;0;100;0;100;0;0;0;100;100;0;NA;2;2;FALSE;2;2;2;0;0;100;0;100;0;0;0;100;100;0;NA;3;3;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;4;4;FALSE;FALSE
"339";"521B";NA;"ERCAC";"27";"843";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;NA;3;1;FALSE;FALSE
"340";"7010Z";"12";"ERCAC";"27";"856";2966;1628;2966;0;78.06;18.85;3.09;53.47;18.98;27.55;46.97;53.03;95.95;4.05;0.07;5.9;6.7;2927;1609;2927;0;78.23;19.16;2.61;53.67;19.41;26.92;47.63;52.37;95.97;4.03;0;6.9;7.5;2975;1606;2975;0;79.85;18.23;1.92;52.54;19.87;27.6;47.5;52.5;96.03;3.97;0.01;7.9;8.2;FALSE;3257;1854;3257;0;83.12;15.17;1.71;55.66;18.76;25.58;47.34;52.66;96.56;3.44;0.015;8.8;8.7;FALSE;2995;1646;2995;0;82.23;16.58;1.18;53.56;19.97;26.48;47.28;52.72;96.33;3.67;0;0.085;9.8;9.6;FALSE;FALSE
"341";"1013A";"12";"ERCAC";"27";"847";4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;21.4;7.7;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;22.4;8.7;3;1;3;0;100;0;0;33.33;33.33;33.33;66.67;33.33;100;0;NA;23.4;9.7;FALSE;3;1;3;0;100;0;0;33.33;33.33;33.33;66.67;33.33;100;0;NA;24.4;10.7;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;NA;25.4;11.7;FALSE;FALSE
"344";NA;NA;"ERCAC";"27";"851";20;15;20;0;0;100;0;75;15;10;75;25;0;100;NA;25;11.7;18;14;18;0;0;100;0;77.78;16.67;5.56;77.78;22.22;0;100;NA;26;13.7;18;14;18;0;0;100;0;77.78;16.67;5.56;77.78;22.22;0;100;NA;27;14.7;FALSE;18;14;18;0;0;100;0;77.78;16.67;5.56;77.78;22.22;0;100;NA;28;15.7;FALSE;18;14;18;0;0;100;0;77.78;16.67;5.56;77.78;22.22;0;100;NA;NA;29;16.7;FALSE;FALSE
"345";NA;NA;"ERCAC";"27";"857";10;5;10;0;0;100;0;50;50;0;50;50;0;100;NA;5;5;10;5;10;0;0;100;0;50;50;0;50;50;0;100;NA;6;6;10;5;10;0;0;100;0;50;50;0;50;50;0;100;NA;7;7;FALSE;10;5;10;0;0;100;0;50;50;0;50;50;0;100;NA;8;8;FALSE;10;5;10;0;0;100;0;50;50;0;50;50;0;100;NA;NA;9;9;FALSE;FALSE
"346";"2443Z";NA;"ERCAC";"27";"862";200;126;200;0;0;100;0;63;37;0;51;49;100;0;NA;8.3;7.5;190;120;190;0;0;100;0;63.16;36.84;0;50.53;49.47;100;0;NA;9.3;8.5;181;116;181;0;0;100;0;64.09;35.91;0;50.28;49.72;100;0;NA;10.3;9.5;FALSE;172;113;172;0;0;100;0;65.7;34.3;0;51.16;48.84;100;0;NA;11.3;10.5;FALSE;166;109;166;0;0;100;0;65.66;34.34;0;50.6;49.4;100;0;NA;NA;12.3;11.5;FALSE;FALSE
"347";"2443Z";NA;"ERCAC";"27";"863";5;3;5;0;0;100;0;40;40;20;40;60;100;0;NA;1;4.3;6;3;6;0;0;100;0;33.33;50;16.67;50;50;100;0;NA;2;3.7;4;3;4;0;0;100;0;50;50;0;50;50;100;0;NA;3;3.9;FALSE;6;4;6;0;0;100;0;50;50;0;50;50;100;0;NA;4;3.6;FALSE;6;4;6;0;0;100;0;50;50;0;50;50;100;0;NA;NA;5;4.6;FALSE;FALSE
"348";"2443Z";"12";"ERCAC";"27";"864";93;75;93;0;21.33;78.67;0;80.65;19.35;0;65.59;34.41;0;100;NA;49.7;39.9;84;67;84;0;23.88;76.12;0;79.76;20.24;0;64.29;35.71;0;100;NA;50.9;40.9;77;62;77;0;24.19;75.81;0;80.52;19.48;0;63.64;36.36;0;100;NA;51.8;41.9;FALSE;67;54;67;0;25.93;74.07;0;80.6;19.4;0;62.69;37.31;0;100;NA;52.8;43.1;FALSE;57;47;57;0;25.53;74.47;0;82.46;17.54;0;64.91;35.09;0;100;NA;NA;53.6;43.9;FALSE;FALSE
"349";"6512Z";"12";"ERCAC";"42";"865";209;125;209;0;79.84;7.26;12.9;59.33;11.48;29.19;67.94;32.06;100;0;NA;2.7;2.1;209;126;209;0;80.95;7.94;11.11;60.29;11;28.71;66.03;33.97;100;0;NA;3.7;2.7;212;131;212;0;86.05;6.98;6.98;60.85;11.32;27.83;66.98;33.02;100;0;NA;4.7;3.2;FALSE;215;129;215;0;86.61;7.09;6.3;59.07;9.77;31.16;66.05;33.95;100;0;NA;5.8;3.4;FALSE;219;135;219;0;87.97;7.52;4.51;60.73;8.68;30.59;67.12;32.88;100;0;NA;0;6.8;3.7;FALSE;FALSE
"35";"4520A";"12";"ERCAC";"8";"2047";1554;930;1409;9.33;89.4;4.04;6.56;58.88;11.78;29.34;38.48;61.52;100;0;0.03;3;2.4;1574;950;1436;8.77;91.77;3.85;4.38;59.47;11.05;29.48;37.8;62.2;100;0;NA;3.9;2.9;1666;1010;1529;8.22;92.7;4;3.3;60.02;10.92;29.05;37.45;62.55;100;0;-0.02;4.6;3.3;FALSE;1709;1025;1586;7.2;93.92;3.53;2.55;59.63;10.83;29.55;37.51;62.49;100;0;0;5.3;3.7;FALSE;1652;1014;1543;6.6;94.05;3.27;2.68;61.02;10.41;28.57;37.17;62.83;100;0;0;0.1;6.2;4.3;FALSE;FALSE
"350";NA;"12";"ERCAC";"27";"868";2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;36.3;32;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;37.3;33;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;38.3;34;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;39.3;35;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;NA;40.3;36;FALSE;FALSE
"351";NA;NA;"ERCAC";"27";"870";3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;6;5.6;3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;7;6.6;3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;8;7.6;FALSE;2;2;2;0;0;100;0;100;0;0;50;50;100;0;NA;9;8.5;FALSE;2;2;2;0;0;100;0;100;0;0;50;50;100;0;NA;NA;10;9.5;FALSE;FALSE
"352";"275E";NA;"ERCAC";"27";"872";9;7;9;0;0;100;0;77.78;22.22;0;55.56;44.44;100;0;NA;1.5;3.6;8;7;8;0;0;100;0;87.5;12.5;0;50;50;100;0;NA;2.5;4.2;7;6;7;0;0;100;0;85.71;14.29;0;57.14;42.86;100;0;NA;3.5;5.5;FALSE;4;4;4;0;0;100;0;100;0;0;50;50;100;0;NA;4.5;6.8;FALSE;3;3;3;0;0;100;0;100;0;0;66.67;33.33;100;0;NA;NA;5.5;6.9;FALSE;FALSE
"353";NA;NA;"ERCAC";"27";"873";28;16;28;0;0;100;0;57.14;39.29;3.57;53.57;46.43;0;100;NA;5.2;4.3;27;16;27;0;0;100;0;59.26;37.04;3.7;55.56;44.44;0;100;NA;6.2;5.3;25;15;25;0;0;100;0;60;40;0;56;44;0;100;NA;7.2;6.4;FALSE;23;14;23;0;0;100;0;60.87;39.13;0;56.52;43.48;0;100;NA;8.2;7.4;FALSE;23;14;23;0;0;100;0;60.87;39.13;0;56.52;43.48;0;100;NA;NA;9.2;8.4;FALSE;FALSE
"355";NA;"12";"ERCAC";"27";"883";2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;6;6;6;0;100;0;0;66.67;33.33;0;50;50;0;100;NA;1;1;FALSE;3;3;3;0;100;0;0;66.67;33.33;0;66.67;33.33;0;100;NA;NA;2;2;FALSE;FALSE
"356";NA;"12";"ERCAC";"27";"877";2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;16;16;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;17;17;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;18;18;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;19;19;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;NA;20;20;FALSE;FALSE
"357";"8710A";"12";"ERCAC";"27";"878";11;9;11;0;66.67;33.33;0;81.82;18.18;0;63.64;36.36;0;100;NA;19.9;19.3;10;8;10;0;62.5;37.5;0;80;20;0;60;40;0;100;NA;20.1;20.6;10;8;10;0;62.5;37.5;0;80;20;0;60;40;0;100;NA;21.1;21.6;FALSE;8;6;8;0;50;50;0;75;25;0;62.5;37.5;0;100;NA;20.6;19;FALSE;8;6;8;0;50;50;0;75;25;0;62.5;37.5;0;100;NA;NA;21.6;20;FALSE;FALSE
"358";NA;"12";"ERCAC";"27";"879";8;7;8;0;100;0;0;87.5;12.5;0;62.5;37.5;0;100;NA;30.8;26.1;7;6;7;0;100;0;0;85.71;14.29;0;71.43;28.57;0;100;NA;31.8;26.9;7;6;7;0;100;0;0;85.71;14.29;0;71.43;28.57;0;100;NA;32.8;27.9;FALSE;6;6;6;0;100;0;0;100;0;0;83.33;16.67;0;100;NA;33.8;28.7;FALSE;5;5;5;0;100;0;0;100;0;0;80;20;0;100;NA;NA;34.8;29.3;FALSE;FALSE
"359";NA;"12";"ERCAC";"27";"880";4;2;4;0;50;50;0;50;25;25;75;25;0;100;NA;19.1;16.3;4;2;4;0;50;50;0;50;25;25;75;25;0;100;NA;20.1;17.3;4;2;4;0;50;50;0;50;25;25;75;25;0;100;NA;21.1;18.3;FALSE;4;2;4;0;50;50;0;50;25;25;75;25;0;100;NA;22.1;19.3;FALSE;3;2;3;0;50;50;0;66.67;33.33;0;66.67;33.33;0;100;NA;NA;22.4;20.3;FALSE;FALSE
"36";"4939A";"11";"ER11";"3";"52";13;7;13;0;57.14;42.86;0;53.85;30.77;15.38;38.46;61.54;100;0;NA;3;7.1;7;5;7;0;40;60;0;71.43;28.57;0;28.57;71.43;100;0;NA;4;8;7;5;7;0;40;60;0;71.43;28.57;0;28.57;71.43;100;0;NA;5;9;FALSE;7;5;7;0;40;60;0;71.43;28.57;0;28.57;71.43;100;0;NA;6;10;FALSE;7;5;7;0;40;60;0;71.43;28.57;0;28.57;71.43;100;0;NA;NA;7;11;FALSE;FALSE
"360";NA;"12";"ERCAC";"27";"881";84;63;84;0;14.29;85.71;0;75;25;0;63.1;36.9;0;100;NA;22.8;20.6;82;61;82;0;14.75;85.25;0;74.39;25.61;0;62.2;37.8;0;100;NA;23.8;21.6;72;55;72;0;16.36;83.64;0;76.39;23.61;0;62.5;37.5;0;100;NA;24.8;22.6;FALSE;65;51;65;0;17.65;82.35;0;78.46;21.54;0;63.08;36.92;0;100;NA;25.8;23.7;FALSE;59;48;59;0;16.67;83.33;0;81.36;18.64;0;62.71;37.29;0;100;NA;NA;26.8;24.7;FALSE;FALSE
"363";NA;NA;"ERCAC";"27";"887";2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;29.9;29.7;2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;30.9;30.7;2;2;2;0;0;100;0;100;0;0;100;0;0;100;NA;31.9;31.7;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;0;100;NA;32.9;32.9;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;0;100;NA;NA;33.9;33.9;FALSE;FALSE
"364";NA;"12";"ERCAC";"27";"888";154;122;154;0;100;0;0;75.32;18.83;5.84;22.08;77.92;100;0;NA;20.5;17.3;149;118;149;0;100;0;0;75.84;18.79;5.37;22.15;77.85;100;0;NA;21.5;18.3;146;117;146;0;100;0;0;76.71;19.18;4.11;21.92;78.08;100;0;NA;22.5;19.3;FALSE;143;114;143;0;100;0;0;76.22;19.58;4.2;22.38;77.62;100;0;NA;23.5;20.3;FALSE;138;113;138;0;100;0;0;78.26;18.12;3.62;20.29;79.71;100;0;NA;NA;24.5;21.3;FALSE;FALSE
"365";NA;NA;"ERCAC";"27";"889";12;10;12;0;0;100;0;83.33;16.67;0;58.33;41.67;0;100;NA;31.7;23.5;12;10;12;0;0;100;0;83.33;16.67;0;58.33;41.67;0;100;NA;32.7;24.5;10;8;10;0;0;100;0;80;20;0;60;40;0;100;NA;33.7;25.8;FALSE;9;7;9;0;0;100;0;77.78;22.22;0;66.67;33.33;0;100;NA;34.7;27;FALSE;8;6;8;0;0;100;0;75;25;0;62.5;37.5;0;100;NA;NA;35.7;27.1;FALSE;FALSE
"366";NA;NA;"ERCAC";"27";"893";3;2;3;0;0;100;0;66.67;0;33.33;66.67;33.33;100;0;NA;24.1;19.1;3;2;3;0;0;100;0;66.67;0;33.33;66.67;33.33;100;0;NA;25.1;20.1;3;2;3;0;0;100;0;66.67;0;33.33;66.67;33.33;100;0;NA;26.1;21.1;FALSE;3;2;3;0;0;100;0;66.67;0;33.33;66.67;33.33;100;0;NA;27.1;22.1;FALSE;2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;NA;28.1;27.7;FALSE;FALSE
"367";"5610A";"75";"ERCAC";"43";"894";92;58;92;0;0;44.64;55.36;60.87;19.57;19.57;42.39;57.61;100;0;NA;7;2.7;88;62;88;0;0;48.28;51.72;65.91;18.18;15.91;38.64;61.36;100;0;NA;8.2;3.6;81;53;81;0;0;55.77;44.23;64.2;18.52;17.28;35.8;64.2;100;0;NA;9;2.5;FALSE;993;723;993;0;92.08;5.28;2.64;72.51;7.65;19.84;35.45;64.55;100;0;0;1.4;1.2;FALSE;1058;783;1058;0;94.37;4.48;1.15;73.91;6.81;19.28;35.16;64.84;100;0;0;0;2.2;1.9;FALSE;TRUE
"368";"5610A";"75";"ERCAC";"36";"898";77;46;68;11.69;78.26;13.04;8.7;59.74;22.08;18.18;41.56;58.44;85.71;14.29;NA;8;5.6;72;45;62;13.89;73.33;13.33;13.33;62.5;22.22;15.28;40.28;59.72;81.94;18.06;NA;9;6.4;58;40;53;8.62;79.49;12.82;7.69;67.24;25.86;6.9;39.66;60.34;87.93;12.07;NA;10;7.7;FALSE;232;108;48;79.31;91.67;5.56;2.78;46.55;25.43;28.02;42.24;57.76;20.69;79.31;NA;3.1;1.7;FALSE;244;117;50;79.51;94.83;4.31;0.86;47.54;24.18;28.28;41.8;58.2;20.49;79.51;NA;NA;3.9;2.5;FALSE;TRUE
"37";NA;NA;"ER11";"3";"55";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;13;9.4;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;14;10.4;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;15;11.4;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;16;12.4;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;17;13.4;FALSE;FALSE
"370";NA;NA;"ERCAC";"27";"901";12;8;12;0;0;100;0;66.67;33.33;0;50;50;0;100;NA;4;4;12;8;12;0;0;100;0;66.67;33.33;0;50;50;0;100;NA;5;5;12;8;12;0;0;100;0;66.67;33.33;0;50;50;0;100;NA;6;6;FALSE;10;7;10;0;0;100;0;70;30;0;50;50;0;100;NA;7;7;FALSE;10;7;10;0;0;100;0;70;30;0;50;50;0;100;NA;NA;8;8;FALSE;TRUE
"371";NA;"48";"ERCAC";"27";"903";13;11;13;0;100;0;0;84.62;15.38;0;69.23;30.77;100;0;NA;37.4;30.4;12;10;12;0;100;0;0;83.33;16.67;0;66.67;33.33;100;0;NA;38.4;31.3;12;10;12;0;100;0;0;83.33;16.67;0;66.67;33.33;100;0;NA;39.4;32.3;FALSE;11;9;11;0;100;0;0;81.82;18.18;0;63.64;36.36;100;0;NA;40.4;33.2;FALSE;8;8;8;0;100;0;0;100;0;0;87.5;12.5;100;0;NA;NA;41.4;33.3;FALSE;FALSE
"373";NA;"12";"ERCAC";"27";"905";7;5;7;0;100;0;0;71.43;28.57;0;42.86;57.14;0;100;NA;29;24.5;4;3;4;0;100;0;0;75;25;0;50;50;0;100;NA;30;25.7;4;3;4;0;100;0;0;75;25;0;50;50;0;100;NA;31;26.7;FALSE;4;3;4;0;100;0;0;75;25;0;50;50;0;100;NA;32;27.7;FALSE;4;3;4;0;100;0;0;75;25;0;50;50;0;100;NA;NA;33;28.7;FALSE;FALSE
"375";NA;"12";"ERCAC";"27";"907";2;2;2;0;100;0;0;100;0;0;100;0;0;100;NA;23;21;2;2;2;0;100;0;0;100;0;0;100;0;0;100;NA;24;22;1;1;1;0;100;0;0;100;0;0;100;0;0;100;NA;25;25;FALSE;1;1;1;0;100;0;0;100;0;0;100;0;0;100;NA;26;26;FALSE;1;1;1;0;100;0;0;100;0;0;100;0;0;100;NA;NA;27;27;FALSE;FALSE
